created_at,version,field,start,end,universe_rows,price_coverage_companies,daily_rows,monthly_rows,cycle_daily_rows,cycle_monthly_rows,news_daily_rows,news_monthly_rows,sensitivity_rows,workbook_source,market_db_source,issue_event_sources,method,cutoff_rule
2026-05-23T19:04:43,v51_market_eval_intake,반도체,2025-01-01,2026-01-31,30,30,7875,390,396,13,11880,390,30,MARKET_WORKBOOK_URL(in_memory),C:\Agent_6.8\data\market_issues.db,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv;C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily_v44.csv,"src_eval-only market data_intake: price technicals, universe price proxy sector cycle, issue current/lag news windows, market DB/workbook sensitivity proxy",Every row uses only source dates <= as_of_date. current_window = month start ~ as_of_date; lag_window = previous month.
