date,sox_close,sox_adj_close,sox_volume,nasdaq_close,nasdaq_adj_close,nasdaq_volume,sp500_close,sp500_adj_close,sp500_volume,vix_yf_close,vix_yf_adj_close,vix_yf_volume,korea_etf_close,korea_etf_adj_close,korea_etf_volume,market_source_calendar_fill_status,market_source_original_min_date,market_source_original_max_date,market_source_calendar_start_date,market_source_calendar_end_date,market_source_calendar_generated_at
2021-01-11,2969.919921875,4027.219970703125,0.0,13036.4296875,15832.7998046875,6960470000.0,3799.610107421875,4796.56005859375,4465430000.0,24.07999992370605,16.600000381469727,0.0,35370.0,71.61161041259766,426610.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-12,2988.02001953125,4027.219970703125,0.0,13072.4296875,15832.7998046875,7264070000.0,3801.18994140625,4796.56005859375,4994950000.0,23.32999992370605,16.600000381469727,0.0,35300.0,71.61161041259766,271472.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-13,2991.949951171875,4027.219970703125,0.0,13128.9501953125,15832.7998046875,7104810000.0,3809.840087890625,4796.56005859375,4602510000.0,22.209999084472656,16.600000381469727,0.0,35495.0,71.61161041259766,147949.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-14,3055.639892578125,4027.219970703125,0.0,13112.6396484375,15832.7998046875,6734100000.0,3795.5400390625,4796.56005859375,5198480000.0,23.25,16.600000381469727,0.0,35340.0,71.61161041259766,118400.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-15,2992.77001953125,4027.219970703125,0.0,12998.5,15832.7998046875,6458360000.0,3768.25,4796.56005859375,5369820000.0,24.34000015258789,16.600000381469727,0.0,35345.0,71.61161041259766,230404.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-16,2992.77001953125,4027.219970703125,0.0,12998.5,15832.7998046875,6458360000.0,3768.25,4796.56005859375,5369820000.0,24.34000015258789,16.600000381469727,0.0,35345.0,71.61161041259766,230404.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-17,2992.77001953125,4027.219970703125,0.0,12998.5,15832.7998046875,6458360000.0,3768.25,4796.56005859375,5369820000.0,24.34000015258789,16.600000381469727,0.0,35345.0,71.61161041259766,230404.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-18,2992.77001953125,4027.219970703125,0.0,12998.5,15832.7998046875,6458360000.0,3768.25,4796.56005859375,5369820000.0,24.34000015258789,16.600000381469727,0.0,35355.0,71.61161041259766,177668.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-19,3093.320068359375,4027.219970703125,0.0,13197.1796875,15832.7998046875,6297860000.0,3798.909912109375,4796.56005859375,5014440000.0,23.239999771118164,16.600000381469727,0.0,36055.0,71.61161041259766,181424.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-20,3085.0400390625,4027.219970703125,0.0,13457.25,15832.7998046875,6820990000.0,3851.85009765625,4796.56005859375,4566190000.0,21.57999992370605,16.600000381469727,0.0,37500.0,71.61161041259766,354697.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-21,3132.169921875,4027.219970703125,0.0,13530.91015625,15832.7998046875,7258640000.0,3853.070068359375,4796.56005859375,4501760000.0,21.31999969482422,16.600000381469727,0.0,37495.0,71.61161041259766,299154.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-22,3074.39990234375,4027.219970703125,0.0,13543.0595703125,15832.7998046875,5972750000.0,3841.469970703125,4796.56005859375,5110890000.0,21.90999984741211,16.600000381469727,0.0,36935.0,71.61161041259766,308385.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-23,3074.39990234375,4027.219970703125,0.0,13543.0595703125,15832.7998046875,5972750000.0,3841.469970703125,4796.56005859375,5110890000.0,21.90999984741211,16.600000381469727,0.0,36935.0,71.61161041259766,308385.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-24,3074.39990234375,4027.219970703125,0.0,13543.0595703125,15832.7998046875,5972750000.0,3841.469970703125,4796.56005859375,5110890000.0,21.90999984741211,16.600000381469727,0.0,36935.0,71.61161041259766,308385.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-25,3079.2099609375,4027.219970703125,0.0,13635.990234375,15832.7998046875,7193710000.0,3855.360107421875,4796.56005859375,7000840000.0,23.190000534057617,16.600000381469727,0.0,37715.0,71.61161041259766,308387.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-26,3031.77001953125,4027.219970703125,0.0,13626.0595703125,15832.7998046875,6849600000.0,3849.6201171875,4796.56005859375,6137500000.0,23.020000457763672,16.600000381469727,0.0,37430.0,71.61161041259766,308770.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-27,2875.1298828125,4027.219970703125,0.0,13270.599609375,15832.7998046875,11621190000.0,3750.77001953125,4796.56005859375,9976520000.0,37.209999084472656,16.600000381469727,0.0,36855.0,71.61161041259766,337690.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-28,2935.1201171875,4027.219970703125,0.0,13337.16015625,15832.7998046875,9959270000.0,3787.3798828125,4796.56005859375,6992770000.0,30.209999084472656,16.600000381469727,0.0,35830.0,71.61161041259766,363090.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-29,2887.080078125,4027.219970703125,0.0,13070.6904296875,15832.7998046875,7872250000.0,3714.239990234375,4796.56005859375,6643370000.0,33.09000015258789,16.600000381469727,0.0,34560.0,71.61161041259766,373518.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-30,2887.080078125,4027.219970703125,0.0,13070.6904296875,15832.7998046875,7872250000.0,3714.239990234375,4796.56005859375,6643370000.0,33.09000015258789,16.600000381469727,0.0,34560.0,71.61161041259766,373518.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-01-31,2887.080078125,4027.219970703125,0.0,13070.6904296875,15832.7998046875,7872250000.0,3714.239990234375,4796.56005859375,6643370000.0,33.09000015258789,16.600000381469727,0.0,34560.0,71.61161041259766,373518.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-01,2999.989990234375,4027.219970703125,0.0,13403.3896484375,15832.7998046875,7092520000.0,3773.860107421875,4796.56005859375,5436230000.0,30.239999771118164,16.600000381469727,0.0,35545.0,71.61161041259766,285229.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-02,3047.330078125,4027.219970703125,0.0,13612.7802734375,15832.7998046875,7325270000.0,3826.31005859375,4796.56005859375,5514090000.0,25.559999465942383,16.600000381469727,0.0,35970.0,71.61161041259766,271594.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-03,2982.8701171875,4027.219970703125,0.0,13610.5400390625,15832.7998046875,7546940000.0,3830.169921875,4796.56005859375,4864870000.0,22.90999984741211,16.600000381469727,0.0,36065.0,71.61161041259766,293994.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-04,3008.419921875,4027.219970703125,0.0,13777.740234375,15832.7998046875,7295370000.0,3871.739990234375,4796.56005859375,4879240000.0,21.770000457763672,16.600000381469727,0.0,35510.0,71.61161041259766,243124.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-05,2985.010009765625,4027.219970703125,0.0,13856.2998046875,15832.7998046875,6792910000.0,3886.830078125,4796.56005859375,4879470000.0,20.8700008392334,16.600000381469727,0.0,35585.0,71.61161041259766,122917.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-06,2985.010009765625,4027.219970703125,0.0,13856.2998046875,15832.7998046875,6792910000.0,3886.830078125,4796.56005859375,4879470000.0,20.8700008392334,16.600000381469727,0.0,35585.0,71.61161041259766,122917.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-07,2985.010009765625,4027.219970703125,0.0,13856.2998046875,15832.7998046875,6792910000.0,3886.830078125,4796.56005859375,4879470000.0,20.8700008392334,16.600000381469727,0.0,35585.0,71.61161041259766,122917.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-08,3078.47998046875,4027.219970703125,0.0,13987.6396484375,15832.7998046875,8564530000.0,3915.590087890625,4796.56005859375,4648360000.0,21.239999771118164,16.600000381469727,0.0,35375.0,71.61161041259766,113892.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-09,3064.949951171875,4027.219970703125,0.0,14007.7001953125,15832.7998046875,8766770000.0,3911.22998046875,4796.56005859375,4568320000.0,21.6299991607666,16.600000381469727,0.0,35430.0,71.61161041259766,165137.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-10,3074.860107421875,4027.219970703125,0.0,13972.5302734375,15832.7998046875,10785930000.0,3909.8798828125,4796.56005859375,4837070000.0,21.989999771118164,16.600000381469727,0.0,35570.0,71.61161041259766,181802.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-11,3180.840087890625,4027.219970703125,0.0,14025.76953125,15832.7998046875,10916780000.0,3916.3798828125,4796.56005859375,4590960000.0,21.25,16.600000381469727,0.0,35570.0,71.61161041259766,181802.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-12,3219.8701171875,4027.219970703125,0.0,14095.4697265625,15832.7998046875,7416940000.0,3934.830078125,4796.56005859375,4135060000.0,19.96999931335449,16.600000381469727,0.0,35570.0,71.61161041259766,181802.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-13,3219.8701171875,4027.219970703125,0.0,14095.4697265625,15832.7998046875,7416940000.0,3934.830078125,4796.56005859375,4135060000.0,19.96999931335449,16.600000381469727,0.0,35570.0,71.61161041259766,181802.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-14,3219.8701171875,4027.219970703125,0.0,14095.4697265625,15832.7998046875,7416940000.0,3934.830078125,4796.56005859375,4135060000.0,19.96999931335449,16.600000381469727,0.0,35570.0,71.61161041259766,181802.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-15,3219.8701171875,4027.219970703125,0.0,14095.4697265625,15832.7998046875,7416940000.0,3934.830078125,4796.56005859375,4135060000.0,19.96999931335449,16.600000381469727,0.0,37340.0,71.61161041259766,443555.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-16,3238.919921875,4027.219970703125,0.0,14047.5,15832.7998046875,7722100000.0,3932.590087890625,4796.56005859375,5058990000.0,21.459999084472656,16.600000381469727,0.0,37705.0,71.61161041259766,511054.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-17,3178.239990234375,4027.219970703125,0.0,13965.490234375,15832.7998046875,7280500000.0,3931.330078125,4796.56005859375,4730650000.0,21.5,16.600000381469727,0.0,37500.0,71.61161041259766,366483.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-18,3146.7900390625,4027.219970703125,0.0,13865.3603515625,15832.7998046875,6499420000.0,3913.969970703125,4796.56005859375,4793650000.0,22.489999771118164,16.600000381469727,0.0,36530.0,71.61161041259766,355151.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-19,3223.4599609375,4027.219970703125,0.0,13874.4599609375,15832.7998046875,6737820000.0,3906.7099609375,4796.56005859375,4845320000.0,22.049999237060547,16.600000381469727,0.0,37080.0,71.61161041259766,238855.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-20,3223.4599609375,4027.219970703125,0.0,13874.4599609375,15832.7998046875,6737820000.0,3906.7099609375,4796.56005859375,4845320000.0,22.049999237060547,16.600000381469727,0.0,37080.0,71.61161041259766,238855.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-21,3223.4599609375,4027.219970703125,0.0,13874.4599609375,15832.7998046875,6737820000.0,3906.7099609375,4796.56005859375,4845320000.0,22.049999237060547,16.600000381469727,0.0,37080.0,71.61161041259766,238855.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-22,3102.010009765625,4027.219970703125,0.0,13533.0498046875,15832.7998046875,6483740000.0,3876.5,4796.56005859375,5917100000.0,23.450000762939453,16.600000381469727,0.0,36650.0,71.61161041259766,362519.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-23,3083.8798828125,4027.219970703125,0.0,13465.2001953125,15832.7998046875,7516510000.0,3881.3701171875,4796.56005859375,6296610000.0,23.11000061035156,16.600000381469727,0.0,36280.0,71.61161041259766,222350.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-24,3183.739990234375,4027.219970703125,0.0,13597.9697265625,15832.7998046875,5886230000.0,3925.429931640625,4796.56005859375,6012790000.0,21.34000015258789,16.600000381469727,0.0,35265.0,71.61161041259766,260147.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-25,2999.159912109375,4027.219970703125,0.0,13119.4296875,15832.7998046875,6390380000.0,3829.340087890625,4796.56005859375,6547470000.0,28.88999938964844,16.600000381469727,0.0,36880.0,71.61161041259766,263608.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-26,3067.6201171875,4027.219970703125,0.0,13192.349609375,15832.7998046875,5906110000.0,3811.14990234375,4796.56005859375,6526070000.0,27.950000762939453,16.600000381469727,0.0,35795.0,71.61161041259766,363381.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-27,3067.6201171875,4027.219970703125,0.0,13192.349609375,15832.7998046875,5906110000.0,3811.14990234375,4796.56005859375,6526070000.0,27.950000762939453,16.600000381469727,0.0,35795.0,71.61161041259766,363381.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-02-28,3067.6201171875,4027.219970703125,0.0,13192.349609375,15832.7998046875,5906110000.0,3811.14990234375,4796.56005859375,6526070000.0,27.950000762939453,16.600000381469727,0.0,35795.0,71.61161041259766,363381.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-01,3169.110107421875,4027.219970703125,0.0,13588.830078125,15832.7998046875,5079530000.0,3901.820068359375,4796.56005859375,5114820000.0,23.350000381469727,16.600000381469727,0.0,35795.0,71.61161041259766,363381.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-02,3070.93994140625,4027.219970703125,0.0,13358.7900390625,15832.7998046875,4948140000.0,3870.2900390625,4796.56005859375,5536010000.0,24.100000381469727,16.600000381469727,0.0,36280.0,71.61161041259766,445317.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-03,2975.580078125,4027.219970703125,0.0,12997.75,15832.7998046875,5529980000.0,3819.719970703125,4796.56005859375,6173660000.0,26.670000076293945,16.600000381469727,0.0,36630.0,71.61161041259766,253394.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-04,2831.6298828125,4027.219970703125,0.0,12723.4697265625,15832.7998046875,7864380000.0,3768.469970703125,4796.56005859375,7195400000.0,28.56999969482422,16.600000381469727,0.0,35885.0,71.61161041259766,203984.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-05,2920.75,4027.219970703125,0.0,12920.150390625,15832.7998046875,7725200000.0,3841.93994140625,4796.56005859375,6851070000.0,24.65999984741211,16.600000381469727,0.0,35580.0,71.61161041259766,207288.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-06,2920.75,4027.219970703125,0.0,12920.150390625,15832.7998046875,7725200000.0,3841.93994140625,4796.56005859375,6851070000.0,24.65999984741211,16.600000381469727,0.0,35580.0,71.61161041259766,207288.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-07,2920.75,4027.219970703125,0.0,12920.150390625,15832.7998046875,7725200000.0,3841.93994140625,4796.56005859375,6851070000.0,24.65999984741211,16.600000381469727,0.0,35580.0,71.61161041259766,207288.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-08,2762.75,4027.219970703125,0.0,12609.16015625,15832.7998046875,6010230000.0,3821.35009765625,4796.56005859375,5871710000.0,25.46999931335449,16.600000381469727,0.0,34650.0,71.61161041259766,173643.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-09,2932.2099609375,4027.219970703125,0.0,13073.8203125,15832.7998046875,6345560000.0,3875.43994140625,4796.56005859375,5513560000.0,24.030000686645508,16.600000381469727,0.0,34305.0,71.61161041259766,363059.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-10,2879.320068359375,4027.219970703125,0.0,13068.830078125,15832.7998046875,6023880000.0,3898.81005859375,4796.56005859375,5847380000.0,22.559999465942383,16.600000381469727,0.0,33800.0,71.61161041259766,174895.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-11,2997.1298828125,4027.219970703125,0.0,13398.669921875,15832.7998046875,6008850000.0,3939.340087890625,4796.56005859375,5312880000.0,21.90999984741211,16.600000381469727,0.0,34705.0,71.61161041259766,148210.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-12,2965.090087890625,4027.219970703125,0.0,13319.8603515625,15832.7998046875,5497210000.0,3943.340087890625,4796.56005859375,4476280000.0,20.690000534057617,16.600000381469727,0.0,35480.0,71.61161041259766,166591.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-13,2965.090087890625,4027.219970703125,0.0,13319.8603515625,15832.7998046875,5497210000.0,3943.340087890625,4796.56005859375,4476280000.0,20.690000534057617,16.600000381469727,0.0,35480.0,71.61161041259766,166591.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-14,2965.090087890625,4027.219970703125,0.0,13319.8603515625,15832.7998046875,5497210000.0,3943.340087890625,4796.56005859375,4476280000.0,20.690000534057617,16.600000381469727,0.0,35480.0,71.61161041259766,166591.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-15,3032.050048828125,4027.219970703125,0.0,13459.7099609375,15832.7998046875,5972370000.0,3968.93994140625,4796.56005859375,4900100000.0,20.030000686645508,16.600000381469727,0.0,35205.0,71.61161041259766,125586.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-16,3070.320068359375,4027.219970703125,0.0,13471.5703125,15832.7998046875,5493890000.0,3962.7099609375,4796.56005859375,4613080000.0,19.790000915527344,16.600000381469727,0.0,36435.0,71.61161041259766,232162.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-17,3107.919921875,4027.219970703125,0.0,13525.2001953125,15832.7998046875,5536110000.0,3974.1201171875,4796.56005859375,4561660000.0,19.229999542236328,16.600000381469727,0.0,36545.0,71.61161041259766,96424.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-18,2976.219970703125,4027.219970703125,0.0,13116.169921875,15832.7998046875,5739720000.0,3915.4599609375,4796.56005859375,5118590000.0,21.57999992370605,16.600000381469727,0.0,36870.0,71.61161041259766,179959.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-19,3011.3701171875,4027.219970703125,0.0,13215.240234375,15832.7998046875,7630590000.0,3913.10009765625,4796.56005859375,7757420000.0,20.950000762939453,16.600000381469727,0.0,36685.0,71.61161041259766,114137.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-20,3011.3701171875,4027.219970703125,0.0,13215.240234375,15832.7998046875,7630590000.0,3913.10009765625,4796.56005859375,7757420000.0,20.950000762939453,16.600000381469727,0.0,36685.0,71.61161041259766,114137.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-21,3011.3701171875,4027.219970703125,0.0,13215.240234375,15832.7998046875,7630590000.0,3913.10009765625,4796.56005859375,7757420000.0,20.950000762939453,16.600000381469727,0.0,36685.0,71.61161041259766,114137.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-22,3077.550048828125,4027.219970703125,0.0,13377.5400390625,15832.7998046875,5321760000.0,3940.590087890625,4796.56005859375,4316260000.0,18.8799991607666,16.600000381469727,0.0,36940.0,71.61161041259766,107069.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-23,2994.2099609375,4027.219970703125,0.0,13227.7001953125,15832.7998046875,5675010000.0,3910.52001953125,4796.56005859375,4669010000.0,20.299999237060547,16.600000381469727,0.0,36350.0,71.61161041259766,121538.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-24,2953.969970703125,4027.219970703125,0.0,12961.8896484375,15832.7998046875,6248650000.0,3889.139892578125,4796.56005859375,4783020000.0,21.200000762939453,16.600000381469727,0.0,36765.0,71.61161041259766,142092.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-25,2959.8798828125,4027.219970703125,0.0,12977.6796875,15832.7998046875,5634290000.0,3909.52001953125,4796.56005859375,4948340000.0,19.809999465942383,16.600000381469727,0.0,36505.0,71.61161041259766,103856.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-26,3106.280029296875,4027.219970703125,0.0,13138.73046875,15832.7998046875,5224360000.0,3974.5400390625,4796.56005859375,5483160000.0,18.86000061035156,16.600000381469727,0.0,36550.0,71.61161041259766,87449.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
2021-03-27,3106.280029296875,4027.219970703125,0.0,13138.73046875,15832.7998046875,5224360000.0,3974.5400390625,4796.56005859375,5483160000.0,18.86000061035156,16.600000381469727,0.0,36550.0,71.61161041259766,87449.0,source_or_merged,2021-01-01,2026-05-25,2021-01-01,2026-05-25,2026-05-25T16:47:17
