fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,193314675877.0,20058390951.0,12801281459.0,167955041096.0,50856121687.0,117098919409.0,17081889786.0,7283157207.0,3324936960.0,3958220247.0,-4673129593.0,153,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,20058390951.0,,valuation_intake_normalized_or_dart
2022,175023554084.0,28216098130.0,24706325265.0,175998872672.0,33296879479.0,142701993193.0,12326967093.0,-2177606726.0,867195216.0,-3044801942.0,-2847881243.0,143,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,28216098130.0,,valuation_intake_normalized_or_dart
2023,145899793599.0,17838425308.0,16919765330.0,198673382796.0,40104977649.0,158568405147.0,13102766232.0,2510859925.0,4881200.0,2505978725.0,-3028003579.0,157,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,17838425308.0,,valuation_intake_normalized_or_dart
2024,162349945455.0,9581360274.0,19405207353.0,225427601825.0,41193831641.0,184233770184.0,13061868912.0,-9682087226.0,262549090.0,-9944636316.0,-1113592600.0,148,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,9581360274.0,,valuation_intake_normalized_or_dart
2025,302230571186.0,35873972312.0,39499088944.0,335988104339.0,108883598978.0,227104505361.0,77229831529.0,25554903161.0,200000000.0,25354903161.0,4591699774.0,164,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,35873972312.0,,valuation_intake_normalized_or_dart
