company,company_dir,ticker,vc_role,export_sensitivity,fx_debt_sensitivity,import_cost_sensitivity,rate_sensitivity,cycle_sensitivity
네패스,nepes,033640,후공정/패키징/테스트,0.4,0.2,0.3,0.5,0.7
