record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
"1020230082470|1029643380000|신규 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","신규 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020230082470,1020250000985,1029643380000,등록,2023,2025,2026,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,61.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\hansol_kipris_plus_bibliographic_raw.csv,5
"1020240106182|1029638040000|신규 화합물, 이의 제조방법, 이를 포함하는 전구체 화합물 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","신규 화합물, 이의 제조방법, 이를 포함하는 전구체 화합물 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020240106182,1020260022731,1029638040000,등록,2024,2026,2026,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,61.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\hansol_kipris_plus_bibliographic_raw.csv,8
"1020230185358|1029611950000|신규 조성물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","신규 조성물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020230185358,1020250094887,1029611950000,등록,2023,2025,2026,C23C; C07F,,전구체; EMI; ALD; CVD,True,True,False,61.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\hansol_kipris_plus_bibliographic_raw.csv,12
"1020230109807|1028515760000|신규 조성물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","신규 조성물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020230109807,,1028515760000,등록,2023,2025,2025,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,61.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,150
"1020210131555|1026826820000|5족 금속 화합물, 이를 포함하는 증착용 전구체 조성물 및 이를 이용하여 박막을 형성하는 방법|주식회사 한솔케미칼","5족 금속 화합물, 이를 포함하는 증착용 전구체 조성물 및 이를 이용하여 박막을 형성하는 방법",주식회사 한솔케미칼,1020210131555,,1026826820000,등록,2021,2024,2024,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,61.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,199
1020230009473|1029072110000|말레산을 이용한 폐리튬이차전지의 유가금속 회수 방법|주식회사 한솔케미칼|전북대학교산학협력단,말레산을 이용한 폐리튬이차전지의 유가금속 회수 방법,주식회사 한솔케미칼|전북대학교산학협력단,1020230009473,,1029072110000,등록,2023,2026,2025,H01M,,정제; 과산화수소; 수율; 공정,True,True,False,59.5,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,108
"1020150018207|1018386170000|금속 산화물 박막, 금속-규소 산화물 박막, 또는 금속-게르마늄 산화물 박막 및 이의 제조 방법|주식회사 한솔케미칼","금속 산화물 박막, 금속-규소 산화물 박막, 또는 금속-게르마늄 산화물 박막 및 이의 제조 방법",주식회사 한솔케미칼,1020150018207,,1018386170000,등록,2015,2018,2018,C07F; C23C,,전구체; EMI; ALD; CVD; 반도체; 소자,True,True,False,59.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,113
1020170123967|1019623550000|열적 안정성 및 반응성이 우수한 기상 증착 전구체 및 이의 제조방법|주식회사 한솔케미칼,열적 안정성 및 반응성이 우수한 기상 증착 전구체 및 이의 제조방법,주식회사 한솔케미칼,1020170123967,,1019623550000,등록,2017,2019,2019,C07F; C23C; H10P,,전구체; EMI; ALD; CVD,True,True,False,58.5,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,101
"1020200045913|1023217290000|반도체층 및 그 제조방법, 그리고 이를 포함하는 트랜지스터.|주식회사 한솔케미칼","반도체층 및 그 제조방법, 그리고 이를 포함하는 트랜지스터.",주식회사 한솔케미칼,1020200045913,,1023217290000,등록,2020,2021,2021,H10P; H10D; C23C,,전구체; 공정; 기판; 반도체,True,True,False,58.5,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,105
1020190011855|1021571370000|실리콘 전구체 및 이를 이용한 실리콘 함유 박막의 제조방법|주식회사 한솔케미칼,실리콘 전구체 및 이를 이용한 실리콘 함유 박막의 제조방법,주식회사 한솔케미칼,1020190011855,,1021571370000,등록,2019,2020,2020,C07F; C23C; H10P,,전구체; EMI; ALD; CVD,True,True,False,58.5,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,107
"1020180165373|1021233310000|코발트 전구체, 이의 제조방법 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","코발트 전구체, 이의 제조방법 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020180165373,,1021233310000,등록,2018,2020,2020,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,57.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,69
1020200054948|1023644760000|실리콘 전구체 및 이를 이용한 실리콘 함유 박막의 제조방법|주식회사 한솔케미칼,실리콘 전구체 및 이를 이용한 실리콘 함유 박막의 제조방법,주식회사 한솔케미칼,1020200054948,,1023644760000,등록,2020,2022,2022,C23C; H10P,,전구체; EMI; ALD; CVD,True,True,False,57.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,104
"1020180044802|1020878580000|원자층 증착용(ALD), 화학 기상 증착용(CVD) 전구체 화합물 및 이를 이용한 ALD/CVD 증착법|주식회사 한솔케미칼","원자층 증착용(ALD), 화학 기상 증착용(CVD) 전구체 화합물 및 이를 이용한 ALD/CVD 증착법",주식회사 한솔케미칼,1020180044802,,1020878580000,등록,2018,2020,2020,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,57.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,114
"1020200094049|1025043100000|코발트 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법|주식회사 한솔케미칼","코발트 화합물, 이를 포함하는 전구체 조성물, 및 이를 이용한 박막의 제조방법",주식회사 한솔케미칼,1020200094049,,1025043100000,등록,2020,2023,2023,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,57.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,119
1020197003101|1021392850000|산화물 박막 형성을 위한 기상 증착용 유기금속 전구체 화합물 및 이의 제조방법|주식회사 한솔케미칼,산화물 박막 형성을 위한 기상 증착용 유기금속 전구체 화합물 및 이의 제조방법,주식회사 한솔케미칼,1020197003101,,1021392850000,등록,2016,2020,2020,C07F; C23C,,전구체; EMI; ALD; CVD,True,True,False,57.0,C:\Agent_6.9\data\반도체\한솔케미칼\tech\source\kipris_hansol_patents.csv,137
