application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020220160392,,1025468870000,등록,등록,커플링 장치,(주)에스티아이
1020200185863,1020220020745,1025517920000,등록,등록,일체형 커플링 모듈 및 이를 포함하는 커플링 시스템,(주)에스티아이
1020240152131,,1029182120000,등록,등록,건식 세정 장치,(주)에스티아이
1020210005962,1020220020747,1025517930000,등록,등록,일체형 커플링 모듈 및 이를 포함하는 커플링 시스템,(주)에스티아이
1020240161486,1020260072368,,공개,공개,단결정 성장 장치,주식회사 에스티아이
1020240100125,,1029070960000,등록,등록,캐리어 및 기판적재용 로봇암,(주)에스티아이
1020240108851,1020260024677,,공개,공개,타겟교체용 대차리프트,(주)에스티아이
1020240151012,1020260064925,,공개,공개,박막 두께 측정용 보조기구 및 그것을 이용한 박막 두께 측정방법,(주)에스티아이
1020240145505,1020260059057,,공개,공개,자동 기판배출장치,(주)에스티아이
1020240093765,1020260011433,,공개,공개,기판 공정 시스템 및 이를 이용한 기판 공정 방법,(주)에스티아이
1020240152456,1020260064063,,공개,공개,기판 반출 장치와 이를 포함하는 공정 자동화 시스템,(주)에스티아이
1020240136287,1020260050479,,공개,공개,타겟교체용 반전기,(주)에스티아이
1020240151075,1020260063429,,공개,공개,타겟교체용 테이블장치,(주)에스티아이
1020240145287,1020260058688,,공개,공개,공정중 반도체기판 관리방법,(주)에스티아이
1020240144347,1020260058024,,공개,공개,레이저 조사 장치와 이를 이용한 기판 처리 시스템,(주)에스티아이
1020240103406,1020260019963,,공개,공개,브레이징 공정용 베이스 플레이트 및 그것을 이용한 기판적재구조,(주)에스티아이
1020240103149,1020260019825,,공개,공개,검사 일체형 건식 세정 장치 및 이의 동작 방법,(주)에스티아이
1020240101439,,1028878080000,등록,등록,물류 로봇과 이를 포함하는 공정 자동화 시스템,(주)에스티아이
1020240095400,1020260012859,,공개,공개,레이저 마킹 장치와 이를 이용한 기판 처리 시스템 및 기판 처리 방법,(주)에스티아이
1020240084932,1020240108359,,공개,공개,약액 공급 장치 및 이를 이용한 약액 공급 방법,(주)에스티아이
1020240086661,1020260004708,1029639200000,등록,등록,유체 이송용 커플러의 잠금장치 및 이를 포함하는 유체 이송용 커플러,(주)에스티아이
1020240086659,1020260004707,1029639190000,등록,등록,유체 이송용 커플러,(주)에스티아이
1020250150154,,1029627610000,등록,등록,압력 조절형 슬로프 변형 기능을 갖춘 실내외 겸용 골프퍼팅매트,주식회사 에스티아이코리아
1020240006047,1020250111787,1029606390000,등록,등록,자동 튜브 확관 장치 및 이의 동작 방법,(주)에스티아이
1020230030099,1020240136744,1029610240000,등록,등록,샘플링 용기 세척 장치,(주)에스티아이
1020240150070,1020260062701,,공개,공개,영상분석에 의한 패널정렬을 확인할 수 있는 패널처리장치,(주)에스티아이
1020170094358,1020180110567,1019937370000,등록,등록,건식 사우나 대인소독장치,주식회사 에스티아이
1020220027865,,1024070430000,등록,등록,탄화규소 분말의 합성방법,주식회사 에스티아이
1020060017219,1020070084877,,포기,포기,잉크젯 프린트 헤드 노즐의 코팅방법,(주)에스티아이
1020050116979,1020070057479,,거절,거절,잉크젯 패터닝 장비의 프린트 헤드 노즐 및 기판 정렬장치및 방법,(주)에스티아이
1020190119262,1020210037085,,거절,거절,CMP 상부 정반의 제조방법,(주)에스티아이
1020060004332,,1007208260000,소멸,소멸,유체이송용 커플링 장치,(주)에스티아이
1020020011562,1020030072033,,거절,거절,고정자와 회전자가 완전 분리된 원판형 비접촉 전동기,(주)에스티아이
1020080086377,1020100027448,1009597650000,소멸,소멸,자석을 이용한 평판 디스플레이 글래스용 처리 장치,(주)에스티아이
1020060090027,1020080025492,1008245440000,소멸,소멸,식각 장치 및 식각방법,(주)에스티아이
1020000070197,,1003372590000,소멸,소멸,액정 디스플레이용 유리기판으로부터 감광성 수지를제거하기 위한 방법 및 그 제거장치,(주)에스티아이
1020060076808,,1007865420000,소멸,소멸,액정표시장치의 실런트 도포장치 및 이를 이용한 실런트도포방법,(주)에스티아이
1020060017248,1020070084892,,거절,거절,초음파 진동자를 이용한 잉크확산 보조장치,(주)에스티아이
1020190112554,1020210031067,,거절,거절,UV 경화기를 포함하는 잉크젯 프린터 및 그의 경화 방법,(주)에스티아이
1020190027354,1020190070310,,취하,취하,케미컬 필터 자동교체장치,(주)에스티아이
1020080052384,,1009157960000,소멸,소멸,액정표시장치의 배향막 형성장치 및 형성방법,(주)에스티아이
1020060076804,1020080015287,,거절,거절,액정디스플레이 제조용 잉크젯 장치,(주)에스티아이
1020060055154,1020070120635,1008142800000,소멸,소멸,액정표시장치의 배향막 형성방법 및 장치,(주)에스티아이
1020060030284,1020070099203,,거절,거절,TFT LCD용 글라스의 식각장치에 사용되는 글라스카세트 및 이를 포함하는 식각장치,(주)에스티아이
1020050099134,,1006846880000,소멸,소멸,평행유지 구조를 갖는 롤러,(주)에스티아이
1020020083944,1020040057276,,거절,거절,격판이 형성된 비접촉식 동력전달장치가 구비된 평판디스플레이 장비,(주)에스티아이
1020190127575,1020210044431,,거절,거절,잉크젯 프린트 장치와 이를 이용한 잉크젯 프린팅 방법,(주)에스티아이
1020060040935,1020070108641,,거절,거절,디스플레이 패널의 컬러 패터닝 장치 및 이를 이용한 컬러패턴 형성방법,(주)에스티아이
1019960049855,1019980030458,1002187240000,소멸,소멸,TFT LCD용 글라스의 자동 에칭장치 및 에칭방법,(주)에스티아이
1020200181491,1020220090708,,거절,거절,잉크젯 헤드 이격 거리 조절 장치 및 이를 이용한 잉크젯 헤드 이격 거리 조절 방법,(주)에스티아이
1020190133491,1020210049323,,거절,거절,고속 경화 기능을 구비한 잉크젯 프린팅 장치,(주)에스티아이
1020190129871,1020210046303,,거절,거절,유지보수 기능을 구비한 잉크젯 프린팅 장치 및 방법,(주)에스티아이
1020120081591,1020140013647,,취하,취하,"유체 내포장 용기, 이의 제조 방법, 및 이를 이용한 유체 충진 방법",삼성디스플레이 주식회사|(주)에스티아이
1020060076931,1020080015528,1008070860000,소멸,소멸,액정표시장치의 스페이서 형성장치 및 이를 이용한스페이서 형성방법,(주)에스티아이
1020120134953,1020140067557,1014286560000,소멸,소멸,터치스크린 패널용 강화유리의 표면처리 장치,(주)에스티아이
1020060017233,,1007500860000,소멸,소멸,나선형 와이핑 모듈을 갖는 클리너 및 이를 이용한 잉크젯프린터 헤드 클리닝 장치,(주)에스티아이
1020050083163,1020070028803,1007365930000,소멸,소멸,잉크젯 프린터용 다기능 헤드 클리너,(주)에스티아이
1020020011563,1020030072034,,거절,거절,와전류 마그네틱 커플링을 이용한 동력 전달 장치,(주)에스티아이
