record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020240100125|1029070960000|캐리어 및 기판적재용 로봇암|(주)에스티아이,캐리어 및 기판적재용 로봇암,(주)에스티아이,1020240100125,,1029070960000,등록,2024,2026,2025,H10P; C23C; B25J,,공정; 기판,True,True,False,56.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,6
1020240101439|1028878080000|물류 로봇과 이를 포함하는 공정 자동화 시스템|(주)에스티아이,물류 로봇과 이를 포함하는 공정 자동화 시스템,(주)에스티아이,1020240101439,,1028878080000,등록,2024,2025,2025,H10P,,공정; 기판,True,True,False,53.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,18
1020240152131|1029182120000|건식 세정 장치|(주)에스티아이,건식 세정 장치,(주)에스티아이,1020240152131,,1029182120000,등록,2024,2026,2026,H10P; B08B,,기판,True,True,False,52.0,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,3
1020240086659|1029639190000|유체 이송용 커플러|(주)에스티아이,유체 이송용 커플러,(주)에스티아이,1020240086659,1020260004707,1029639190000,등록,2024,2026,2026,F16L; F16F; B08B,,,True,True,False,50.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,22
1020220027865|1024070430000|탄화규소 분말의 합성방법|주식회사 에스티아이,탄화규소 분말의 합성방법,주식회사 에스티아이,1020220027865,,1024070430000,등록,2022,2022,2022,C01B,,수율,True,True,False,50.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,28
1020220160392|1025468870000|커플링 장치|(주)에스티아이,커플링 장치,(주)에스티아이,1020220160392,,1025468870000,등록,2022,2023,2023,B67B; B67D,,,True,True,False,49.0,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,1
1020210005962|1025517930000|일체형 커플링 모듈 및 이를 포함하는 커플링 시스템|(주)에스티아이,일체형 커플링 모듈 및 이를 포함하는 커플링 시스템,(주)에스티아이,1020210005962,1020220020747,1025517930000,등록,2021,2022,2023,B67B,,,True,True,False,47.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,4
1020240086661|1029639200000|유체 이송용 커플러의 잠금장치 및 이를 포함하는 유체 이송용 커플러|(주)에스티아이,유체 이송용 커플러의 잠금장치 및 이를 포함하는 유체 이송용 커플러,(주)에스티아이,1020240086661,1020260004708,1029639200000,등록,2024,2026,2026,F16L,,,True,True,False,47.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,21
1020250150154|1029627610000|압력 조절형 슬로프 변형 기능을 갖춘 실내외 겸용 골프퍼팅매트|주식회사 에스티아이코리아,압력 조절형 슬로프 변형 기능을 갖춘 실내외 겸용 골프퍼팅매트,주식회사 에스티아이코리아,1020250150154,,1029627610000,등록,2025,2026,2026,A63B,,,True,True,False,47.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,23
1020240006047|1029606390000|자동 튜브 확관 장치 및 이의 동작 방법|(주)에스티아이,자동 튜브 확관 장치 및 이의 동작 방법,(주)에스티아이,1020240006047,1020250111787,1029606390000,등록,2024,2025,2026,B21D,,,True,True,False,47.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,24
1020230030099|1029610240000|샘플링 용기 세척 장치|(주)에스티아이,샘플링 용기 세척 장치,(주)에스티아이,1020230030099,1020240136744,1029610240000,등록,2023,2024,2026,B08B,,,True,True,False,47.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,25
1020240145287||공정중 반도체기판 관리방법|(주)에스티아이,공정중 반도체기판 관리방법,(주)에스티아이,1020240145287,1020260058688,,공개,2024,2026,,H10P,,공정; 기판; 반도체,True,False,False,46.5,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,14
1020240152456||기판 반출 장치와 이를 포함하는 공정 자동화 시스템|(주)에스티아이,기판 반출 장치와 이를 포함하는 공정 자동화 시스템,(주)에스티아이,1020240152456,1020260064063,,공개,2024,2026,,H10P; B65G,,공정; 기판,True,False,False,45.0,data\반도체\에스티아이\tech\source\sti_kipris_plus_bibliographic_raw.csv,11
