certification_key,matched_alias,category,status,year,expiry_date,source_type,source_name,source_path,evidence_text,directness,confidence
ISO_45001,ISO 45001,safety_compliance,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.json,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.json,"획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"", ""quantifiable"": ""필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수"", ""item_name"": ""인증 종류"", ""content"": ""ISO 45001, RoHS"", ""content_present"": true, ""content_char_count"": 15, ""numeric_signal_count"": 2, ""keyword_signal_count"": 0, ""keywor",DIRECT_OR_COMPANY_DISCLOSED,HIGH
RoHS,RoHS,material_regulatory_compliance,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.json,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.json,"승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"", ""quantifiable"": ""필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수"", ""item_name"": ""인증 종류"", ""content"": ""ISO 45001, RoHS"", ""content_present"": true, ""content_char_count"": 15, ""numeric_signal_count"": 2, ""keyword_signal_count"": 0, ""keyword_counts"":",DIRECT_OR_COMPANY_DISCLOSED,HIGH
SEMICONDUCTOR_QUALIFICATION,양산 승인,semiconductor_customer_qualification,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.json,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.json,", ""middle_source"": ""사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인\n규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건\n기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"", ""quantifiable"": ""필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수"", ""item_name"": ""인증 종류"", ""content"": """" },",DIRECT_OR_COMPANY_DISCLOSED,HIGH
ISO_45001,ISO 45001,safety_compliance,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.md,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.md,"/ 안전기준 / 공급 승인 조건 기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사 - 정량화 가능 부분: 필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수 - 수치 신호 수: 2 / 키워드 신호 수: 0 - 내용: ISO 45001, RoHS - 추출 수치: - 450: ISO 45001, RoHS - 01: ISO 45001, RoHS #### 개발 기간 - 대 출처: 사업보고서 / 규제자료 / 기사 - 중 출처: 사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승",DIRECT_OR_COMPANY_DISCLOSED,HIGH
RoHS,RoHS,material_regulatory_compliance,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.md,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.md,"승인 조건 기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사 - 정량화 가능 부분: 필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수 - 수치 신호 수: 2 / 키워드 신호 수: 0 - 내용: ISO 45001, RoHS - 추출 수치: - 450: ISO 45001, RoHS - 01: ISO 45001, RoHS #### 개발 기간 - 대 출처: 사업보고서 / 규제자료 / 기사 - 중 출처: 사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가",DIRECT_OR_COMPANY_DISCLOSED,HIGH
SEMICONDUCTOR_QUALIFICATION,양산 승인,semiconductor_customer_qualification,CONFIRMED,,,local_text_scan,hanmi_tech_excel_frame_evidence.md,data\반도체\한미반도체\tech\source\hanmi_tech_excel_frame_evidence.md,"수 / 출처: 사업보고서 / 규제자료 / 기사 > 사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인 규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건 기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사 - 신규 산업 진입 시 추가 인증/개발 부담 / 개발 기간 / 정량화: 필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수 / 출처: 사업보고서 / 규제자료 / 기사 > 사업보고서: 신규시장 진입",DIRECT_OR_COMPANY_DISCLOSED,HIGH
CE,CE mark,product_safety_compliance,MENTIONED,,,local_text_scan,kipris_hanmi_patents.csv,data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,"픽커의 흡착패드에 관한 것으로, 상기 흡착패드의 센터를 정확하게 구할 수 있도록 상기 흡착패드의 하면에 기준마크가 형성되어, 고배율의 비젼카메라를 사용하여 FOV(Field Of View)를 작게 하더라도, 흡착패드의 센터를 확실하게 계산할 수 있기 때문에 이러한 기준마크(Reference Mark)를 구비한 흡착패드를 이용하여 확실하게 흡착패드를 얼라인(alignment)할 수 있다. 반도체, 패키지, 흡착패드, 얼라인, 기준마크 | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dc",TEXT_MENTION,LOW
FDA,FDA,regulatory_approval,MENTIONED,,,local_text_scan,kipris_hanmi_patents.csv,data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,"체, 패키지, 픽앤플레이스 | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe407489d23bbfec2437e1712f4d2efc17534b8fe896680c1260ef7a080023affda | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9c592fb536ea920a4d52c365f2181c5fa3c22314d27af5ba35703d4af764d5be0b | 한미반도체",TEXT_MENTION,LOW
SEMICONDUCTOR_QUALIFICATION,퀄,semiconductor_customer_qualification,MENTIONED,,,local_text_scan,kipris_hanmi_patents.csv,data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,"이물질과 침전 이물질을 모두 분리 배출할 수 있도록 일측에 상부 배수구와 하부 배수구를 구비하며, 상부 배수구와 하부 배수구 측으로 이물질이 배출될 수 있도록 액체를 일측 방향으로 공급해주는 초음파 세척부를 통해 다양한 종류의 반도체 패키지의 이물질이나 얼룩을 제거함으로써, 높은 세척 퀄리티를 보장할 수 있으며, 반도체 패키지의 종류 및 크기에 따라 최적의 세척 공정을 찾아낼 수 있는 반도체 자재 절단 장치에 관한 것이다. | http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba71",TEXT_MENTION,LOW
