record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020100041973|1012370560000|반도체 패키지 집합체 정렬방법|한미반도체 주식회사,반도체 패키지 집합체 정렬방법,한미반도체 주식회사,1020100041973,,1012370560000,등록,2010,2013,2013,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,154
1020150171254|1020751790000|반도체 패키지 적재장치|한미반도체 주식회사,반도체 패키지 적재장치,한미반도체 주식회사,1020150171254,,1020751790000,등록,2015,2020,2020,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,155
1020100088833|1015949650000|반도체 패키지 싱귤레이션 장치|한미반도체 주식회사,반도체 패키지 싱귤레이션 장치,한미반도체 주식회사,1020100088833,,1015949650000,등록,2010,2016,2016,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,156
1020070103147|1009044720000|반도체 제조장비의 튜브적재장치|한미반도체 주식회사,반도체 제조장비의 튜브적재장치,한미반도체 주식회사,1020070103147,,1009044720000,등록,2007,2009,2009,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,277
1020060002502|1010599140000|반도체 제조공정용 테이블|한미반도체 주식회사,반도체 제조공정용 테이블,한미반도체 주식회사,1020060002502,,1010599140000,등록,2006,2011,2011,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,285
1020150129573|1020534800000|반도체 패키지 건조장치 및 이를 구비하는 반도체 스트립 절단 시스템|한미반도체 주식회사,반도체 패키지 건조장치 및 이를 구비하는 반도체 스트립 절단 시스템,한미반도체 주식회사,1020150129573,,1020534800000,등록,2015,2019,2019,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,297
1020060007349|1007600010000|반도체 제조 공정용 흡착패드 가공장치 및 가공방법|한미반도체 주식회사,반도체 제조 공정용 흡착패드 가공장치 및 가공방법,한미반도체 주식회사,1020060007349,,1007600010000,등록,2006,2007,2007,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,305
1020110104133|1012758620000|반도체 제조 시스템 및 이의 제어방법|한미반도체 주식회사,반도체 제조 시스템 및 이의 제어방법,한미반도체 주식회사,1020110104133,,1012758620000,등록,2011,2013,2013,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,312
1020120023145|1013249690000|반도체 패키지 검사장치|한미반도체 주식회사,반도체 패키지 검사장치,한미반도체 주식회사,1020120023145,,1013249690000,등록,2012,2013,2013,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,321
1020060114741|1008544360000|반도체 패키지 핸들링장치|한미반도체 주식회사,반도체 패키지 핸들링장치,한미반도체 주식회사,1020060114741,,1008544360000,등록,2006,2008,2008,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,337
1020060085551|1007959500000|반도체 패키지 처리장치 및 그 제어방법|한미반도체 주식회사,반도체 패키지 처리장치 및 그 제어방법,한미반도체 주식회사,1020060085551,,1007959500000,등록,2006,2008,2008,H10P; H05K; G01R,,반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,420
1020080089886|1014611240000|반도체 패키지 제조장치용 트레이 오프로더|한미반도체 주식회사,반도체 패키지 제조장치용 트레이 오프로더,한미반도체 주식회사,1020080089886,,1014611240000,등록,2008,2014,2014,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,425
1020060028168|1013031030000|반도체 패키지 제조장비의 스트립 로케이션 장치 및 방법|한미반도체 주식회사,반도체 패키지 제조장비의 스트립 로케이션 장치 및 방법,한미반도체 주식회사,1020060028168,,1013031030000,등록,2006,2013,2013,H10P,,공정; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,434
1020120002196|1015900270000|칩고정장치 및 이를 구비하는 픽업 시스템|한미반도체 주식회사,칩고정장치 및 이를 구비하는 픽업 시스템,한미반도체 주식회사,1020120002196,,1015900270000,등록,2012,2016,2016,H10P,,반도체; 소자,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,453
1020110081374|1013033150000|반도체자재용 절삭장치 및 반도체자재의 절삭방법|한미반도체 주식회사,반도체자재용 절삭장치 및 반도체자재의 절삭방법,한미반도체 주식회사,1020110081374,,1013033150000,등록,2011,2013,2013,H10P,,생산성; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,456
1020110017937|1015508340000|반도체 패키지 제조방법|한미반도체 주식회사,반도체 패키지 제조방법,한미반도체 주식회사,1020110017937,,1015508340000,등록,2011,2015,2015,H10W,,기판; 반도체,True,True,False,45.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,495
1020210164855||반도체 자재 연삭장치 및 이의 연삭방법|한미반도체 주식회사,반도체 자재 연삭장치 및 이의 연삭방법,한미반도체 주식회사,1020210164855,1020230077511,,공개,2021,2023,,B24B; H10P,,공정; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,9
1020230122181||레이저 셋팅방법|한미반도체 주식회사,레이저 셋팅방법,한미반도체 주식회사,1020230122181,1020250039579,,공개,2023,2025,,B23K; B23Q,,자동화; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,12
1020210077464||반도체 자재 연마장치|한미반도체 주식회사,반도체 자재 연마장치,한미반도체 주식회사,1020210077464,1020220167994,,공개,2021,2022,,B24B; H10P,,공정; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,17
1019980029362|1002911050000|타블렛 자동공급장치|한미반도체 주식회사,타블렛 자동공급장치,한미반도체 주식회사,1019980029362,1020000009146,1002911050000,소멸,1998,2000,2001,H10P; B29C,,생산성; 공정; 반도체,True,True,True,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,32
1020240064235||반도체칩 본딩장치|한미반도체 주식회사,반도체칩 본딩장치,한미반도체 주식회사,1020240064235,,,공개,2024,,,H10W; H10P,,기판; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,127
1020230143128||본딩장치|한미반도체 주식회사,본딩장치,한미반도체 주식회사,1020230143128,,,공개,2023,,,H10W; H10P,,기판; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,134
1019940008542|1001161560000|반도체팩키지성형용금형(AMOLDINGDEVICEOFSEMICONDUCTOR-PACKAGE)|한미반도체 주식회사,반도체팩키지성형용금형(AMOLDINGDEVICEOFSEMICONDUCTOR-PACKAGE),한미반도체 주식회사,1019940008542,1019970003691,1001161560000,소멸,1994,1997,1997,H10W; B29C,,생산성; EMI; 반도체,True,True,True,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,322
1020230143130||본딩헤드|한미반도체 주식회사,본딩헤드,한미반도체 주식회사,1020230143130,,,공개,2023,,,H10P; H05K,,기판; 반도체,True,False,False,45.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,427
1020170180723|1024304310000|반도체 패키지 처리장치 및 반도체 패키지 처리방법|한미반도체 주식회사,반도체 패키지 처리장치 및 반도체 패키지 처리방법,한미반도체 주식회사,1020170180723,1020190078928,1024304310000,소멸,2017,2019,2022,H10P,,공정; 반도체,True,True,True,44.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,1
1020150046069|1016273360000|반도체 패키지 정렬장치 및 반도체 패키지 정렬방법|한미반도체 주식회사,반도체 패키지 정렬장치 및 반도체 패키지 정렬방법,한미반도체 주식회사,1020150046069,,1016273360000,등록,2015,2016,2016,H10P; H10B,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,3
1020090002285|1015194770000|반도체 패키지 방향전환장치|한미반도체 주식회사,반도체 패키지 방향전환장치,한미반도체 주식회사,1020090002285,1020100082963,1015194770000,등록,2009,2010,2015,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,7
1020110040629|1012597770000|반도체 패키지 적재 장치 및 방법|한미반도체 주식회사,반도체 패키지 적재 장치 및 방법,한미반도체 주식회사,1020110040629,1020120122461,1012597770000,등록,2011,2012,2013,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,16
1020090083431|1015669880000|반도체 패키지 가공용 척테이블|한미반도체 주식회사,반도체 패키지 가공용 척테이블,한미반도체 주식회사,1020090083431,1020110025390,1015669880000,등록,2009,2011,2015,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,50
1020070038178|1008895910000|반도체 패키지 이송장치용 흡착패드|한미반도체 주식회사,반도체 패키지 이송장치용 흡착패드,한미반도체 주식회사,1020070038178,,1008895910000,등록,2007,2009,2009,H10P; H05K,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,5
1020120085696|1013404860000|플립칩 본딩장치 및 이의 제어방법|한미반도체 주식회사,플립칩 본딩장치 및 이의 제어방법,한미반도체 주식회사,1020120085696,,1013404860000,등록,2012,2013,2013,H10W; H10P,,기판,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,6
1020070029344|1008544370000|반도체 패키지 이송장치의 흡착패드|한미반도체 주식회사,반도체 패키지 이송장치의 흡착패드,한미반도체 주식회사,1020070029344,,1008544370000,등록,2007,2008,2008,H10P; H05K,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,21
"1020100091825|1011608880000|웨이퍼 마킹 장치, 웨이퍼 마킹 시스템 및 웨이퍼 마킹 방법|한미반도체 주식회사","웨이퍼 마킹 장치, 웨이퍼 마킹 시스템 및 웨이퍼 마킹 방법",한미반도체 주식회사,1020100091825,,1011608880000,등록,2010,2012,2012,H10P; H10W,,웨이퍼,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,32
1020070095952|1008748560000|반도체 패키지 제조용 절단 및 핸들링 장치|한미반도체 주식회사,반도체 패키지 제조용 절단 및 핸들링 장치,한미반도체 주식회사,1020070095952,,1008748560000,등록,2007,2008,2008,H10P; H05K,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,55
1020120145309|1019622040000|진공흡착식 픽업장치|한미반도체 주식회사,진공흡착식 픽업장치,한미반도체 주식회사,1020120145309,,1019622040000,등록,2012,2019,2019,H10P; H05K; B65G; B25J,,,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,115
1020120050068|1012751330000|플립칩 본딩장치|한미반도체 주식회사,플립칩 본딩장치,한미반도체 주식회사,1020120050068,,1012751330000,등록,2012,2013,2013,H10W; H10P,,공정,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,131
1020090105429|1010619090000|반도체 패키지의 레이저 가공방법|한미반도체 주식회사,반도체 패키지의 레이저 가공방법,한미반도체 주식회사,1020090105429,,1010619090000,등록,2009,2011,2011,H10W; H10P,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,201
1020080043750|1014488430000|반도체 패키지용 흡착 패드|한미반도체 주식회사,반도체 패키지용 흡착 패드,한미반도체 주식회사,1020080043750,,1014488430000,등록,2008,2014,2014,H10P; B65G,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,202
1020070057291|1013404980000|반도체 패키지 제조용 싱귤레이션장치의 불량품 제거장치|한미반도체 주식회사,반도체 패키지 제조용 싱귤레이션장치의 불량품 제거장치,한미반도체 주식회사,1020070057291,,1013404980000,등록,2007,2013,2013,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,227
1020070013824|1008806520000|반도체 패키지 처리 장치|한미반도체 주식회사,반도체 패키지 처리 장치,한미반도체 주식회사,1020070013824,,1008806520000,등록,2007,2009,2009,H10P; H05K,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,320
"1020130051675|1014461700000|반도체 패키지 정렬장치, 반도체 패키지 절단 정렬장치, 및 반도체 패키지 절단 정렬방법|한미반도체 주식회사","반도체 패키지 정렬장치, 반도체 패키지 절단 정렬장치, 및 반도체 패키지 절단 정렬방법",한미반도체 주식회사,1020130051675,,1014461700000,등록,2013,2014,2014,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,382
1020090014698|1011799830000|반도체 패키지의 가공을 위한 레이저 빔 조사 궤적 생성방법|한미반도체 주식회사,반도체 패키지의 가공을 위한 레이저 빔 조사 궤적 생성방법,한미반도체 주식회사,1020090014698,,1011799830000,등록,2009,2012,2012,H10P; H10W,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,398
1020110065818|1014810800000|반도체 패키지의 레이저 가공방법|한미반도체 주식회사,반도체 패키지의 레이저 가공방법,한미반도체 주식회사,1020110065818,,1014810800000,등록,2011,2015,2015,H10W; H10P,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,404
1020080057287|1014147180000|반도체 패키지 제조용 금형|한미반도체 주식회사,반도체 패키지 제조용 금형,한미반도체 주식회사,1020080057287,,1014147180000,등록,2008,2014,2014,H10W; H10P,,반도체,True,True,False,44.0,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,421
1020230106994||반도체 자재 절단장치|한미반도체 주식회사,반도체 자재 절단장치,한미반도체 주식회사,1020230106994,1020250025949,,공개,2023,2025,,H10P,,공정; 반도체,True,False,False,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,51
1019930003936|1000969490000|반도체팩키지의리드형상교정용금형과리드형상재성형방법|한미반도체 주식회사,반도체팩키지의리드형상교정용금형과리드형상재성형방법,한미반도체 주식회사,1019930003936,1019940022813,1000969490000,소멸,1993,1994,1996,H10P,,생산성; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,53
1020050049429|1006393990000|반도체 처리장치|한미반도체 주식회사,반도체 처리장치,한미반도체 주식회사,1020050049429,,1006393990000,소멸,2005,2006,2006,H10P,,공정; 반도체; 웨이퍼,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,11
1020050049428|1007240420000|반도체 처리장치 및 처리방법|한미반도체 주식회사,반도체 처리장치 및 처리방법,한미반도체 주식회사,1020050049428,,1007240420000,소멸,2005,2007,2007,H10P,,공정; 반도체; 웨이퍼,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,56
1020030019917|1004794170000|반도체 패키지 제조공정용 쏘잉 장치 및 그 제어방법|한미반도체 주식회사,반도체 패키지 제조공정용 쏘잉 장치 및 그 제어방법,한미반도체 주식회사,1020030019917,,1004794170000,소멸,2003,2005,2005,H10P,,생산성; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,68
1020030062706|1005701590000|반도체 처리장치|한미반도체 주식회사,반도체 처리장치,한미반도체 주식회사,1020030062706,,1005701590000,소멸,2003,2006,2006,H10P,,공정; 반도체; 웨이퍼,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,119
1020060063849|1008039530000|반도체 제조장비의 오토 리드 어태치/프레스 장치 및 시트블럭|한미반도체 주식회사,반도체 제조장비의 오토 리드 어태치/프레스 장치 및 시트블럭,한미반도체 주식회사,1020060063849,,1008039530000,소멸,2006,2008,2008,H10W,,생산성; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,147
1019990021602|1003258220000|반도체 팩키지의 리드걸폼 성형장치|한미반도체 주식회사,반도체 팩키지의 리드걸폼 성형장치,한미반도체 주식회사,1019990021602,,1003258220000,소멸,1999,2002,2002,H10P,,공정; 기판; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,161
1020000079284|1003969820000|반도체패키지 적재 테이블장치|한미반도체 주식회사,반도체패키지 적재 테이블장치,한미반도체 주식회사,1020000079284,,1003969820000,소멸,2000,2003,2003,H10K; H10P; H10H,,공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,183
1020020078522|1004637600000|반도체 패키지 적재장치|한미반도체 주식회사,반도체 패키지 적재장치,한미반도체 주식회사,1020020078522,,1004637600000,소멸,2002,2004,2004,H10P,,자동화; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,188
1019940005620|1001323890000|반도체팩키지이송장치|한미반도체 주식회사,반도체팩키지이송장치,한미반도체 주식회사,1019940005620,,1001323890000,소멸,1994,1998,1997,H10P,,생산성; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,200
1020070025301|1008671070000|반도체 제조장비용 픽앤플레이스장치의 패키지 보정방법|한미반도체 주식회사,반도체 제조장비용 픽앤플레이스장치의 패키지 보정방법,한미반도체 주식회사,1020070025301,,1008671070000,소멸,2007,2008,2008,H10P,,생산성; 반도체; 웨이퍼,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,237
1020100078209|1011102330000|수지재 공급장치 및 이를 구비하는 스탬핑 시스템|한미반도체 주식회사,수지재 공급장치 및 이를 구비하는 스탬핑 시스템,한미반도체 주식회사,1020100078209,,1011102330000,소멸,2010,2012,2012,H10P,,기판; 반도체; 소자,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,286
1020060117646|1013033140000|반도체 패키지 몰딩장치|한미반도체 주식회사,반도체 패키지 몰딩장치,한미반도체 주식회사,1020060117646,,1013033140000,소멸,2006,2013,2013,H10P; B29C; H10W,,차폐; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,341
1020050043246|1007240440000|반도체 제조 공정용 이송장치|한미반도체 주식회사,반도체 제조 공정용 이송장치,한미반도체 주식회사,1020050043246,,1007240440000,소멸,2005,2007,2007,H10P,,공정; 기판; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,353
1019940011168|1001306140000|반도체팩키지의튜브적치장치|한미반도체 주식회사,반도체팩키지의튜브적치장치,한미반도체 주식회사,1019940011168,,1001306140000,소멸,1994,1998,1997,H10P,,생산성; 자동화; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,374
1019980024250|1002892780000|에프-비지에이의 싱귤레이션 금형 방법과 그 금형장치|한미반도체 주식회사,에프-비지에이의 싱귤레이션 금형 방법과 그 금형장치,한미반도체 주식회사,1019980024250,,1002892780000,소멸,1998,2001,2001,H10W,,자동화; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,386
"1020040110830|1005953630000|자외선 조사장치, 자외선 조사장치를 구비한 반도체처리장치 및 웨이퍼 쏘잉 장치를 구비한 반도체 처리장치|한미반도체 주식회사","자외선 조사장치, 자외선 조사장치를 구비한 반도체처리장치 및 웨이퍼 쏘잉 장치를 구비한 반도체 처리장치",한미반도체 주식회사,1020040110830,,1005953630000,소멸,2004,2006,2006,H10P,,공정; 반도체; 웨이퍼,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,411
1020060139252|1009209880000|위치변경장치 및 반도체 패키지 가공시스템|한미반도체 주식회사,위치변경장치 및 반도체 패키지 가공시스템,한미반도체 주식회사,1020060139252,,1009209880000,소멸,2006,2009,2009,H10P,,생산성; 공정; 반도체,True,True,True,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,442
1020190024161|1021530100000|픽커 흡착패드의 검사장치 및 픽커 흡착패드의 검사방법|한미반도체 주식회사,픽커 흡착패드의 검사장치 및 픽커 흡착패드의 검사방법,한미반도체 주식회사,1020190024161,,1021530100000,등록,2019,2020,2020,H10P,,,True,True,False,43.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,449
1020130127230|1015194700000|반도체 자재 절단장치 및 반도체 자재 절단방법|한미반도체 주식회사,반도체 자재 절단장치 및 반도체 자재 절단방법,한미반도체 주식회사,1020130127230,1020150047305,1015194700000,등록,2013,2015,2015,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,4
1020120118437|1013917040000|반도체 패키지 핸들러 및 그 운용방법|한미반도체 주식회사,반도체 패키지 핸들러 및 그 운용방법,한미반도체 주식회사,1020120118437,,1013917040000,등록,2012,2014,2014,G01R,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,14
1020120090839|1014151620000|반도체 제조장치용 흡착유닛|한미반도체 주식회사,반도체 제조장치용 흡착유닛,한미반도체 주식회사,1020120090839,1020140024627,1014151620000,등록,2012,2014,2014,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,33
1020080036854|1014467240000|반도체 패키지용 흡착 패드|한미반도체 주식회사,반도체 패키지용 흡착 패드,한미반도체 주식회사,1020080036854,1020080095189,1014467240000,등록,2008,2008,2014,H10W,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,38
1020130146268|1015389740000|반도체 자재 절단장치|한미반도체 주식회사,반도체 자재 절단장치,한미반도체 주식회사,1020130146268,1020150062216,1015389740000,등록,2013,2015,2015,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,45
1020100064300|1013158920000|반도체 패키지 비전 검사방법|한미반도체 주식회사,반도체 패키지 비전 검사방법,한미반도체 주식회사,1020100064300,1020120003605,1013158920000,등록,2010,2012,2013,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,54
1020100030551|1015669970000|반도체 패키지 비전 검사 장치 및 방법|한미반도체 주식회사,반도체 패키지 비전 검사 장치 및 방법,한미반도체 주식회사,1020100030551,1020110111140,1015669970000,등록,2010,2011,2015,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\hanmi_kipris_plus_bibliographic_raw.csv,56
1020060120788|1007959650000|반도체 패키지 싱귤레이션장치|한미반도체 주식회사,반도체 패키지 싱귤레이션장치,한미반도체 주식회사,1020060120788,,1007959650000,등록,2006,2008,2008,H10W,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,26
1020070069237|1009209340000|반도체 패키지 안착용 테이블|한미반도체 주식회사,반도체 패키지 안착용 테이블,한미반도체 주식회사,1020070069237,,1009209340000,등록,2007,2009,2009,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,60
1020120013082|1013472260000|반도체자재 절단장치 및 반도체자재의 절단방법|한미반도체 주식회사,반도체자재 절단장치 및 반도체자재의 절단방법,한미반도체 주식회사,1020120013082,,1013472260000,등록,2012,2014,2013,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,83
1020070011975|1008142840000|쏘잉 앤 플레이스먼트 장비의 비전 시스템|한미반도체 주식회사,쏘잉 앤 플레이스먼트 장비의 비전 시스템,한미반도체 주식회사,1020070011975,,1008142840000,등록,2007,2008,2008,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,112
1020130005017|1013806270000|플립칩 본딩장치 및 그 제어방법|한미반도체 주식회사,플립칩 본딩장치 및 그 제어방법,한미반도체 주식회사,1020130005017,,1013806270000,등록,2013,2014,2014,H10W,,공정,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,114
1020100066911|1014147190000|반도체 패키지 집합체 정렬방법|한미반도체 주식회사,반도체 패키지 집합체 정렬방법,한미반도체 주식회사,1020100066911,,1014147190000,등록,2010,2014,2014,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,135
1020050069224|1011741340000|반도체 금형장치|한미반도체 주식회사,반도체 금형장치,한미반도체 주식회사,1020050069224,,1011741340000,등록,2005,2012,2012,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,149
1020070031716|1008716700000|반도체 패키지 반송장치|한미반도체 주식회사,반도체 패키지 반송장치,한미반도체 주식회사,1020070031716,,1008716700000,등록,2007,2008,2008,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,164
1020080031170|1011840780000|반도체 패키지 절단 방법|한미반도체 주식회사,반도체 패키지 절단 방법,한미반도체 주식회사,1020080031170,,1011840780000,등록,2008,2012,2012,H10P,,반도체,True,True,False,42.5,C:\Agent_6.9\data\반도체\한미반도체\tech\source\kipris_hanmi_patents.csv,165
