application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020220075791,1020230174628,1029677460000,등록,등록,기판 이송장치 및 기판 이송장치의 운용방법,주식회사 유진테크
1020240157952,1020260069048,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020200053711,,1022596070000,등록,등록,탄성부재를 이용한 수배전반용 내진구조체,주식회사 유진테크놀로지|이앤에이치(주)
1020240112675,1020260028347,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020240114744,1020260030255,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020100020432,1020110101437,1011670860000,등록,등록,전동 파워 스티어링 장치용 메인샤프트 제조방법,유진테크주식회사
1020240122767,1020260037195,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020250086861,1020260035705,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020230096254,1020250015179,1029524800000,등록,등록,기판 처리 장치 및 기판 처리 방법,주식회사 유진테크
1020250209229,,1029405690000,등록,등록,전극 탭 처짐 방지 장치를 가지는 이차전지용 전극 노칭금형,주식회사 유진테크놀로지
1020050095654,,1006984050000,소멸,소멸,나선 구조형 가열유닛과 이를 이용한 히팅장치,주식회사 유진테크
1020240114686,1020260029932,,공개,공개,기판 처리 장치,주식회사 유진테크
1020240129519,1020260043756,,공개,공개,"엔드 이펙터, 기판 처리장치 및 기판 처리방법",주식회사 유진테크
1020150139062,,1016134280000,등록,등록,이차전지 전극단자용 표면처리 장치의 스퀴저,주식회사 유진테크놀로지
1020150139054,,1016134260000,등록,등록,이차전지 전극단자용 표면처리 장치,주식회사 유진테크놀로지
1020180038608,,1019689060000,등록,등록,이차전지용 리드탭 모서리 가공장치,주식회사 유진테크놀로지
1020250086862,1020260035706,,공개,공개,배치식 기판 처리 장치,주식회사 유진테크
1020190071561,1020200143901,1022553150000,등록,등록,기판 처리장치 및 기판 처리방법,주식회사 유진테크|에스케이하이닉스 주식회사
1020170124725,1020190036017,1019867440000,등록,등록,플라즈마 처리 장치 및 방법,주식회사 유진테크
1020120071851,1020120090894,1012810850000,등록,등록,3차원 구조의 메모리 소자를 제조하는 장치,주식회사 유진테크
1020150187865,,1017442010000,등록,등록,기판 처리 장치,주식회사 유진테크
