left_source_index,right_source_index,similarity
3,4,0.8618
7,16,0.6834
4,6,0.637
3,6,0.5752
1,4,0.5331
1,3,0.5223
1,6,0.4734
17,20,0.3912
4,20,0.3449
3,20,0.3117
6,20,0.3101
4,7,0.3079
4,16,0.2932
3,7,0.2729
1,20,0.2728
6,7,0.2623
3,16,0.2581
12,17,0.2561
6,16,0.2547
0,12,0.2367
