fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,641108819687.0,66496309132.0,55099304854.0,649395336516.0,223536653541.0,425858682975.0,68856111203.0,101554057612.0,24209344647.0,77344712965.0,-56011805893.0,131,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산,66496309132.0,,valuation_intake_normalized_or_dart
2022,699412110637.0,62881247628.0,45445008142.0,674874341737.0,190956704120.0,483917637617.0,42435960416.0,94908137157.0,53765866968.0,41142270189.0,-106169879624.0,144,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,유형자산의 취득,현금및현금성자산,62881247628.0,,valuation_intake_normalized_or_dart
2023,437586077155.0,-16710120338.0,-14043612067.0,609910066598.0,139749351905.0,470160714693.0,78764171268.0,36015764547.0,358337584.0,35657426963.0,31119588385.0,134,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산,-16710120338.0,,valuation_intake_normalized_or_dart
2024,400482861805.0,-31004226.0,20458863208.0,623485659906.0,125578068973.0,497907590933.0,95466242417.0,53080396079.0,110304414.0,52970091665.0,-16912173513.0,180,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산,-31004226.0,,valuation_intake_normalized_or_dart
2025,367389147993.0,-19626671175.0,-19130997781.0,549454597885.0,76627410257.0,472827187628.0,22630474416.0,5456325212.0,373919174.0,5082406038.0,-13745283388.0,176,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-19626671175.0,,valuation_intake_normalized_or_dart
