year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,418366537537.0,-16401042931.0,-29152270603.0,1104860554018.0,838039683427.0,266820870591.0,,75905436221.0,563088627.0,75342347594.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2022,588039209962.0,-6714005791.0,94546157588.0,1131933359194.0,739611151367.0,392322207827.0,,97638800104.0,784800000.0,96854000104.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2023,480111639417.0,-70002734472.0,-109458165882.0,963118457710.0,679952137538.0,283166320172.0,,79960446991.0,320584700.0,79639862291.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
2024,464331506206.0,3401796348.0,-79400160862.0,710112535938.0,502876077951.0,207236457987.0,,109133376580.0,32150586604.0,76982789976.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv
