record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020210136033|1025942820000|CIS 반도체 패키지의 제조방법|주식회사 에스에프에이반도체,CIS 반도체 패키지의 제조방법,주식회사 에스에프에이반도체,1020210136033,1020230052696,1025942820000,등록,2021,2023,2023,H10F; H10W,,CIS; 차폐; 재배선; RDL; 기판; 반도체,False,True,False,47.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,20
1020160014660|1017481320000|차폐부 형성 방법 및 이에 따라 제조된 시스템 인 패키지|주식회사 에스에프에이반도체,차폐부 형성 방법 및 이에 따라 제조된 시스템 인 패키지,주식회사 에스에프에이반도체,1020160014660,,1017481320000,등록,2016,2017,2017,H01L,,Shielding; 차폐; 공정; 기판; 반도체,False,True,False,38.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,4
1020150079377|1016644110000|웨이퍼 레벨의 팬 아웃 패키지 제조방법|주식회사 에스에프에이반도체,웨이퍼 레벨의 팬 아웃 패키지 제조방법,주식회사 에스에프에이반도체,1020150079377,,1016644110000,등록,2015,2016,2016,H10W,,패키징; 재배선; RDL; 공정; 반도체; 웨이퍼,False,True,False,37.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,13
1020190132695|1022336490000|적층형 반도체 패키지 및 적층형 반도체 패키지의 제조방법|주식회사 에스에프에이반도체,적층형 반도체 패키지 및 적층형 반도체 패키지의 제조방법,주식회사 에스에프에이반도체,1020190132695,,1022336490000,등록,2019,2021,2021,H10W; H10B,,기판; 반도체,False,True,False,31.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,10
1020150118794|1017434670000|팬-아웃형 웨이퍼 레벨 패키지의 제조 방법|주식회사 에스에프에이반도체,팬-아웃형 웨이퍼 레벨 패키지의 제조 방법,주식회사 에스에프에이반도체,1020150118794,1020170023531,1017434670000,등록,2015,2017,2017,H10W; H10P,,재배선; 반도체; 웨이퍼,False,True,False,30.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,3
1020160021653|1018620040000|임베디드 몰드형 코어리스 기판 제조방법|주식회사 에스에프에이반도체,임베디드 몰드형 코어리스 기판 제조방법,주식회사 에스에프에이반도체,1020160021653,1020170099514,1018620040000,등록,2016,2017,2018,H10W; H10P,,기판,False,True,False,28.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,5
1020100055092|1014610920000|무선 전력과 무선 주파수 신호를 이용하는 솔더 볼 부착 장치|주식회사 에스에프에이반도체,무선 전력과 무선 주파수 신호를 이용하는 솔더 볼 부착 장치,주식회사 에스에프에이반도체,1020100055092,1020110135280,1014610920000,소멸,2010,2011,2014,H10W; H10P,,테스트; 공정; 반도체; 웨이퍼,False,True,True,28.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,28
1020160002104|1017482780000|인캡슐레이션 방법|주식회사 에스에프에이반도체,인캡슐레이션 방법,주식회사 에스에프에이반도체,1020160002104,,1017482780000,등록,2016,2017,2017,H10W,,기판,False,True,False,26.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,6
1020140116676|1016131150000|적층형 반도체 패키지 제조방법|주식회사 에스에프에이반도체,적층형 반도체 패키지 제조방법,주식회사 에스에프에이반도체,1020140116676,1020160028116,1016131150000,등록,2014,2016,2016,H10W,,공정; 반도체,False,True,False,25.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,1
1020150135147|1017343820000|히트 스프레더가 부착된 웨이퍼 레벨의 팬 아웃 패키지 및 그 제조 방법|주식회사 에스에프에이반도체,히트 스프레더가 부착된 웨이퍼 레벨의 팬 아웃 패키지 및 그 제조 방법,주식회사 에스에프에이반도체,1020150135147,1020170036236,1017343820000,등록,2015,2017,2017,H10W,,반도체; 웨이퍼,False,True,False,25.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,2
