record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020150140499|1017641440000|재배선층을 이용한 반도체 패키지 제조방법|주식회사 에스에프에이반도체,재배선층을 이용한 반도체 패키지 제조방법,주식회사 에스에프에이반도체,1020150140499,1020170041046,1017641440000,소멸,2015,2017,2017,H10W,,재배선; 기판; 반도체,False,True,True,23.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,21
1020100054837|1013430480000|복수개의 웨이퍼 본딩에 사용되는 정렬 마크를 갖는 반도체 웨이퍼 및 그 가공방법.|주식회사 에스에프에이반도체,복수개의 웨이퍼 본딩에 사용되는 정렬 마크를 갖는 반도체 웨이퍼 및 그 가공방법.,주식회사 에스에프에이반도체,1020100054837,1020110135104,1013430480000,소멸,2010,2011,2013,H10W; H10P,,반도체; 웨이퍼,False,True,True,22.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,16
1020160025667|1018006190000|반도체 패키지 제조방법|주식회사 에스에프에이반도체,반도체 패키지 제조방법,주식회사 에스에프에이반도체,1020160025667,1020170103203,1018006190000,소멸,2016,2017,2017,H10W,,반도체,False,True,True,21.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,27
1020080062855|1010108630000|다이 본딩 장치|주식회사 에스에프에이반도체,다이 본딩 장치,주식회사 에스에프에이반도체,1020080062855,1020100002818,1010108630000,소멸,2008,2010,2011,H10W,,공정; 반도체,False,True,True,20.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,11
1020130116027|1015627060000|반도체 패키지 및 적층형 반도체 패키지|주식회사 에스에프에이반도체,반도체 패키지 및 적층형 반도체 패키지,주식회사 에스에프에이반도체,1020130116027,1020150036950,1015627060000,소멸,2013,2015,2015,H10W,,공정; 반도체,False,True,True,20.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,14
"1020140108951|1016767130000|적층형 반도체 패키지, 적층형 반도체 패키지의 와이어 본딩장치 및 그 제조방법|주식회사 에스에프에이반도체","적층형 반도체 패키지, 적층형 반도체 패키지의 와이어 본딩장치 및 그 제조방법",주식회사 에스에프에이반도체,1020140108951,1020160023969,1016767130000,소멸,2014,2016,2016,H10W,,공정; 반도체,False,True,True,20.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,25
1020080011055|1009334610000|리프 스프링을 포함하는 반도체 칩 접착 장비 및 그작동방법|주식회사 에스에프에이반도체,리프 스프링을 포함하는 반도체 칩 접착 장비 및 그작동방법,주식회사 에스에프에이반도체,1020080011055,1020090085252,1009334610000,소멸,2008,2009,2009,H10W,,반도체; 웨이퍼,False,True,True,20.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,30
1020150135149||웨이퍼 레벨의 적층형 팬 아웃 패키지 및 그 제조 방법|주식회사 에스에프에이반도체,웨이퍼 레벨의 적층형 팬 아웃 패키지 및 그 제조 방법,주식회사 에스에프에이반도체,1020150135149,1020170036238,,거절,2015,2017,,H10W; H10B; H10P,,재배선; RDL; 반도체; 웨이퍼,False,False,True,19.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,12
1020000069483|1003591840000|본드 콜렛 클리닝 시스템 및 그 사용방법|주식회사 에스에프에이반도체,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,1020000069483,1020020039571,1003591840000,소멸,2000,2002,2002,H10W; H10P; B08B,,,False,True,True,17.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,24
1020150079060|1016757370000|지지대를 이용한 박형 칩 적층방법|주식회사 에스에프에이반도체,지지대를 이용한 박형 칩 적층방법,주식회사 에스에프에이반도체,1020150079060,,1016757370000,소멸,2015,2016,2016,H10W,,기판,False,True,True,17.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,26
1020190132696||더블 사이드 반도체 패키지 및 더블 사이드 반도체 패키지의 제조방법|주식회사 에스에프에이반도체,더블 사이드 반도체 패키지 및 더블 사이드 반도체 패키지의 제조방법,주식회사 에스에프에이반도체,1020190132696,1020210048712,,거절,2019,2021,,H10B; H10W,,기판; 반도체,False,False,True,16.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,8
1020150067910||반도체 패키지 및 그 제조 방법|주식회사 에스에프에이반도체,반도체 패키지 및 그 제조 방법,주식회사 에스에프에이반도체,1020150067910,1020160134215,,거절,2015,2016,,H10B; H10W,,기판; 반도체; 소자,False,False,True,15.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,23
1020140072011|1015815610000|와이어 본딩용 에어 블로우 장치|주식회사 에스에프에이반도체,와이어 본딩용 에어 블로우 장치,주식회사 에스에프에이반도체,1020140072011,1020150143053,1015815610000,소멸,2014,2015,2015,H10W,,,False,True,True,14.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,9
102020110010271||반도체 패키지 조립공정의 웨이퍼 링 카세트|주식회사 에스에프에이반도체,반도체 패키지 조립공정의 웨이퍼 링 카세트,주식회사 에스에프에이반도체,102020110010271,2020130003158,,거절,2011,2013,,H10P,,공정; 반도체; 웨이퍼,False,False,True,13.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,7
1020080047095||반도체 패키지 제조공정의 인쇄회로기판용 맵 데이터활용방법|주식회사 에스에프에이반도체,반도체 패키지 제조공정의 인쇄회로기판용 맵 데이터활용방법,주식회사 에스에프에이반도체,1020080047095,1020090121013,,거절,2008,2009,,H10W,,공정; 기판; 반도체,False,False,True,13.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,15
1020080011056||스프링 방식의 플란자 핀을 갖는 반도체 칩 접착 장비|주식회사 에스에프에이반도체,스프링 방식의 플란자 핀을 갖는 반도체 칩 접착 장비,주식회사 에스에프에이반도체,1020080011056,1020090085253,,거절,2008,2009,,H10W,,공정; 반도체; 웨이퍼,False,False,True,13.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,22
1020080011065||역피라미드 방식의 반도체 칩 접착 장비 및 그 작동방법|주식회사 에스에프에이반도체,역피라미드 방식의 반도체 칩 접착 장비 및 그 작동방법,주식회사 에스에프에이반도체,1020080011065,1020090085262,,거절,2008,2009,,H10W,,반도체; 웨이퍼,False,False,True,10.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,17
1020000069998||반도체 패키지 제조용 다이 접착 장비|주식회사 에스에프에이반도체,반도체 패키지 제조용 다이 접착 장비,주식회사 에스에프에이반도체,1020000069998,1020020040082,,취하,2000,2002,,H10W,,반도체; 웨이퍼,False,False,True,10.5,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,29
"1020000053752||세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀|주식회사 에스에프에이반도체","세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀",주식회사 에스에프에이반도체,1020000053752,1020020020533,,거절,2000,2002,,H10W; H10P,,기판,False,False,True,9.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,18
1020080001854||USB 저장 장치 및 그 제조 방법|주식회사 에스에프에이반도체,USB 저장 장치 및 그 제조 방법,주식회사 에스에프에이반도체,1020080001854,1020090076097,,거절,2008,2009,,G06K; H01R,,기판,False,False,True,9.0,C:\Agent_6.9\data\반도체\SFA반도체\tech\source\sfa_semicon_kipris_plus_bibliographic_raw.csv,19
