application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder,claim_no,claim_text,claim_char_len,is_dependent_estimated,is_independent_estimated,dependency_source
1020000053752,1020020020533,,거절,거절,"세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀",주식회사 에스에프에이반도체,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">솔더 볼을 기판 상의 도전 단자에 부착하기 위해 솔더 볼이 부착될 위치에 플럭스를 묻히는 플럭스 도팅 핀에 있어서,</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">그 재질이 세라믹을 포함하는 것을 특징으로 하는 플럭스 도팅 핀.</p>",177,False,True,explicit_or_regex_estimated
1020000053752,1020020020533,,거절,거절,"세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀",주식회사 에스에프에이반도체,2,"2. <P INDENT=""14"" ALIGN=""JUSTIFIED"">솔더 볼을 기판 상의 도전 단자에 부착하기 위해 솔더 볼이 부착될 위치에 플럭스를 묻히는 플럭스 도팅 핀에 있어서,</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">그 재질이 엔지니어링 플라스틱인 것을 특징으로 하는 플럭스 도팅 핀.</p>",179,False,True,explicit_or_regex_estimated
1020000053752,1020020020533,,거절,거절,"세라믹, 엔지니어링 플라스틱 또는 에폭시 몰딩컴파운드로 된 플럭스 도팅 핀",주식회사 에스에프에이반도체,3,"3. <P INDENT=""14"" ALIGN=""JUSTIFIED"">솔더 볼을 기판 상의 도전 단자에 부착하기 위해 솔더 볼이 부착될 위치에 <DP N=""8"" TYPE=""SOFT"">플럭스를 묻히는 플럭스 도팅 핀에 있어서,</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">그 재질이 에폭시 몰딩 컴파운드인 것을 특징으로 하는 플럭스 도팅 핀.</p>",202,False,True,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">작업대 위에 설치되고, 본드 콜렛을 움직이는 이송부;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 본드 콜렛 내부에 연결되고 공기가 송풍되는 배관 및 상기 공기를 상기 <DP TYPE=""SOFT"" N=""13"">본드 콜렛 외부로 송풍시키는 송풍기을 포함하는 공기 블로우어;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 이송부의 아래 공간에 설치되고 칩 찌꺼기를 제거하는 찌꺼기 제거기 및 상기 찌꺼기 제거기를 고정하고 상기 작업대위에 설치되는 찌꺼기 제거기 받침대를 포함하는 찌꺼기 제거부;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 이송부 및 상기 공기 블로우어를 제어하는 제어기를 구비하는 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 시스템.</P>",450,False,True,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,2,"2. <P INDENT=""14"" ALIGN=""JUSTIFIED"">제1 항에 있어서, </P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 찌꺼기 제거기는 브러쉬인 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 시스템.</P>",141,True,False,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,3,"3. <P INDENT=""14"" ALIGN=""JUSTIFIED"">제1 항에 있어서, </P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 브러쉬의 재질은 듀폰 또는 나이론인 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 시스템.</P>",147,True,False,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,4,"4. <P INDENT=""14"" ALIGN=""JUSTIFIED"">이송부, 공기 블로우어, 찌꺼기 제거부 및 제어기를 구비하는 다이 어태치 장비의 본드 콜렛 클리닝 시스템을 이용한 본드 콜렛 클리닝 방법에 있어서,</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">(a) 상기 이송부를 작동하여 상기 찌꺼지 제거부의 찌꺼기 제거기 상부 표면으로 본드 콜렛을 이동시키는 단계;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">(b) 상기 공기 블로우어를 작동시키고 상기 본드 헤드부의 본드 콜렛을 상기 <DP TYPE=""SOFT"" N=""14"">찌꺼기 제거기에 문지르는 단계;</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">(c) 상기 공기 블로우어의 작동을 중단시키고 상기 본드 헤드부를 다이 어태치 작업공간으로 이동시키는 단계 및</P><P INDENT=""14"" ALIGN=""JUSTIFIED"">(d) 상기 제어기에서 작업 사이클 횟수을 리셋시키는 단계를 포함하는 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 방법.</P>",549,False,True,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,5,"5. <P INDENT=""14"" ALIGN=""JUSTIFIED"">제4 항에 있어서, </P><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 (b)단계의 상기 본드 헤드부의 본드 콜렛은 상기 찌꺼기 제거기를 수평으로 문지른 후 수직으로 움직이는 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 방법.</P>",184,True,False,explicit_or_regex_estimated
1020000069483,1020020039571,1003591840000,소멸,소멸,본드 콜렛 클리닝 시스템 및 그 사용방법,주식회사 에스에프에이반도체,6,"6. <P INDENT=""14"" ALIGN=""LEFT"">제5 항에 있어서, </P><P INDENT=""14"" ALIGN=""LEFT"">상기 본드 헤드부의 본드 콜렛을 수평 또는 수직으로 문지르는 횟수는 8회 내지 12회인 것을 특징으로 하는 다이 어태치 장비의 본드 콜렛 클리닝 방법.</P>",162,True,False,explicit_or_regex_estimated
1020000069998,1020020040082,,취하,취하,반도체 패키지 제조용 다이 접착 장비,주식회사 에스에프에이반도체,1,"1. <P INDENT=""14"" ALIGN=""JUSTIFIED"">장비에 내장된 마이크로 프로세서의 프로그램을 따라 구동되는 트랜지스터 칩 접착용 본드헤드(bond head);</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 본드헤드 하부에 연결되어 칩을 흡착하는 픽업 콜렛(pick-up collet); 및</p><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 픽업 콜렛 하부에 위치하며 소잉(sawing)된 웨이퍼가 테이프에 붙여진 채 놓여 하나씩 상기 픽업 콜렛에 의해 이젝트(eject)되는 다이 이젝트부(die eject stage)를 구비하는 다이접착 장비에 있어서,</p><DP N=""7"" TYPE=""SOFT""><P INDENT=""14"" ALIGN=""JUSTIFIED"">상기 본드헤드는, </p><P INDENT=""14"" ALIGN=""JUSTIFIED"">칩을 리드프레임의 칩 패드에 부착할 때 일정한 각도로 회전할 수 있는 것을 특징으로 하는 반도체 패키지 제조용 다이접착 장비.</p>",523,False,True,explicit_or_regex_estimated
