source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020230033266,92696276,,CN,CN,CN,,202410051590,20240112,118658766,20240917,,,202410051590,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020230033266,92696276,,KR,KR,WO,,2024002244,20240221,2024191069,20240919,,,2024002244,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230033266,92696276,,TW,TW,TW,,113109350,20240314,202507886,20250216,,,113109350,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020220140564,90831356,,KR,KR,WO,,2023016489,20231023,2024090934,20240502,,,2023016489,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230099910,94395523,,KR,KR,WO,,2024011058,20240729,2025028975,20250206,,,2024011058,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230099910,94395523,,TW,TW,TW,,113128411,20240731,202510162,20250301,,,113128411,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020230100139,94395612,,KR,KR,WO,,2024011060,20240729,2025028976,20250206,,,2024011060,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230100139,94395612,,TW,TW,TW,,113128416,20240731,202524543,20250616,,,113128416,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020220113708,90061054,,CN,CN,CN,,202311153295,20230907,117672890,20240308,,,202311153295,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020220113708,90061054,,US,US,US,,202318462386,20230906,2024078663,20240307,,,202318462386,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020220113708,90061054,,TW,TW,TW,,112133707,20230905,202412062,20240316,,,112133707,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020220152622,91047302,,CN,CN,CN,,202311525652,20231115,118053728,20240517,,,202311525652,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020220133515,90738092,,KR,KR,WO,,2023015931,20231016,2024085563,20240425,,,2023015931,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230086877,94171915,,KR,KR,WO,,2024008899,20240626,2025009804,20250109,,,2024008899,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230086877,94171915,,TW,TW,TW,,113124813,20240703,202505573,20250201,,,113124813,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020230009677,91970657,,CN,CN,CN,,202380012751,20230224,118715604,20240927,,,202380012751,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020230009677,91970657,,EP,EP,EP,,23901744,20230224,4657510,20251203,,,23901744,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020230009677,91970657,,US,US,US,,202318685190,20230224,2024429083,20241226,,,202318685190,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020230009677,91970657,,KR,KR,WO,,2023002675,20230224,2024158081,20240802,,,2023002675,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230009677,91970657,,TW,TW,TW,,113102835,20240125,202431513,20240801,,,113102835,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020230050730,90789589,,CN,CN,CN,,202311397769,20231026,118824828,20241022,,,202311397769,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020230050730,90789589,,EP,EP,EP,,24170758,20240417,4451311,20241023,,,24170758,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020230050730,90789589,,KR,KR,WO,,2024002695,20240229,2024219650,20241024,,,2024002695,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020230050730,90789589,,TW,TW,TW,,113112575,20240402,202443628,20241101,,,113112575,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020150136296,58408680,,JP,JP,JP,,2016155870,20160808,2017062031,20170330,,,2016155870,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020150136296,58408680,,JP,JP,JP,,2016155870,20160808,6326458,20180516,,,2016155870,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020150136296,58408680,,US,US,US,,201615230640,20160808,2017089472,20170330,,,201615230640,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020150136296,58408680,,US,US,US,,201615230640,20160808,9995402,20180612,,,201615230640,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020150136296,58408680,,SG,SG,SG,,10201606543Q,20160808,10201606543Q,20170427,,,10201606543Q,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020210042683,78610339,,CN,CN,CN,,202180096877,20211216,117121153,20231124,,,202180096877,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
