left_source_index,right_source_index,similarity
27,357,1.0
204,265,1.0
236,296,1.0
252,334,1.0
254,281,1.0
67,70,0.9866
211,331,0.9808
119,204,0.9773
119,265,0.9773
27,313,0.977
313,357,0.977
119,313,0.9768
27,204,0.9758
27,265,0.9758
204,357,0.9758
265,357,0.9758
191,271,0.9714
134,360,0.969
395,396,0.9606
2,5,0.9594
