date,open,high,low,close,volume,market_cap,return,market_return,abnormal_return,mdd,ma20,ma60,ma20_ratio,ma60_ratio,vix,vkospi,eps,psr,car_3,car_5,inst_net_buy,foreign_net_buy,foreign_holding_shares,foreign_holding_pct
2021-04-01,20000.0,20700.0,19900.0,20700.0,341473,423865288800.0,0.04282115869017633,0.008486251847749982,0.03433490684242635,-0.06966292134831441,18822.5,19115.833333333332,1.0997476424491965,1.0828719647761456,17.329999923706055,13.54,,,0.06570726774743552,0.013420921366743,38050.0,28628.0,50947.0,0.28
2021-04-02,20900.0,21150.0,20550.0,20800.0,349496,425912947200.0,0.004830917874396157,0.008227034814988876,-0.0033961169405927194,-0.06516853932584243,18947.5,19150.833333333332,1.097770154373928,1.086114616422262,17.329999923706055,13.54,,,0.023758541279192302,0.045950607993770376,9424.0,-26371.0,24700.0,0.13
2021-04-05,20800.0,20900.0,20300.0,20800.0,178951,425912947200.0,0.0,0.0025796804070015167,-0.0025796804070015167,-0.06516853932584243,19100.0,19191.666666666668,1.0890052356020943,1.0838037342596611,17.90999984741211,13.54,,,0.028359109494832113,0.05973147039984128,2265.0,-2006.0,23339.0,0.13
2021-04-06,20900.0,20950.0,20100.0,20200.0,166203,413626996800.0,-0.028846153846153855,0.0020026723158714788,-0.030848826162025333,-0.09213483146067392,19235.0,19220.0,1.0501689628281778,1.0509885535900103,18.1200008392334,13.54,,,-0.03682462350961957,-0.009669965289834548,18108.0,-6798.0,16790.0,0.09
2021-04-07,20500.0,20700.0,20300.0,20600.0,126519,421817630400.0,0.01980198019801982,0.003303348083931734,0.016498632114088085,-0.0741573033707862,19372.5,19260.0,1.0633630145825268,1.0695742471443406,17.15999984741211,13.54,,,-0.016929874454938765,0.014008915446894865,1239.0,-2697.0,14033.0,0.08
2021-04-08,20450.0,20500.0,20100.0,20400.0,115760,417722313600.0,-0.009708737864077666,0.0018646264976949212,-0.011573364361772587,-0.08314606741572997,19482.5,19305.0,1.0470935454895418,1.0567210567210568,16.950000762939453,13.54,,,-0.025923558409709835,-0.03189935575730407,19698.0,520.0,14480.0,0.08
2021-04-09,20350.0,20500.0,19700.0,20100.0,217602,411579338400.0,-0.014705882352941124,-0.003620485393435069,-0.011085396959506055,-0.09662921348314571,19552.5,19340.833333333332,1.0280015343306483,1.0392520143047956,16.690000534057617,13.54,,,-0.006160129207190557,-0.03958863577621741,30605.0,-511.0,13969.0,0.08
2021-04-12,20150.0,20700.0,19850.0,20550.0,152188,420793801200.0,0.02238805970149249,0.0011846575274123694,0.02120340217408012,-0.0764044943820221,19655.0,19357.5,1.0455354871533962,1.0616040294459512,16.90999984741211,13.54,,,-0.0014553591471985206,-0.01580555319513577,7664.0,10334.0,24148.0,0.13
2021-04-13,20650.0,20850.0,20400.0,20800.0,189830,425912947200.0,0.012165450121654597,0.010680602150042073,0.001484847971612524,-0.06516853932584225,19767.5,19333.333333333332,1.052232199317061,1.0758620689655174,16.649999618530273,13.54,,,0.01160285318618659,0.01652812093850209,30518.0,-5104.0,18987.0,0.1
2021-04-14,20950.0,21200.0,20550.0,20650.0,227621,422841459600.0,-0.007211538461538436,0.0041967398612940965,-0.011408278322832532,-0.07191011235955012,19887.5,19310.0,1.038340666247643,1.0693940963231485,16.989999771118164,13.54,,,0.011279971822860113,-0.011378789498418529,-8416.0,1819.0,21728.0,0.12
