application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020180163532,1020200075209,1022436100000,등록,등록,"음극 활물질, 그의 제조 방법 및 그를 포함하는 리튬이차전지",주식회사 티씨케이
1020150164251,1020160072018,1017521750000,등록,등록,반도체 공정 부품 재생방법,주식회사 티씨케이
1020200081411,,1022623400000,등록,등록,탄화붕소 소재,주식회사 티씨케이
1020190044449,1020200121642,1022623300000,등록,등록,반도체 제조용 부품의 재생 방법 및 재생된 반도체 제조용 부품,주식회사 티씨케이
1020110135667,1020130068137,1012815510000,등록,등록,건식식각장치의 포커스링 제조방법,주식회사 티씨케이
1020180103710,1020200025804,1021137190000,등록,등록,활성탄 및 이의 제조방법,주식회사 티씨케이
1020200165741,1020220077281,1025360730000,등록,등록,탄소-실리콘 복합체 및 이의 제조방법,주식회사 티씨케이
1020090084846,1020110026969,1011399100000,등록,등록,실리콘 카바이드 복합체 및 그 제조방법,주식회사 티씨케이
1020210071308,1020210068362,1025212770000,등록,등록,반도체 제조용 부품의 재생 방법 및 재생된 반도체 제조용 부품,주식회사 티씨케이
1020150051673,,1016317970000,등록,등록,건식식각장치의 SiC 구조물 및 그 제조방법,주식회사 티씨케이
1020110145513,,1011583430000,등록,등록,실리콘 카바이드 구조물 및 그 제조방법,주식회사 티씨케이
1020190074213,,1021178880000,등록,등록,CVD 방식으로 형성된 SIC 구조체,주식회사 티씨케이
102020110008837,2020130002243,,거절,거절,판재의 홀 가공용 지그,주식회사 티씨케이
1020240027818,1020250131403,,공개,공개,SiC 단결정 제조장치,주식회사 티씨케이
1020240027809,1020250131864,,공개,공개,흑연 및 실리콘을 포함하는 음극활물질 및 이의 제조방법,주식회사 티씨케이
1020220189403,1020240106512,,취하,취하,탄화탄탈 복합재,주식회사 티씨케이
1020170104300,1020180020912,1019142890000,등록,등록,투과도가 다른 복수 개의 층을 갖는 SiC 반도체 제조용 부품 및 그 제조방법,주식회사 티씨케이
1020220171241,1020240086842,,취하,취하,리크센서를 이용한 갈덴 냉매 누액 모니터링 시스템,(주)티씨케이|추인철
1020140065106,1020150138493,,거절,거절,포켓 보호기재를 갖는 서셉터,주식회사 티씨케이
1020120068345,1020140006142,,거절,거절,단결정 잉곳의 마운팅 장치,주식회사 티씨케이
1020110135671,1020130068138,1013084060000,등록,등록,홀가공장치의 핀 각도 조절용 지그,주식회사 티씨케이
1020210122697,1020210118014,1025958040000,등록,등록,투과도가 다른 복수 개의 층을 갖는 SiC 반도체 제조용 부품 및 그 제조방법,주식회사 티씨케이
1020190160741,1020190140885,1021817280000,등록,등록,층간 경계를 덮는 증착층을 포함하는 반도체 제조용 부품 및 그 제조방법,주식회사 티씨케이
1020170175077,1020190073863,1020694230000,등록,등록,접합 세라믹 및 이의 제조방법,주식회사 티씨케이
1020190074396,,1021505100000,등록,등록,CVD 방식으로 형성된 SIC 구조체,주식회사 티씨케이
1020160174736,1020180071747,1019412320000,등록,등록,"반도체 제조용 부품, 복합체 코팅층을 포함하는 반도체 제조용 부품 및 그 제조방법",주식회사 티씨케이
1020100056108,1020110136240,,거절,거절,웨이퍼 지지장치 및 그 제조방법,주식회사 티씨케이
1020150051670,,1016317960000,소멸,소멸,건식식각장치의 포커스링 제조장치,주식회사 티씨케이
1020210059849,,1022927830000,등록,등록,슬러리 막힘 방지 구조를 갖는 CMP용 멀티노즐,(주)티씨케이
1020190130432,1020190124177,1022082520000,등록,등록,투과도가 다른 복수 개의 층을 갖는 SiC 반도체 제조용 부품 및 그 제조방법,주식회사 티씨케이
