ticker6,company_name,peer_group,semiconductor_tag,krx_market,market_data_available,data_quality_status,manual_review_priority,valuation_proxy_score,valuation_proxy_label,credit_risk_score,credit_proxy_label,valuation_true_label,valuation_pred_label,valuation_proba_ATTRACTIVE,valuation_proba_EXPENSIVE,valuation_proba_FAIR,valuation_confidence,credit_true_label,credit_pred_label,credit_proba_HIGH_RISK,credit_proba_LOW_RISK,credit_proba_MEDIUM_RISK,credit_confidence,credit_anomaly_score,credit_anomaly_flag_top15pct,valuation_confidence_bucket,credit_confidence_bucket,auditor_requires_human_review
490470,세미파이브,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.3646464646464646,EXPENSIVE,0.5,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.00528627043245454,0.9277538303818181,0.0669598991857279,0.9277538303818181,HIGH_RISK,HIGH_RISK,0.8726925242668786,0.017848790123854756,0.1094586856092668,0.8726925242668786,0.10138163372341347,False,HIGH,HIGH,True
234030,싸이닉솔루션,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.4670707070707071,FAIR,0.3571428571428571,MEDIUM_RISK,FAIR,FAIR,0.030787501644795247,0.17300907659014544,0.7962034217650586,0.7962034217650586,MEDIUM_RISK,MEDIUM_RISK,0.15534631608575694,0.10652855891281207,0.7381251250014311,0.7381251250014311,0.06902922032160619,False,HIGH,HIGH,True
177900,쓰리에이로직스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.4266666666666666,FAIR,0.5714285714285714,HIGH_RISK,FAIR,EXPENSIVE,0.002277891424075531,0.5793703556022938,0.4183517529736315,0.5793703556022938,HIGH_RISK,HIGH_RISK,0.947298040301951,0.0022638321986641063,0.05043812749938465,0.947298040301951,0.09970421258194967,False,MEDIUM,HIGH,True
123860,아나패스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.5761616161616162,FAIR,0.0,LOW_RISK,FAIR,ATTRACTIVE,0.510332377942325,0.13930878164474794,0.3503588404129272,0.510332377942325,LOW_RISK,LOW_RISK,0.00742911449013231,0.9162612285765747,0.07630965693329274,0.9162612285765747,0.10416084144507474,False,MEDIUM,HIGH,False
456010,아이씨티케이,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.2421212121212121,EXPENSIVE,0.5714285714285714,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.004555782848151062,0.9318776222941163,0.06356659485773325,0.9318776222941163,HIGH_RISK,HIGH_RISK,0.9704486787687135,0.0050526315789473685,0.024498689652339048,0.9704486787687135,0.44110450319077704,True,HIGH,HIGH,True
052860,아이앤씨,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.7325252525252526,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.9267130449922303,0.005684020049897722,0.06760293495787176,0.9267130449922303,LOW_RISK,LOW_RISK,0.00978982651682902,0.8920304728976969,0.09817970058547414,0.8920304728976969,0.022475117759514655,False,HIGH,HIGH,False
464500,아이언디바이스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.4278787878787879,FAIR,0.5714285714285714,HIGH_RISK,FAIR,EXPENSIVE,0.0015923440765592345,0.767854918982104,0.23055273694133846,0.767854918982104,HIGH_RISK,HIGH_RISK,0.9669454138137473,0.0015526315789473684,0.031501954607305295,0.9669454138137473,0.37904191381671964,True,HIGH,HIGH,True
149010,아이케이세미콘,팹리스/설계,팹리스/설계,KONEX,True,NO_DART_FINANCIAL_DATA,HIGH,0.497979797979798,FAIR,0.6428571428571429,HIGH_RISK,FAIR,FAIR,0.0,0.03734399597037833,0.9626560040296214,0.9626560040296214,HIGH_RISK,HIGH_RISK,0.7070645883552188,0.017759588371330615,0.27517582327345036,0.7070645883552188,0.07589516599498297,False,HIGH,HIGH,True
096610,알에프세미,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.603030303030303,ATTRACTIVE,0.0714285714285714,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.8083150256499313,0.02512886674537795,0.16655610760469083,0.8083150256499313,LOW_RISK,LOW_RISK,0.020621251077219828,0.8655657172147194,0.11381303170806076,0.8655657172147194,0.30686355706948754,True,HIGH,HIGH,True
117670,알파칩스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.4826262626262627,FAIR,0.2857142857142857,MEDIUM_RISK,FAIR,FAIR,0.03454776199515518,0.22556868291754856,0.7398835550872951,0.7398835550872951,MEDIUM_RISK,MEDIUM_RISK,0.10934155607728165,0.05851840714656661,0.8321400367761521,0.8321400367761521,0.06605777558134833,False,HIGH,HIGH,False
092600,앤씨앤,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.7450505050505051,FAIR,0.5,HIGH_RISK,FAIR,FAIR,0.015745406368248113,0.13922936125399876,0.8450252323777523,0.8450252323777523,HIGH_RISK,HIGH_RISK,0.6852720703017778,0.0756651891370306,0.23906274056119153,0.6852720703017778,0.05126917274476802,False,HIGH,MEDIUM,False
102120,어보브반도체,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.6933333333333332,FAIR,0.0714285714285714,LOW_RISK,FAIR,FAIR,0.0546950694811085,0.04246424334005332,0.9028406871788379,0.9028406871788379,LOW_RISK,LOW_RISK,0.054454004872302085,0.7134163381020407,0.2321296570256569,0.7134163381020407,0.020764615542161708,False,HIGH,HIGH,False
031330,에스에이엠티,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.7838383838383839,FAIR,0.5,HIGH_RISK,FAIR,FAIR,0.059246084700195246,0.08316101677753744,0.8575928985222669,0.8575928985222669,HIGH_RISK,HIGH_RISK,0.5021487096911619,0.11467574099097975,0.383175549317858,0.5021487096911619,0.11372149345925425,False,HIGH,MEDIUM,False
445090,에이직랜드,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.3294949494949495,EXPENSIVE,0.7857142857142857,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0,0.9058303131641584,0.0941696868358424,0.9058303131641584,HIGH_RISK,HIGH_RISK,0.9947590219356869,0.0,0.005240978064313232,0.9947590219356869,0.22322767104490657,False,HIGH,HIGH,True
394280,오픈엣지테크놀로지,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.2383838383838384,EXPENSIVE,0.5714285714285714,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0,0.9776205348568181,0.022379465143181915,0.9776205348568181,HIGH_RISK,HIGH_RISK,0.979409987987143,0.0,0.02059001201285714,0.979409987987143,0.49673253879125484,True,HIGH,HIGH,True
142210,유니트론텍,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.7478787878787879,FAIR,0.3571428571428571,MEDIUM_RISK,FAIR,FAIR,0.07386794158104276,0.06681562821551532,0.8593164302034415,0.8593164302034415,MEDIUM_RISK,MEDIUM_RISK,0.23203083161590507,0.09919451321759373,0.6687746551665015,0.6687746551665015,0.05354194050015521,False,HIGH,MEDIUM,False
080220,제주반도체,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.5917171717171718,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.6955424557105586,0.06534278209728708,0.23911476219215452,0.6955424557105586,LOW_RISK,LOW_RISK,0.01126110901740534,0.9206625395821784,0.0680763514004163,0.9206625395821784,0.022944474321634056,False,MEDIUM,HIGH,False
094360,칩스앤미디어,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.5424242424242424,FAIR,0.0,LOW_RISK,FAIR,FAIR,0.37435202423054187,0.1782405308835237,0.44740744488593415,0.44740744488593415,LOW_RISK,LOW_RISK,0.005640309143557341,0.9394752479511282,0.05488444290531425,0.9394752479511282,0.1165162896524789,False,LOW,HIGH,True
045970,코아시아,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.5612121212121212,FAIR,0.5,HIGH_RISK,FAIR,FAIR,0.0015923440765592345,0.18714113167867924,0.811266524244761,0.811266524244761,HIGH_RISK,HIGH_RISK,0.7677840717507917,0.03779374376269025,0.19442218448651818,0.7677840717507917,0.06747219473464933,False,HIGH,HIGH,False
432720,퀄리타스반도체,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.2119191919191919,EXPENSIVE,0.5714285714285714,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0,0.9844433173148716,0.01555668268512853,0.9844433173148716,HIGH_RISK,HIGH_RISK,0.9775928777225235,0.0024733476914793376,0.019933774585997467,0.9775928777225235,0.7960673007059423,True,HIGH,HIGH,True
054450,텔레칩스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.4943434343434343,FAIR,0.7142857142857143,HIGH_RISK,FAIR,EXPENSIVE,0.004421790720473488,0.5716537225721987,0.4239244867073282,0.5716537225721987,HIGH_RISK,HIGH_RISK,0.9759550340612091,0.001015571785735378,0.023029394153055605,0.9759550340612091,0.07328745198510121,False,MEDIUM,HIGH,False
131290,티에스이,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.5880808080808082,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.7390287615028212,0.04756351027785807,0.21340772821932077,0.7390287615028212,LOW_RISK,LOW_RISK,0.009143489290278282,0.9709748314872512,0.019881679222470527,0.9709748314872512,0.018067787318761474,False,HIGH,HIGH,False
440110,파두,팹리스/설계,팹리스/설계,KOSDAQ,True,OK_LIMITED_HISTORY_OR_GROWTH_NA,LOW,0.2817171717171717,EXPENSIVE,0.7142857142857143,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0013146853146853146,0.9722302520284296,0.026455062656885367,0.9722302520284296,HIGH_RISK,HIGH_RISK,0.9166704410023929,0.00681147607950693,0.07651808291810021,0.9166704410023929,0.4892266150598854,True,HIGH,HIGH,True
087600,픽셀플러스,팹리스/설계,팹리스/설계,KOSDAQ,True,OK,LOW,0.543030303030303,FAIR,0.2857142857142857,MEDIUM_RISK,FAIR,FAIR,0.02724067688081546,0.137386064736437,0.8353732583827468,0.8353732583827468,MEDIUM_RISK,MEDIUM_RISK,0.07367595292779752,0.09861212165658738,0.8277119254156154,0.8277119254156154,0.08861749399056779,False,HIGH,HIGH,False
083450,GST,장비,장비,KOSDAQ,True,OK,LOW,0.6474666666666666,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.900491542853433,0.010748858379248176,0.08875959876731863,0.900491542853433,LOW_RISK,LOW_RISK,0.001280813214739517,0.9914514013000448,0.007267785485215693,0.9914514013000448,0.030956097033645616,False,HIGH,HIGH,False
403870,HPSP,장비,장비,KOSDAQ GLOBAL,True,OK,LOW,0.4751999999999999,FAIR,0.0,LOW_RISK,FAIR,FAIR,0.19493073085233958,0.09424086694984038,0.7108284021978194,0.7108284021978194,LOW_RISK,LOW_RISK,0.0033623954378961744,0.9192147630692069,0.07742284149289672,0.9192147630692069,0.3306557234104388,True,HIGH,HIGH,True
025000,KPX케미칼,장비,장비,KOSPI,True,OK,LOW,0.6876,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.9091955435785402,0.0153398090064829,0.07546464741497697,0.9091955435785402,LOW_RISK,LOW_RISK,0.017665770735928805,0.9222174142026104,0.06011681506146095,0.9222174142026104,0.13901835477996793,False,HIGH,HIGH,False
049080,기가레인,장비,장비,KOSDAQ,True,OK,LOW,0.2353333333333333,EXPENSIVE,0.5,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0,0.9628494209555842,0.03715057904441626,0.9628494209555842,HIGH_RISK,HIGH_RISK,0.9675100472985046,0.0,0.0324899527014953,0.9675100472985046,0.24264303605410006,True,HIGH,HIGH,True
121600,나노신소재,장비,장비,KOSDAQ,True,OK,LOW,0.3822666666666666,EXPENSIVE,0.0,LOW_RISK,EXPENSIVE,EXPENSIVE,0.06907967396945848,0.7555342246021253,0.17538610142841765,0.7555342246021253,LOW_RISK,LOW_RISK,0.03944139003880585,0.6225133085657061,0.3380453013954882,0.6225133085657061,0.006422827813209868,False,HIGH,MEDIUM,False
348210,넥스틴,장비,장비,KOSDAQ GLOBAL,True,OK,LOW,0.2353333333333333,EXPENSIVE,0.4285714285714285,HIGH_RISK,EXPENSIVE,EXPENSIVE,0.0013663048607833886,0.7906546201121369,0.2079790750270809,0.7906546201121369,HIGH_RISK,HIGH_RISK,0.8216799677089676,0.017936297756323556,0.1603837345347088,0.8216799677089676,0.0826003513380603,False,HIGH,HIGH,False
144960,뉴파워프라즈마,장비,장비,KOSDAQ,True,OK,LOW,0.5749333333333334,FAIR,0.2142857142857142,MEDIUM_RISK,FAIR,FAIR,0.06456860010782678,0.06696704492569597,0.868464354966477,0.868464354966477,MEDIUM_RISK,MEDIUM_RISK,0.1151645012919181,0.1802064487186846,0.7046290499893975,0.7046290499893975,0.04196333332906741,False,HIGH,HIGH,False
224060,더코디,장비,장비,KOSDAQ,True,OK,LOW,0.6908666666666667,FAIR,0.8571428571428571,HIGH_RISK,FAIR,FAIR,0.01668534511016155,0.3219815922659035,0.6613330626239345,0.6613330626239345,HIGH_RISK,HIGH_RISK,0.5690179270143122,0.07162570462579886,0.3593563683598887,0.5690179270143122,0.3728446721783581,True,MEDIUM,MEDIUM,True
110990,디아이티,장비,장비,KOSDAQ,True,OK,LOW,0.6341333333333333,ATTRACTIVE,0.0,LOW_RISK,ATTRACTIVE,ATTRACTIVE,0.8847780199048246,0.010380245667474438,0.10484173442770106,0.8847780199048246,LOW_RISK,LOW_RISK,0.004060292812602337,0.9680387620928,0.027900945094597757,0.9680387620928,0.10339551954594055,False,HIGH,HIGH,False
171010,램테크놀러지,장비,장비,KOSDAQ,True,OK,LOW,0.4097333333333334,EXPENSIVE,0.6428571428571429,HIGH_RISK,EXPENSIVE,FAIR,0.010620076075611006,0.4887881396875561,0.500591784236833,0.500591784236833,HIGH_RISK,HIGH_RISK,0.7085071659992903,0.055888983181960845,0.2356038508187489,0.7085071659992903,0.08748635209855961,False,MEDIUM,HIGH,False
