application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020120083864,1020140016716,1014273970000,등록,등록,PMA 정제방법,덕산실업(주)|엘티씨에이엠 주식회사
1020110070128,1020120007472,,취하,취하,높은 광추출 성능을 갖는 무기 산란막,엘티씨 (주)
1020130011268,1020140098942,,취하,취하,플렉서블 디스플레이용 기판 및 이를 포함하는 플렉서블 디스플레이,엘티씨 (주)
1020130089546,,1014464380000,등록,등록,가변용량 압축기의 용량제어밸브,주식회사 엘티씨
1020170025915,1020180099003,1019016530000,소멸,소멸,화장품 용기,(주)명성엘티씨
1020170025921,,1018853240000,소멸,소멸,화장품 용기,(주)명성엘티씨
1020210046485,1020220140915,,취하,취하,"에폭시 경화제, 상기 에폭시 경화제를 포함하는 폴리아믹산 조성물 및 열경화성 조성물",엘티씨 (주)
1020200154423,1020220067786,,포기,포기,데크 플레이트용 인서트,이병정|(주)유원엘티씨|구철회
1020200017063,1020210102706,,취하,취하,"유기 화합물, 및 이를 포함하는 라디칼 중합개시제 및 경화성 조성물",엘티씨 (주)
1020180092596,1020190096785,,취하,취하,실리콘질화막 식각을 위한 고선택비 식각용 조성물,엘티씨에이엠 주식회사
1020150138105,1020170038556,,취하,취하,고체산화물 연료전지 금속분리판용 코팅 조성물 및 그 제조방법,엘티씨 (주)
1020100063972,1020120003222,1012435790000,소멸,소멸,연속 결정성장을 위한 상부 도킹식 원료 공급장치,엘티씨에이엠 주식회사|조원석
1020100063973,1020120003223,1011988540000,소멸,소멸,연속 결정성장을 위한 측부 도킹식 원료 공급장치,엘티씨에이엠 주식회사|조원석
1020120055449,1020130131704,,거절,거절,포토레지스트의 실리콘 성분으로 인해 기인되는 이물에 대한 제어 방법,엘티씨 (주)
1020100132194,1020120070754,,거절,거절,급수부를 구비하는 베어링,엘티씨에이엠 주식회사
1020100071480,1020120009308,,거절,거절,융·복합 활성미네랄 수용액 과 산야초 추출물을 이용한 가금류의 살모넬라증의 예방 치료용 조성물 및 제법,주식회사 반석엘티씨
1020130126691,1020150047000,,거절,거절,유사 단결정 실리콘 잉곳의 제조방법,엘티씨에이엠 주식회사
1020150001052,1020150083430,,거절,거절,서비스 관리 방법 및 그것의 컴퓨터 시스템,호미 호스텔 엘티씨.
1020100113155,1020120051843,,거절,거절,유체 가이드부를 구비하는 건냉장치,엘티씨에이엠 주식회사
1020000026749,1020010105048,,거절,거절,발광 다이오드를 광원으로 이용한 액정 표시 장치용 백라이트,주식회사 엘티씨
1020130127512,1020150048274,,거절,거절,난계대 질병 관리 시스템,주식회사 반석엘티씨
1020140102527,,1015721770000,등록,등록,반도체 웨이퍼 및 테스트 방법,주식회사 에이엘티
1020220064126,,1024800790000,등록,등록,악취 확산 예측 모니터링 시스템,주식회사 스패셜티
1020190031869,1020200112034,1021902590000,등록,등록,항온항습장치 및 이를 이용한 항온항습장치 제어 방법,주식회사 진성피엘티
1020180043086,1020190119744,,취하,취하,저 산소 열전 분말 및 그 소결체 제조 방법,하나엘티주식회사
1020187003718,1020180030994,1020180080000,등록,등록,유기-몰리브덴 화합물 및 트리아졸 유도체를 포함하는 윤활유 조성물용 첨가제,"반더빌트 케미칼스, 엘엘씨"
1020187003492,1020180026526,1020250290000,등록,등록,황-함유 및 황-프리 유기-몰리브덴 화합물 및 트리아졸을 포함하는 윤활유 조성물용 첨가제,"반더빌트 케미칼스, 엘엘씨"
1020170035206,,1017652650000,등록,등록,내진용 흔들림방지버팀대의 검사장치,성화내진전착볼트 주식회사
1020170061414,,1018779220000,등록,등록,내진용 흔들림방지버팀대의 검사장치,성화내진전착볼트 주식회사
1020170084645,,1018758300000,등록,등록,접이식 컨테이너,주식회사 코엘트
1020150117505,1020170022476,1017405850000,소멸,소멸,전원버튼의 보안기능을 갖는 전자식 금고,주식회사 골든쉘금고
1020220064966,1020230165056,,거절,거절,Metal의 Micro-patterning을 이용한 전기 광학적 전자기 차폐 윈도우,주식회사 볼트크리에이션
1020170074412,1020180135747,1019628280000,소멸,소멸,접이식 컨테이너,주식회사 코엘트
1020137025828,1020140016918,,취하,취하,리독스 흐름 배터리 시스템들에서의 전해질 농도 모니터링,에너볼트 코퍼레이션
1020017007729,1020010112230,1004075910000,소멸,소멸,티아디아졸 첨가제 및 이를 함유하는 윤활 조성물,"알.티.반더빌트 컴퍼니, 인코포레이티드"
1020157020651,1020150103198,,취하,취하,음의 전해질 불균형을 갖는 리독스 흐름 배터리의 동작,에너볼트 코퍼레이션
1020167030988,1020170032219,,취하,취하,폴리우레탄 스코치 억제제,"반더빌트 케미칼스, 엘엘씨"
1020140179209,1020150077304,,거절,거절,볼트,가부시키가이샤 록큰 볼트
1020147035401,1020150018581,,취하,취하,연료 효율성 윤활유,"반더빌트 케미칼스, 엘엘씨"
1020240111744,1020260027449,,공개,공개,호신용 분사기,주식회사 쉴트
1020257034920,1020250166992,,공개,공개,양극재 전구체 및 그 제조방법 및 응용,"후아유 뉴 에너지 테크놀로지 (취저우) 컴퍼니., 리미티드.|저지앙 후아유 코발트 캄파니 리미티드"
1020140146165,1020160049599,1017351620000,등록,등록,천일염을 포함하는 건축 내장용 마감재 조성물 및 이의 제조 방법,주식회사 태평소금
1020230183101,1020250092669,,공개,공개,비타민 스틱 죽염의 제조방법,주식회사 삼보죽염
1020140118533,,1015219560000,등록,등록,엘리베이터용 비상통화장치,(주)세영이엘티
1020220095150,,1025961830000,등록,등록,레이더센서모듈 및 카메라모듈을 이용한 선로내 열차진입 감지시스템 및 감지방법,주식회사 솔트|오승주
1020150014005,,1015542570000,등록,등록,비상경보 및 마을공지사항 안내용 무선마을방송 시스템,주식회사 빌트
1020130146647,1020150062067,1015381240000,등록,등록,피브이씨와셔 자동조립장치,주식회사 창원볼트
1020250155542,,1029568820000,등록,등록,수냉식 하이브리드 조명 기구 냉각 장치 및 그 운용 방법,(주)아이에스엘티
1020250166842,,1029568920000,등록,등록,수냉식 LED 조명기구 결로 방지 장치 및 방법,(주)아이에스엘티
1020220130581,1020240051368,1027473050000,등록,등록,액티브 하우스의 열과 전력 네트워크 에너지 관리 시스템,주식회사 이엘티
1020170056472,,1019152440000,등록,등록,보조충전부로써 슈퍼커패시터와 공진회로가 적용된 하이브리드 BESS 전력변환시스템 및 그 제어방법,주식회사 이엘티
1020190156262,1020210067036,1022988430000,등록,등록,아크 검출 알고리즘에 따른 아크 검출 장치,주식회사 이엘티
1020200185382,1020220094075,1024834550000,등록,등록,노이즈에 강한 아크 검출 알고리즘이 적용된 아크 검출 장치,주식회사 이엘티
1020170033996,,1018939180000,등록,등록,보조충전부로써 슈퍼커패시터와 공진회로가 적용된 하이브리드 BESS 전력변환시스템,주식회사 이엘티
1020190119871,1020210037804,1022982140000,등록,등록,배광각 조정이 가능한 LED 방진 등기구,주식회사 이엘티
1020180063731,,1018896990000,등록,등록,배터리의 수명 및 성능을 보완하기 위한 자립형 냉난방 시스템,주식회사 이엘티|조명진
1020200074966,,1021943270000,등록,등록,분산형 부하에 대응하기 위한 확장형 ESS,주식회사 이엘티
1020170083729,,1019308870000,등록,등록,태양광 모듈용 DC/DC 컨버터,주식회사 이엘티
1020170018502,,1018407480000,등록,등록,보조충전부로써 슈퍼커패시터가 적용된 하이브리드 BESS 전력변환시스템,주식회사 이엘티
1020170024980,,1018939140000,등록,등록,보조충전부로써 슈퍼커패시터가 적용된 하이브리드 BESS 전력변환시스템 및 그 제어방법,주식회사 이엘티
1020200123774,1020220040729,1025594060000,등록,등록,독립형 마이크로그리드 시스템에 적용되는 무정전 절체 구현 PCS 시스템,주식회사 이엘티
1020220165637,,1025836060000,등록,등록,태양광 발전용 가정형 하이브리드 에너지 통합 관리 시스템,주식회사 이엘티
1020200105228,,1022173060000,등록,등록,하이브리드 확장형 ESS 및 그 제어방법,주식회사 이엘티
1020210039133,1020220134707,1025663540000,등록,등록,배터리 화재 예방시스템이 적용된 DC 배전 컨테이너형 하우스,주식회사 이엘티
1020120033803,1020130111720,1013507750000,등록,등록,열전소자에 의해 방열되는 발광다이오드,주식회사 이엘티
1020190156263,1020210067037,1022988440000,등록,등록,LVDC 및 상용 AC 기반의 계통에 연계가능한 분산형 전력 시스템,주식회사 이엘티
1020130013147,,1012856900000,소멸,소멸,임피던스매칭 및 전자파 차폐 일체형 절연필름의 제조방법,주식회사 영 신|신창핫멜트 주식회사
1020220023449,,1024445230000,등록,등록,재난 단계별 마을 방송 시스템 및 그 방송 방법,주식회사 빌트|(주)넥솔위즈빌|울산광역시 울주군
1020200186288,,1022358970000,등록,등록,자동튀김장치 및 그 자동튀김장치의 구동방법,주식회사 알트
1020210142549,,1023894270000,등록,등록,보행 데이터를 이용한 낙상 위험 예방 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020230167676,1020250080195,,거절,거절,무정전전원장치 유지관리 바이패스 스위치 시스템,주식회사 세방전기코리아
1020200156040,1020220068828,1025184370000,등록,등록,Metal의 Micro-patterning을 이용한 패러데이 케이지,주식회사 볼트크리에이션
1020200125899,,1022218600000,등록,등록,에너지 저장 장치의 상태 모니터링 방법,이엘티 주식회사|엄해일
1020160105188,,1016999580000,등록,등록,전력 특성을 동기화한 복합발전 전력공급 시스템,주식회사 이엘티
1020230022912,1020230126200,,취하,취하,발광 웨더스트립 및 웨더스트립 발광테이프 삽입 공구,칭다오 동일 러버 벨트 컴퍼니 리미티드
1020200052233,1020210133525,1023601130000,등록,등록,가지배관의 흔들림 방지 버팀대,성화내진전착볼트 주식회사
1020200089842,1020220010996,1024484480000,등록,등록,소금 마스크 및 그 제조방법,주식회사 모닝캄솔트
1020170021746,,1018609400000,등록,등록,비닐하우스 온도 및 습도 조절시스템,경기도 포천시(포천시 농업기술센터장)|주식회사 동부그린테크
1020130098987,1020150021706,1015235420000,소멸,소멸,원스톱 못자리 농법,경기도 포천시(포천시 농업기술센터장)
1020210141738,,1023780400000,등록,등록,데이터 기반의 수면 장애 치료를 위한 정보 제공 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020130159581,1020150072195,,거절,거절,꽃송이 버섯 재배용 배지 및 그의 제조방법,경기도 포천시(포천시 농업기술센터장)
1020240104396,1020260021232,,공개,공개,오픈-API를 통한 실시간 운행정보 기반의 철도차량 진입 감지시스템,주식회사 솔트
1020110139475,1020130071963,1013398390000,등록,등록,홍로사과 착과개수 결정방법 및 착과량 판정판,한국농수산대학교 산학협력단|경기도 포천시(포천시 농업기술센터장)
1020110139474,1020130071962,1014393900000,등록,등록,후지사과 착과개수 결정방법 및 착과량 판정판,한국농수산대학교 산학협력단|경기도 포천시(포천시 농업기술센터장)
1020240124502,1020260038406,,공개,공개,반도체 테스트 장치 및 이를 이용한 반도체 테스트 방법,주식회사 에이엘티
1020240099438,,1027814210000,등록,등록,매출액 기반 콘텐츠 가치 분석 서버 및 방법,주식회사 페퍼앤솔트
1020080049417,1020090123374,1009501970000,등록,등록,자동차용 내장재 성형방법 및 성형장치,(주)동양피엘티|전성도
1020160092707,1020180010502,1019637460000,등록,등록,고속전송용 플렉시블 플랫 케이블,신창핫멜트 주식회사
1020190171847,,1022345600000,등록,등록,저압직류(LVDC) 배전망을 이용한 분산형 부하와 밀집형 부하 연계 시스템 및 그 운용 방법,주식회사 이엘티|(주)아이비티|인버터기술(주)
1020220155012,,1025760870000,등록,등록,선로 내 안전대피유도시스템,주식회사 솔트|민승현|오세철
1020200112358,,1023735880000,등록,등록,폴리머 에어필터 및 그 제조방법,주식회사 볼트크리에이션
1020140151866,,1015049680000,등록,등록,적외선 감지센서를 활용한 낙상환자 감지시스템,주식회사 솔트
1020200034697,,1021454810000,등록,등록,열차 감지를 통한 선로 안전지원 시스템,주식회사 솔트
1020180137497,,1019880320000,등록,등록,선로내 작업자 안전지원 시스템,주식회사 솔트|정우석|정이택|윤영선
1020120147050,,1012879430000,등록,등록,다수의 자기센서가 내장된 매트를 이용한 낙상 환자감시시스템,주식회사 솔트
1020200033817,,1021454730000,등록,등록,열차감지센서를 이용한 선로 안전지원 시스템,주식회사 솔트|정우석|정이택
1020247010366,1020240051230,,공개,공개,총기와 함께 사용하기 위한 공포 사격용 탄환 트랩 장치,콜트 캐나다 코퍼레이션
1020180169269,1020200079755,1021940010000,등록,등록,부하환경을 고려한 마이크로그리드 시스템 및 그 운영방법,주식회사 이엘티|(주)아이비티|인버터기술(주)|한국전자기술연구원
1020150177418,,1017124310000,등록,등록,슬라이딩 방식의 도어 개폐장치,주식회사 창일이엘티
1020080130789,1020090015881,1010196150000,등록,등록,강제멈춤나사용 소재의 자동공급이송장치,주식회사 대한볼트
1020230170901,1020250083286,,공개,공개,배터리 모듈 탈부착 확장형 하이브리드 ESS,주식회사 이엘티
1020240050553,1020240169507,1027691260000,등록,등록,공동주택 통합관리 시스템,(주)어반엘티
1020210032924,1020220128189,1024864830000,등록,등록,마스크용 목걸이 장치,주식회사 필트|플러스엑스 주식회사
1020240071305,1020250171929,,공개,공개,금속 패턴을 갖는 열선이 구비된 필름 및 그 제조방법,주식회사 볼트크리에이션
1020160047682,1020170119531,1018312980000,등록,등록,플렉시블 플랫 케이블의 제조방법 및 그에 의한 플렉시블 플랫 케이블,신창핫멜트 주식회사
1020130110260,,1013752370000,등록,등록,전자파 차폐용 얇은 금속화 필름의 제조방법 및 그에 의한 금속화 필름,신창핫멜트 주식회사|주식회사 엠에스씨|사이치 인더스트리 가부시키가이샤
1020220025565,,1023967620000,소멸,소멸,PWM 주기 및 자연광의 조도값을 이용하여 점·소등 제어 기술이 적용되는 LED 조명등 및 그 제어방법,주식회사 알트
1020210117991,,1023317390000,등록,등록,디스플레이 패널 지지 구조체 및 이를 포함한 디스플레이장치,주식회사 디엘티
1020220180756,1020240098734,,공개,공개,신재생 믹스 복합 전기설비가 적용된 최적화 공장 에너지 관리 시스템,주식회사 이엘티
1020150084166,1020160147430,,거절,거절,마이크로 그리드에 특화된 하이브리드 BESS용 전력변환장치,주식회사 이엘티
1020230066741,,1026592300000,등록,등록,입주민용 플랫폼 제공 시스템,(주)어반엘티
1020130047154,1020140128586,1014908710000,등록,등록,요트 제조용 거치장치,주식회사 에이엘티
1020087026128,1020080108571,1009562890000,등록,등록,차량 외장용 흡음재 및 이 차량 외장용 흡음재의 제조 방법,마루쇼 나츠야마 펠트 가부시키가이샤
1020160021965,1020170100095,1018450070000,등록,등록,앵커볼트 조립체,대천볼트(주)|노정을
1020257032227,1020250166932,,공개,공개,고효율 반응 케틀,"후아유 뉴 에너지 테크놀로지 (취저우) 컴퍼니., 리미티드.|저지앙 후아유 코발트 캄파니 리미티드"
1020200182808,,1022121900000,등록,등록,도로공사용 순환골재 재생장치,유한회사 도성개발|주식회사 도성환경개발|(주) 도성이엔에이
1020230003384,1020240111486,,공개,공개,"AI기반 에너지 모니터링 분석, 예측 설비제어시스템",동서대학교 산학협력단|(주)엠엘티
1020110062292,1020130001500,1012348050000,소멸,소멸,개인 건강 기록 관리 시스템 및 방법,유디비 주식회사
1020240009711,,1026578040000,등록,등록,위치기반의 증강현실 객체 서비스 운영 시스템,주식회사 스패셜티|주식회사 아티젠스페이스
1020190080993,1020210004490,,거절,거절,에너지 환경 통합형 미세먼지 재난관리 시스템,주식회사 이엘티
1020110047760,,1011180300000,등록,등록,약수물 수질 관리 시스템,주식회사 영인이엘티|(주) 휴마스
1020230095799,,1026283200000,등록,등록,라벨부착장치,주식회사 에이엘티
1020190043032,1020200120301,1022343360000,등록,등록,연기감지 기능을 갖는 항온항습장치 및 이를 이용한 항온항습장치 제어 방법,주식회사 진성피엘티
1020230053994,1020240157334,1029133750000,등록,등록,화상 왜곡 방지 필터 및 그 제조방법,주식회사 볼트크리에이션
1020110052835,1020120133914,1012235840000,등록,등록,프로브 카드의 정렬 장치,주식회사 에이엘티
1020200082577,1020220005134,1023830830000,소멸,소멸,환자용 비데침대,(주)엘티
1020237000540,1020230062534,,공개,공개,전기 충전 구조물,졸트 차지 피티와이 엘티디.
1020240186675,,1029109320000,등록,등록,고온 밀착성이 우수한 LED DMD용 몰리브덴 웨이퍼,주식회사 엔엘티
1020080062424,1020100002509,1010237010000,등록,등록,은나노 항균 휄트 및 그 제조 방법,신원휄트(주)
1020240186678,,1029109400000,등록,등록,고온 밀착성이 우수한 LED DMD용 몰리브덴 웨이퍼 제조 방법,주식회사 엔엘티
1020140020179,1020150099635,,취하,취하,"게시물에 대한 의견을 표시하는 방법, 사용자 단말기 및 서비스 서버",주식회사 큐엘티
1020230102206,,1026593670000,등록,등록,멀티소스 데이터 분석을 기반으로 한 맞춤형 디지털 치료제 생성 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020200161096,,1023172900000,등록,등록,디지털 바이오 마커를 기반으로 한 진단 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020210009779,1020220106637,,포기,포기,반도체 부품용 방열패드,(주)제이엘티
1020170151668,,1018663670000,등록,등록,이어폰을 이용한 체온 측정 방법 및 시스템,웰트 주식회사
1020230102207,,1026930590000,등록,등록,음성 데이터를 이용한 질병 관리 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020230116837,,1026613710000,등록,등록,섭식 장애 디지털 치료 방법 및 이러한 방법을 수행하는 섭식 장애 디지털 치료 장치,웰트 주식회사
1020230102205,,1027185080000,등록,등록,질병 진행 모니터링 및 관리를 위한 예측 분석 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020240002025,,1027013500000,등록,등록,데이터 기반의 알코올 중독 장애 치료 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020200161097,,1022725450000,등록,등록,건강 진단을 위한 사용자 장치 제어 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020230102210,,1026567270000,등록,등록,모듈식 디지털 치료 프레임워크를 통해 디지털 치료제를 개발하는 방법 및 이러한 방법을 사용하는 장치,웰트 주식회사
1020230102204,,1026456470000,등록,등록,디지털 바이오마커 기반 약물처방 및 투여량 관리 방법 및 이러한 방법을 수행하는 장치,웰트 주식회사
1020230102209,,1026649970000,등록,등록,식별 매체를 이용한 디지털 치료제 제공 방법 및 이러한 방법을사용하는 장치,웰트 주식회사
1020230174877,1020250085905,1028393750000,등록,등록,DR 연계 제어를 위한 에너지미터 적용 하이브리드 ESS,주식회사 이엘티
