source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020170160280,66665666,,KR,KR,WO,,2018014308,20181121,2019107824,20190606,,,2018014308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020100014281,44483140,,US,US,US,,201013579521,20100310,2012309866,20121206,,,201013579521,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020100014281,44483140,,KR,KR,WO,,2010001491,20100310,2011102569,20110825,,,2010001491,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020110037336,47042073,,KR,KR,WO,,2012003069,20120420,2012144855,20121026,,,2012003069,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020110037336,47042073,,KR,KR,WO,,2012003069,20120420,2012144855,20130110,,,2012003069,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020090106483,43970113,,JP,JP,JP,,2012537790,20100223,2013510220,20130321,,,2012537790,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020090106483,43970113,,JP,JP,JP,,2012537790,20100223,5769205,20150826,,,2012537790,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020090106483,43970113,,US,US,US,,201213465738,20120507,2012228560,20120913,,,201213465738,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020090106483,43970113,,KR,KR,WO,,2010001113,20100223,2011055887,20110512,,,2010001113,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020100014807,44483474,,KR,KR,WO,,2011001067,20110217,2011102659,20120202,,,2011001067,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
