record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020227035197|1028970410000|n형 도핑된 게르마늄 단결정 및 그로부터 유도된 웨이퍼|유미코아,n형 도핑된 게르마늄 단결정 및 그로부터 유도된 웨이퍼,유미코아,1020227035197,1020220150395,1028970410000,등록,2021,2022,2025,C30B; G01N; H10P; H01S,,웨이퍼,True,True,False,55.0,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,36
1020190095376|1024728640000|정전척 히터 및 그 제조방법|주식회사 미코세라믹스,정전척 히터 및 그 제조방법,주식회사 미코세라믹스,1020190095376,1020210016929,1024728640000,등록,2019,2021,2022,H10P; H02N; B23Q,,공정; 반도체,True,True,False,52.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,52
1020240026434|1027413390000|서셉터 제조 방법 및 그 방법에 의해 제조된 서셉터|주식회사 미코세라믹스,서셉터 제조 방법 및 그 방법에 의해 제조된 서셉터,주식회사 미코세라믹스,1020240026434,,1027413390000,등록,2024,2024,2024,H10P,,공정,True,True,False,50.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,11
1020230012423|1025264810000|웨이퍼 도금용 컵셀|하이쎄미코(주),웨이퍼 도금용 컵셀,하이쎄미코(주),1020230012423,,1025264810000,등록,2023,2023,2023,C25D,,웨이퍼,True,True,False,50.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,21
1020247023391|1029607790000|금속 기판 및 보호층을 포함하는 음극|유미코아,금속 기판 및 보호층을 포함하는 음극,유미코아,1020247023391,1020240116551,1029607790000,등록,2022,2024,2026,H01M,,기판,True,True,False,50.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,27
1020210124972|1024619950000|저열전도 샤프트를 구비하는 고온용 서셉터|주식회사 미코세라믹스,저열전도 샤프트를 구비하는 고온용 서셉터,주식회사 미코세라믹스,1020210124972,,1024619950000,등록,2021,2022,2022,H10P,,웨이퍼,True,True,False,50.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,43
1020167007076|1023175900000|알킬인듐 화합물의 제조 방법 및 이의 용도|우미코레 아게 운트 코 카게,알킬인듐 화합물의 제조 방법 및 이의 용도,우미코레 아게 운트 코 카게,1020167007076,1020160045787,1023175900000,소멸,2014,2016,2021,C07F; H10H; H10F,,전구체; CVD; 수율; 공정,True,True,True,49.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,80
1020190060781|1021559630000|금형 테스트 및 유지보수용 금형 개폐기|주식회사 미코명진|한국알프스(주),금형 테스트 및 유지보수용 금형 개폐기,주식회사 미코명진|한국알프스(주),1020190060781,,1021559630000,등록,2019,2020,2020,G01M; B29C; F16H,,테스트,True,True,False,49.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,85
1020247033087|1029622240000|리튬 이온 재충전식 배터리용 양극 활물질로서의 리튬 풍부 망간계 산화물|유미코아|상뜨르 나쇼날 드 라 러쉐르쉬 샹띠피끄|유니베르시테 드 몽펠리에|에꼴 나쇼날 쉬페리에르 드 시미에 드 몽펠리에,리튬 이온 재충전식 배터리용 양극 활물질로서의 리튬 풍부 망간계 산화물,유미코아|상뜨르 나쇼날 드 라 러쉐르쉬 샹띠피끄|유니베르시테 드 몽펠리에|에꼴 나쇼날 쉬페리에르 드 시미에 드 몽펠리에,1020247033087,1020240158955,1029622240000,등록,2023,2024,2026,H01M; C01G,,,True,True,False,49.0,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,22
1020210147736|1024213980000|HVOF에 의한 고밀도 YF3 코팅층의 제조방법 및 이를 통해 제조된 고밀도 YF3 HVOF 코팅층|(주)코미코,HVOF에 의한 고밀도 YF3 코팅층의 제조방법 및 이를 통해 제조된 고밀도 YF3 HVOF 코팅층,(주)코미코,1020210147736,,1024213980000,등록,2021,2022,2022,C23C; C01F,,,True,True,False,49.0,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,87
"1020060030252|1009847480000|정전척, 조립형 정전 흡착 장치, 글라스 기판 접합 장치 및조립형 글라스 기판 접합 장치|주식회사 미코","정전척, 조립형 정전 흡착 장치, 글라스 기판 접합 장치 및조립형 글라스 기판 접합 장치",주식회사 미코,1020060030252,1020070099188,1009847480000,등록,2006,2007,2010,H10P; H02N; G02F,,기판; 웨이퍼,True,True,False,48.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,37
1020137005353|1014478400000|알루미나로 건식 코팅된 양극재 전구체|유미코아,알루미나로 건식 코팅된 양극재 전구체,유미코아,1020137005353,1020130065694,1014478400000,등록,2011,2013,2014,C04B; H01M; C01G,,전구체; 공정,True,True,False,48.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,70
1020200143069|1022985340000|웨이셀라 사이베리아 균주를 접종하여 발효시킨 청보리 발효 추출물을 포함하는 피부 보습용 화장료 조성물|주식회사 아미코스메틱,웨이셀라 사이베리아 균주를 접종하여 발효시킨 청보리 발효 추출물을 포함하는 피부 보습용 화장료 조성물,주식회사 아미코스메틱,1020200143069,,1022985340000,등록,2020,2021,2021,A61K; A61Q; A23L; A23K,,,True,True,False,48.0,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,84
1020070073572|1008797950000|프로브 카드의 니들 팁 형성 방법|(주)미코엠에스티,프로브 카드의 니들 팁 형성 방법,(주)미코엠에스티,1020070073572,,1008797950000,등록,2007,2009,2009,H10P; G01R,,공정; 웨이퍼,True,True,False,47.0,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,55
"1020187009571|1022013490000|우선 성장 배향을 갖는 전기도금 구리층의 제조 방법|우미코레 쑤저우 세미컨덕터 머티리얼즈 캄파니, 리미티드",우선 성장 배향을 갖는 전기도금 구리층의 제조 방법,"우미코레 쑤저우 세미컨덕터 머티리얼즈 캄파니, 리미티드",1020187009571,1020180071257,1022013490000,등록,2017,2018,2021,C25D; H10P; H10W,,,True,True,False,46.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,57
1020200049552|1024402060000|아스퍼질러스 튜빙엔시스 효소액을 이용한 진세노사이드 컴파운드 케이 제조용 조성물 및 제조방법|아미코젠주식회사,아스퍼질러스 튜빙엔시스 효소액을 이용한 진세노사이드 컴파운드 케이 제조용 조성물 및 제조방법,아미코젠주식회사,1020200049552,1020210131135,1024402060000,등록,2020,2021,2022,C12P; C12Q; C12R,,,True,True,False,46.5,data\반도체\미코\tech\source\mico_kipris_plus_bibliographic_raw.csv,76
