year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2021,418366537537.0,-16401042931.0,-29152270603.0,1104860554018.0,838039683427.0,266820870591.0,339571303357.0,299359137187.0,,563088627,75905436221.0,75342347594.0,9393050463.0,-10.925783481040527,-3.9202568703405216,113.43275055769577,314.0832580190478,-1.7460827018448437,
2022,588039209962.0,-6714005791.0,94546157588.0,1131933359194.0,739611151367.0,392322207827.0,254753833223.0,350963304429.0,,784800000,97638800104.0,96854000104.0,14736250300.0,24.09910927848659,-1.1417615827750447,72.58702833262637,188.52135734644466,-0.45561154664969283,40.55598552979258
2023,480111639417.0,-70002734472.0,-109458165882.0,963118457710.0,679952137538.0,283166320172.0,267494850200.0,377308173099.0,75371000000.0,320584700,79960446991.0,79639862291.0,24071802555.0,-38.655079394863506,-14.580511848661779,70.89558861207423,240.12465081475284,-2.9080802865533473,-18.353805106291198
2024,464331506206.0,3401796348.0,-79400160862.0,710112535938.0,502876077951.0,207236457987.0,151479352999.0,305587528081.0,16964000000.0,32150586604,109133376580.0,76982789976.0,21603187660.0,-38.31379943145949,0.7326223404040987,49.56987412092565,242.65811278368093,0.15746733313337333,-3.2867633099172178
