source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020040098987,34523002,,SG,SG,SG,,200407007,20041202,112073,20050629,,,200407007,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040057167,33490925,,CN,CN,CN,,200410063897,20040714,1577507,20050209,,,200410063897,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020040057167,33490925,,CN,CN,CN,,200410063897,20040714,100389458,20080521,,,200410063897,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020040057167,33490925,,DE,DE,DE,,602004006343,20040610,602004006343,20070621,,,602004006343,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040057167,33490925,,DE,DE,DE,,602004006343,20040610,602004006343,20080110,,,602004006343,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040057167,33490925,,EP,EP,EP,,04253441,20040610,1501080,20050126,,,04253441,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040057167,33490925,,EP,EP,EP,,04253441,20040610,1501080,20070509,,,04253441,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040057167,33490925,,JP,JP,JP,,2004213921,20040722,2005056551,20050303,,,2004213921,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020040057167,33490925,,US,US,US,,62801103,20030724,6939626,20050906,,,62801103,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040057167,33490925,,US,US,US,,62801103,20030724,2005019609,20050127,,,62801103,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040057167,33490925,,TW,TW,TW,,93115542,20040531,200506865,20050216,,,93115542,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040057167,33490925,,SG,SG,SG,,200403854,20040630,118278,20060127,,,200403854,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020060080307,37597147,,CN,CN,CN,,200610142350,20061010,1949369,20070418,,,200610142350,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020060080307,37597147,,CN,CN,CN,,200610142350,20061010,100431012,20081105,,,200610142350,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020060080307,37597147,,DE,DE,DE,,602006006891,20060816,602006006891,20090702,,,602006006891,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020060080307,37597147,,EP,EP,EP,,06254303,20060816,1788559,20090520,,,06254303,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020060080307,37597147,,EP,EP,EP,,06254303,20060816,1788559,20070523,,,06254303,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020060080307,37597147,,JP,JP,JP,,2006278467,20061012,2007109378,20070426,,,2006278467,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020060080307,37597147,,US,US,US,,25114205,20051013,7524570,20090428,,,25114205,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020060080307,37597147,,US,US,US,,25114205,20051013,2007087225,20070419,,,25114205,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020060080307,37597147,,US,US,US,,38709109,20090427,2009213494,20090827,,,38709109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040012917,32771454,,CN,CN,CN,,200410004935,20040213,1534611,20041006,,,200410004935,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020040012917,32771454,,DE,DE,DE,,60312121,20030901,60312121,20070412,,,60312121,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040012917,32771454,,DE,DE,DE,,60312121,20030901,60312121,20071108,,,60312121,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040012917,32771454,,EP,EP,EP,,03255442,20030901,1453038,20040901,,,03255442,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040012917,32771454,,EP,EP,EP,,03255442,20030901,1453038,20070228,,,03255442,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040012917,32771454,,JP,JP,JP,,2004005023,20040113,2005050491,20050224,,,2004005023,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020040012917,32771454,,US,US,US,,37522203,20030226,2004166371,20040826,,,37522203,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040012917,32771454,,TW,TW,TW,,93103069,20040210,200423070,20041101,,,93103069,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020010034451,24411929,,US,US,US,,60258100,20000621,6383597,20020507,,,60258100,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040100158,34465770,,CN,CN,CN,,200410088237,20041021,1624770,20050608,,,200410088237,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020040100158,34465770,,CN,CN,CN,,200410088237,20041021,1306480,20070321,,,200410088237,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020040100158,34465770,,EP,EP,EP,,04021486,20040909,1538605,20050608,,,04021486,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040100158,34465770,,EP,EP,EP,,04021486,20040909,1538605,20060201,,,04021486,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020040100158,34465770,,JP,JP,JP,,2004325999,20041110,2005166239,20050623,,,2004325999,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020040100158,34465770,,US,US,US,,72770303,20031203,6906879,20050614,,,72770303,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040100158,34465770,,US,US,US,,72770303,20031203,2005122612,20050609,,,72770303,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020040100158,34465770,,TW,TW,TW,,93129664,20040930,200519873,20050616,,,93129664,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020040100158,34465770,,SG,SG,SG,,200407009,20041202,112074,20050629,,,200407009,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020060066907,36950795,,CN,CN,CN,,200610121850,20060825,100419860,20080917,,,200610121850,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020060066907,36950795,,CN,CN,CN,,200610121850,20060825,1920961,20070228,,,200610121850,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020060066907,36950795,,EP,EP,EP,,06254224,20060811,1760698,20070307,,,06254224,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020060066907,36950795,,JP,JP,JP,,2005244842,20050825,2007059008,20070308,,,2005244842,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020060066907,36950795,,US,US,US,,49323306,20060725,2007048552,20070301,,,49323306,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020060066907,36950795,,US,US,US,,49323306,20060725,8084149,20111227,,,49323306,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020050085138,34979750,,CN,CN,CN,,200510089674,20050808,1750128,20060322,,,200510089674,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020050085138,34979750,,CN,CN,CN,,200510089674,20050808,100338658,20070919,,,200510089674,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020050085138,34979750,,DE,DE,DE,,602005007548,20050722,602005007548,20080731,,,602005007548,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020050085138,34979750,,EP,EP,EP,,05106764,20050722,1635335,20080618,,,05106764,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020050085138,34979750,,EP,EP,EP,,05106764,20050722,1635335,20060315,,,05106764,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020050085138,34979750,,JP,JP,JP,,2004266172,20040914,2006085742,20060330,,,2004266172,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020050085138,34979750,,US,US,US,,22767505,20050914,2006057431,20060316,,,22767505,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020050085138,34979750,,US,US,US,,22767505,20050914,7651795,20100126,,,22767505,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020050085138,34979750,,TW,TW,TW,,94122776,20050706,200623060,20060701,,,94122776,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020050014836,34750535,,CN,CN,CN,,200510006442,20050201,100338656,20070919,,,200510006442,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020050014836,34750535,,CN,CN,CN,,200510006442,20050201,1661686,20050831,,,200510006442,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020050014836,34750535,,DE,DE,DE,,602004015563,20041012,602004015563,20080918,,,602004015563,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020050014836,34750535,,EP,EP,EP,,04256293,20041012,1569207,20080806,,,04256293,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020050014836,34750535,,EP,EP,EP,,04256293,20041012,1569207,20050831,,,04256293,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020050014836,34750535,,JP,JP,JP,,2005017820,20050126,2005243220,20050908,,,2005017820,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020050014836,34750535,,US,US,US,,78868704,20040226,7125616,20061024,,,78868704,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020050014836,34750535,,US,US,US,,78868704,20040226,2005190498,20050901,,,78868704,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020050014836,34750535,,TW,TW,TW,,93138646,20041213,200531037,20050916,,,93138646,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020050014836,34750535,,SG,SG,SG,,200501003,20050222,114744,20050928,,,200501003,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020037000803,24508928,,AU,AU,AU,,6929901,20010706,6929901,20020205,,,6929901,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020037000803,24508928,,CN,CN,CN,,01813420,20010706,1242382,20060215,,,01813420,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020037000803,24508928,,CN,CN,CN,,01813420,20010706,1444762,20030924,,,01813420,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020037000803,24508928,,DE,DE,DE,,60102474,20010706,60102474,20040429,,,60102474,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020037000803,24508928,,DE,DE,DE,,60102474,20010706,60102474,20050224,,,60102474,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020037000803,24508928,,EP,EP,EP,,01947653,20010706,1305796,20040324,,,01947653,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020037000803,24508928,,EP,EP,EP,,01947653,20010706,1305796,20030502,,,01947653,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020037000803,24508928,,JP,JP,JP,,2002514718,20010706,2004505397,20040219,,,2002514718,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020037000803,24508928,,JP,JP,JP,,2002514718,20010706,3924532,20070606,,,2002514718,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020037000803,24508928,,US,US,US,,62609700,20000726,6372330,20020416,,,62609700,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020037000803,24508928,,WO,WO,WO,,0103058,20010706,0209098,20020131,,,0103058,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,WO,Y
1020037000803,24508928,,GB,GB,WO,,0103058,20010706,0209098,20020131,,,0103058,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,WO,Y
1020037000803,24508928,,TW,TW,TW,,90117917,20010723,584841,20040421,,,90117917,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020037000803,24508928,,MY,MY,MY,,PI20013317,20010712,122799,20060531,,,PI20013317,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020047001500,27658259,,DE,DE,DE,,60320548,20030129,60320548,20080605,,,60320548,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020047001500,27658259,,DE,DE,DE,,60320548,20030129,60320548,20090813,,,60320548,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020047001500,27658259,,EP,EP,EP,,03707615,20030129,1495466,20080423,,,03707615,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020047001500,27658259,,EP,EP,EP,,03707615,20030129,1495466,20050112,,,03707615,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020047001500,27658259,,EP,EP,EP,,03707615,20030129,1495466,20050727,,,03707615,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020047001500,27658259,,US,US,US,,5952702,20020129,6773834,20040810,,,5952702,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020047001500,27658259,,US,US,US,,5952702,20020129,2002098390,20020725,,,5952702,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020047001500,27658259,,WO,WO,WO,,0302801,20030129,03065356,20030807,,,0302801,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,WO,Y
1020047001500,27658259,,US,US,WO,,0302801,20030129,03065356,20030807,,,0302801,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US|WO,Y
1020047001500,27658259,,TW,TW,TW,,92101959,20030129,I234770,20050621,,,92101959,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020047001500,27658259,,TW,TW,TW,,92101959,20030129,200302456,20030801,,,92101959,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020047001500,27658259,,MY,MY,MY,,PI20030035,20030106,126680,20061031,,,PI20030035,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020027017003,24412044,,AU,AU,AU,,6049301,20010601,6049301,20020102,,,6049301,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020027017003,24412044,,CA,CA,CA,,2392487,20010601,2392487,20011227,,,2392487,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020027017003,24412044,,CN,CN,CN,,01811550,20010601,1217320,20050831,,,01811550,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020027017003,24412044,,CN,CN,CN,,01811550,20010601,1437748,20030820,,,01811550,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020027017003,24412044,,DE,DE,DE,,60113841,20010601,60113841,20051110,,,60113841,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020027017003,24412044,,DE,DE,DE,,60113841,20010601,60113841,20060622,,,60113841,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020027017003,24412044,,EP,EP,EP,,01934189,20010601,1297526,20030402,,,01934189,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020027017003,24412044,,EP,EP,EP,,01934189,20010601,1297526,20051005,,,01934189,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,EP,Y
1020027017003,24412044,,JP,JP,JP,,2002503864,20010601,2003536199,20031202,,,2002503864,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020027017003,24412044,,JP,JP,JP,,2002503864,20010601,3706103,20051012,,,2002503864,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020027017003,24412044,,US,US,US,,60260900,20000621,6391430,20020521,,,60260900,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020027017003,24412044,,US,US,US,,63081803,20030729,RE40726,20090609,,,63081803,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
