company,current_price,week52_high,week52_low,beta,volume,price_change_5d,oecd_g20,oecd_korea,oecd_usa,oecd_china,latest_report,dart_date,value_chain_position,products,process,news_titles,news_dates
네패스,36950.0,37850.0,7050.0,2.162,515660,26.54,100.5902,102.2842,100.8895,98.48773,분기보고서 (2026.03),20260515,후공정 패키징,"FoWLP, nSiP, PMIC 패키징, 2.5D 패키징",패키징,"'국민배당금' 꺼낸 김용범 ""AI 시대의 과실, 특정 기업만의 결과 아냐"" | [zd브리핑] 삼성전자 노사, 11~12일 협상 재개 | 에코프로, 광물가 상승에 1Q 영업익 전년비 4280% ↑ | 삼성SDI, 1Q 영업손실 전년비 64% ↓…美 ESS 수혜 본격화 | 코스피 활황에 돌아온 서학개미…미래에셋·키움 RIA 흥행",2026-05-12 | 2026-05-10 | 2026-04-29 | 2026-04-28 | 2026-04-27
