source,company,company_dir,stock_code,fetched_at_kst,per_naver,pbr_naver,eps_naver,bps_naver,available_metric_count,available_metrics,latest_close_auto,shares_outstanding_auto,market_cap_auto,enterprise_value_auto,eps_auto,bps_auto,per_auto,pbr_auto,psr_auto,p_fcf_auto,ev_sales_auto,ev_ebit_auto,fcf_yield_auto,sales_yield_auto,per_naver_source,pbr_naver_source,eps_naver_source,bps_naver_source,snapshot_status_kr,derivation_note_kr
naver_finance_item_main,미코,mico,059090,2026-05-25,24.24,5.85,883.0,0.0,18,"['per_naver', 'pbr_naver', 'eps_naver', 'bps_naver', 'latest_close_auto', 'shares_outstanding_auto', 'market_cap_auto', 'enterprise_value_auto', 'eps_auto', 'bps_auto', 'per_auto', 'pbr_auto', 'psr_auto', 'p_fcf_auto', 'ev_sales_auto', 'ev_ebit_auto', 'fcf_yield_auto', 'sales_yield_auto']",16360.0,33416778.0,546698488080.0,1814123320716.0,2242.863341642333,20621.37470781893,7.294247356158764,0.7933515699996878,0.5595474926092564,29.590499100570124,1.8567604950867815,17.960862062447273,0.03379463106050593,1.7871583971127196,Naver Finance live display,Naver Finance live display,Naver Finance live display,Naver Finance live display,실시간/보조 산출 혼합 확보,Naver 원천값이 없으면 DART 재무제표와 Valuation 주가/발행주식 수로 PER/PBR/EPS/BPS/PSR 등을 자동 산출합니다.
