left_source_index,right_source_index,similarity
0,5,0.1476
3,4,0.0741
0,3,0.072
2,4,0.0665
0,1,0.033
0,4,0.0217
2,3,0.0205
1,3,0.0193
4,5,0.0158
1,4,0.0151
1,2,0.0122
0,2,0.0099
3,5,0.0089
1,5,0.0061
2,5,0.0058
