left_source_index,right_source_index,similarity
7,83,1.0
138,139,1.0
284,315,1.0
284,316,1.0
315,316,1.0
535,539,1.0
428,431,0.9975
628,646,0.9923
222,227,0.9895
343,346,0.9881
172,226,0.9851
82,107,0.9848
11,154,0.9847
43,95,0.9847
646,649,0.9823
121,125,0.9803
458,465,0.9781
628,649,0.9777
32,45,0.9764
500,639,0.9756
