year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,304487495915.0,46406987615.0,38970170642.0,206243424515.0,54879817695.0,151363606820.0,42435872331.0,25550968576.0,11647048332.0,13903920244.0,-19440851230.0,194,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산
2022,312847806399.0,56941198199.0,47601992003.0,251831461020.0,50483188213.0,201348272807.0,42484792538.0,31483896813.0,6429133077.0,25054763736.0,-28410511590.0,210,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산
2023,279215395450.0,42538138186.0,36937263561.0,279780462641.0,46679663926.0,233100798715.0,48615765870.0,47445747808.0,515322591.0,46930425217.0,-39732950433.0,212,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산
2024,346227651802.0,59081495358.0,45862225124.0,334828453070.0,66534901575.0,268293551495.0,55108837274.0,54407810220.0,670363486.0,53737446734.0,-40078836379.0,227,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산
2025,347158632861.0,59172305188.0,45584238109.0,386310986387.0,81655482807.0,304655503580.0,71888920281.0,41591693861.0,150470774.0,41441223087.0,-13563928500.0,251,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
