query_applicant,index_no,register_status,invention_title,ipc_number,register_number,register_date,application_number,application_date,open_number,open_date,publication_number,publication_date,abstract,drawing,big_drawing,applicant_name
덕산테코피아,1,등록,"네거티브 감광성 수지 조성물, 필름 및 전자장치",G03F 7/038|G03F 7/027|G03F 7/00|H10K 59/80|H10K 59/10|H10K 30/80|H10K 10/80,1026801260000,20240626,1020160160831,20161129,1020180061572,20180608,,20240703,"본 발명은 패턴 밀착성이 우수할 뿐만 아니라, 공정 특성 및 패턴 형성이 우수한 네거티브형 감광성 수지 조성물, 필름 및 전자장치를 제공한다.",,,(주)덕산테코피아
덕산테코피아,2,등록,"네거티브 감광성 수지 조성물, 이를 사용한 유기절연막을 갖는 전자장치",G03F 7/038|C08L 79/08|C08G 73/10|G02F 1/1333|H10K 50/00|H10K 59/00|H10K 30/80|H10K 10/80,1024178340000,20220701,1020170160280,20171128,1020190061664,20190605,,20220707,"본 발명은 패턴 밀착성이 우수할 뿐만 아니라, 공정 특성 및 패턴 형성이 우수한 네거티브형 감광성 수지 조성물과 이를 사용한 유기절연막을 갖는 전자장치를 제공한다.",,,(주)덕산테코피아
덕산테코피아,3,소멸,무연솔더크림용 금속분말 제조방법과 장치 및 그 금속분말,B22F 9/08,1007194520000,20070511,1020050048492,20050607,1020060127481,20061213,,20070517,"본 발명은 반도체 표면실장 등을 위한 대체재료로서의 무연솔더크림(無鉛 solder cream)용 금속분말 및 그 제조방법과 장치를 제공할 뿐만 아니라,생산성 내지 수율을 증대시킬 뿐만 아니라, 솔더링성(Solderability)을 향상시킬 수 있는 무연솔더크림용 금속분말의 제조방법과 장치 및 그 무연솔더크림용 금속분말을 제공한다. 그 제조방법은, 무연 솔더 금속을 스테인레스 용기인 주용해로(1)에서 용해시킨 후 진동시키고 오리피스(orifice)를 통과시켜 액적을 형성시키며, 그 액적을 불활성 가스분위기의 냉각 챔버(chamber)에서 냉각시켜 응고시킴으로써 무연솔더크림용 금속분말을 제조하는 방법에 있어서, 상기 오리피스로부터 낙하하는 액적을, 10KHz∼2MHz 범위의 주파수로 상하로 진동하는 원추형, 타원추형 또는 다각추형 레조네이터(Resonator)의 표면에 적하시켜 작은 액적들로 방사상으로 분무시키며, 그 후에 그 분무된 액적들을 불활성 가스분위기의 냉각 챔버에서 냉각시켜 응고시키는 것을 특징으로 하며, 무연솔더크림용 금속분말은, Sn-Ag-Cu계 무연 솔더 금속분말에 리프로우 공정에서 무후락스(fluxless) 솔더 내지 솔더링성의 향상을 위해 주로 표면에 주석 산화 플루오라이드(SnOxFy)를 포함하여 구성되는 것을 특징으로 한다. 무연솔더크림, 금속분말, 레조네이터, 주석 산화 플루...(이하생략)",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe407489d23bbfec243d35b63c3cf319be4d9cd61599ddbac925b9c463b5eae5cc7,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9c592fb536ea920a4d2260bbd77a1b8af1e9d862ca33e4c6300dcb0585e74c2b57,(주)덕산테코피아
덕산테코피아,4,등록,4차 암모늄-시클로덱스트린 또는 그 유도체를 포함하는 포토레지스트 박리액 조성물,G03F 7/42|C11D 7/26|C11D 7/50,1024535990000,20221006,1020180082116,20180716,1020200008678,20200129,,20221017,"본 발명은 4차 암모늄-시클로덱스트린 또는 그 유도체를 포함하는 포토레지스트 박리액 조성물을 제공한다. 이러한 본 발명에 따르면, 포토레지스트에 대한 박리성능 및 금속배선에 대한 내부식성이 우수한 박리액 조성물을 제공할 수 있을 뿐만 아니라, 인체 및 환경에 대한 유해성이 적은 친환경적인 박리액을 제공할 수 있다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfbac8146295f64eae0a22c72751018cae3ea4faec35477ba09fcff13bf63bb9828fff3e733be7f97a193dc00a9584df28b58a8ae0d4bc5d92,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b86a9d07f9dab68d188e61966d4adfd7d517d90ea8bef6dc94ffcf575b8d189cfc3a4386338cfd07c891479ebe02f1c5befa94a8a676612f,(주)덕산테코피아|정병현
덕산테코피아,5,거절,포토레지스트 박리액 조성물,G03F 7/42|C11D 11/00|C11D 3/20|C11D 3/42|C11D 3/00|C11D 3/04,,,1020170054245,20170427,1020180120397,20181106,,,"본 발명은 시클로덱스트린 또는 그 유도체를 포함하는 포토레지스트 박리액 조성물을 제공한다. 이러한 본 발명에 따르면, 포토레지스트에 대한 박리성능 및 금속배선에 대한 내부식성이 우수한 박리액 조성물을 제공할 수 있을 뿐만 아니라, 인체 및 환경에 대한 유해성이 적은 친환경적인 박리액을 제공할 수 있다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf12e47e6b79074e65a054e47268c5a27144329245dbdf29de930e2b8e4e4edcd61e80b971148c03f434d8a225232ea94a6d826708f8267d1d,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e008da2c36ddc6d02cca6dafee86d95973e6651ffc064c10235b3c2f24eacc48626d0f4d0420b0f52237c3e2065670c14201a0f2ec152dc5bee,(주)덕산테코피아|정병현
덕산테코피아,6,등록,수지 조성물 및 이를 이용한 표시장치,G03F 7/004|G03F 7/028|G03F 7/105|C08L 79/08,1027218670000,20241022,1020200163557,20201130,1020220075465,20220608,,20241025,"본 발명의 일 실시예에 따르면, 화학식 (1) 및 화학식 (10)으로 표시되는 반복 단위를 포함하는 수지, 상기 수지를 포함하는 수지 조성물 및 상기 수지 조성물로 형성된 화소분리부를 포함하는 표시장치를 제공한다. 상기 표시장치는 기판 상에 형성된 제 1 전극과, 제 1 전극을 부분적으로 노출시키도록 제 1 전극 상에 형성된 화소 분리부와, 제 1 전극에 대향하여 설치된 제2 전극을 포함하는 표시 장치로서, 화소분리부가 550nm 파장에서 0.5/㎛ 이상의 흡광도를 갖는다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf361ad9284007f352e03984cd074e3a069a0f722471cacd9ec0775515afd2e2d65a7658db4a31e3060cc2fbd1bf742c61bc7f0c5d9fc19133,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9338c015289c613e2679c988d3444656c57aad0a2023f3a9cbc8e96d270444b3e87ec2a0c00dd1da4a78fb1861bb81c7d2ad8e01cb079ada85,(주)덕산테코피아
덕산테코피아,7,등록,"감광성 수지 조성물, 필름 및 전자장치",G03F 7/037|G03F 7/033|G03F 7/038,1026891830000,20240724,1020180150063,20181128,1020200064274,20200608,,20240731,"본 발명은 저광량에서 고해상도 패터닝이 가능하고, 패턴 밀착성이 우수하며, 미세한 패터닝이 가능하며, 경화막 특성이 우수한 감광성 수지 조성물, 필름 및 전자장치를 제공할 수 있다.",,,(주)덕산테코피아
덕산테코피아,8,등록,아미노실란 전구체 화합물 및 이를 사용하는 박막 형성 방법,C07F 7/02|C23C 16/34|C23C 16/455,1022510400000,20210506,1020170138477,20171024,1020190045649,20190503,,20210512,"본 발명은 실리콘 질화막 증착을 수행하기 위한 아미노실란 전구체 및 이를 사용하는 실리콘 질화막 형성 방법에 관한 것으로, 본 발명에 따른 실리콘-함유 박막의 형성 방법은 별도의 촉매를 요하지 않는 저온 공정 상에서 수행되며, 우수한 박막 증착 속도 및 공정의 효율을 가진다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf09b358ffd7596d98a20b8e3f2e0bf9a7d5ac5d3c1705cca09279d9c7c7a92293f065148ae32f6039b963e0864098075a0c58eb94e6543db6,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c23d7d32ee4b79378b2d1c7a9b2b7687a21e618d370970a67c95c8084168196e093a10ac061ffa35f9616bab729923c8a996b40e996212cc,(주)덕산테코피아
덕산테코피아,9,등록,질소 건조식 글러브 박스,F26B 25/06|F26B 25/18|F26B 25/20|F26B 23/04,1018655630000,20180601,1020150170832,20151202,1020170065072,20170613,,20180611,"질소 건조식 글러브 박스가 개시된다. 본 발명의 일 실시예에 따른 질소 건조식 글러브 박스는, 반응물질이 마련되는 바스켓을 구비하는 화학 반응기에 접근 또는 이격 가능하게 배치되며, 상기 화학 반응기와 연결되는 전면을 제외한 나머지 면이 차폐되는 글러브 박스 캐비닛; 상기 글러브 박스 캐비닛 내에 마련되며, 상기 화학 반응기에서 인출되는 바스켓이 배치되어 건조되는 장소를 형성하는 바스켓 건조부; 및 상기 글러브 박스 캐비닛의 측부에 마련되며, 상기 글러브 박스 캐비닛의 내부와는 차폐된 상태를 유지하되 상기 글러브 박스 캐비닛 내로 작업자의 손이 삽입 가능한 외부 조작용 글러브를 포함한다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf40f561d7e8f5e19ccf57c8611a525f698e316ca4fb82c15a2836a8f0c263db94c38558a49af5728f77e840079652f2a351c017bcbd7e7d35,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00c539e3af993238babc263eabb29d035b7166f50989895a5c720a29645256076969935af89c6d645b0fd7305bdf13e614f47c3218a0f77523,(주)덕산테코피아
덕산테코피아,10,등록,무연솔더 페이스트용 미세 무연 솔더 분말의 제조방법과 제조장치,B22F 9/24|B23K 35/24,1009591020000,20100513,1020080010811,20080201,1020090084559,20090805,,20100524,"본 발명은, 전자부품의 고밀도 실장과 고신뢰성 접합기술에 사용되는 솔더페이스트용 무연솔더분말을 제공하는 것을 목적으로 하며, 특히, 미세한 피치를 지니는 패턴(Fine Pitch Pattern)으로의 인쇄가 가능하고, 배선부에 있어서도 접합을 할 수 있는, 납(Pb)이 함유 안 된 무연솔더 페이스트용 미세 무연 솔더 분말의 제조방법과 제조장치를 제공한다. 그 미세 무연 솔더 분말의 제조방법은, 분산매 100중량부에, 분산매의 중량부로서 무연솔더합금 인고트 5∼15중량부, 계면활성제 1.5~2.5중량부 및 산화방지제 0.1~0.2중량부를 혼합하는 단계; 그 분산매중에 불활성가스(질소가스)를 흘려주면서 분산매의 온도가 무연솔더합금의 용융점+(10~50℃) 범위의 온도로 가열하는 단계; 그 가열단계중에 계면활성제와 산화방지제가 용해될 수 있고 무연솔더합금 인고트의 표면이 산화되지 아니하는 분산매의 온도범위에서 계면활성제와 산화방지제가 용해되도록 프로펠러형 교반기로 1차 교반시키는 단계; 상기 가열단계를 거친후 분산매의 온도가 무연솔더합금의 용융점+(10~50℃) 범위의 온도로 유지하면서 상기 1차 교반시키는 단계에서 사용한 프로펠러형 교반기를 이용하여 상기 분산매를 추가로 900-2000rpm으로 2차 교반시키는 단계; 상기 2차 교반단계 후, 상온의 분산매가 담긴 포집탱크에 출탕하고 그후 냉각시키는 ...(이하생략)",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2a4002a54b34c827c60fff5cb562564c45246b186eccc5fd47cae1b066a88a91fb202f86b14bcf619b2525fbfe6e45c6e9019ff79eabd616,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726afed5844fd08eb6894f2f21b66acb5ee7af171181198b6f28890cf1c778992f5b0d9bb6da89c0d5eb940b8935e001b558a7f5d71b429a831,(주)덕산테코피아
