query_applicant,index_no,register_status,invention_title,ipc_number,register_number,register_date,application_number,application_date,open_number,open_date,publication_number,publication_date,abstract,drawing,big_drawing,applicant_name
덕산테코피아,11,공개,테트라메틸실란의 합성 방법,C07F 7/08|C07F 7/20|C07F 5/06,,,1020240071136,20240530,1020250171853,20251209,,,"테트라메틸실란(tetramethylsilane; 4MS)의 합성 방법으로서, Si(CH 3 ) x Cl 4-x (이때 x는 0 내지 3의 정수이다)와 트리메틸알루미늄(trimethylaluminum; TMA)을 반응시키는 단계를 포함하는, 합성 방법을 개시한다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf71389d9057c97461c89bd7691eb7f751f4e774daf10aaeba4cbda94ddd92d5bdc4f6fd7cb7617f273a4034b0161b0e4035941b15077fc7c4,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c933c9a35f17d2d8d16852776866d9f2a202664ebeecc284d6488b3f8e61c7bed668a8f5f8da2d8e7a9ad0d2ee46bfcf4021e3df2df386b7f39,(주)덕산테코피아
덕산테코피아,12,등록,사용 후 잔류 TMIn 회수 및 정제 시스템,C23C 16/44|H10H 20/816|H10P 14/24|H10P 10/00,1015182150000,20150430,1020130060632,20130528,1020140139919,20141208,,20150511,"본 발명은 TMIn(trimethyl indium)이 충진된 캐니스터를 사용 후 각각의 캐니스터 내에 잔존하는 TMIn을 회수 및 정제하여 다시 새로운 캐니스터로서 재활용할 수 있도록 하기 위한 사용 후 잔류 TMIn 회수 및 정제 시스템에 관한 것으로, 본 발명에 따르면, LED와 같은 반도체 제조공정시 많이 이용되는 기상증착법에서 원료로서 사용되는 TMIn이 모두 사용되지 못하고 사용 후 캐니스터(canister) 내에 일부가 잔류함으로 인해 원료의 낭비로 인한 제조비용 증가에 더하여, 미처 사용되지 못하고 버려지는 원료물질로 인해 환경오염의 문제도 있었던 종래의 LED 제조공정의 문제점을 해결하기 위해, 사용 후 각각의 캐니스터 내에 잔류하는 TMIn 원료를 회수하여 다시 하나의 새로운 캐니스터에 모아서 재활용할 수 있도록 하는 사용 후 잔류 TMIn 회수 및 정제 시스템이 제공된다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf629bcd5da53522f1aefd72db42c7ebc7877a5b1bc23fc31345210935be86e1c03601eff5c7bc422bd6a2d407db38f8f46cbbbf4493899427,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00e523148fb7ac78f0c3c8683b10aa8ebe0211bf547d64c143dd281cf656de78fde555210cad3bac879027baadf3daad0c5c519db78453a9d4,한국기초과학지원연구원|(주)덕산테코피아
덕산테코피아,13,등록,트리메틸갈륨(TMGa) 정제 장치,H10P 14/24|H10P 10/00,1013792570000,20140324,1020120067609,20120622,1020140000501,20140103,,20140328,본 발명에 따른 TMGa 정제 장치는 액체 TMGa(trimethylgallium)를 가열시킨 상태에서 불활성 가스를 유입시켜 상기 액체 TMGa를 기화시키는 기화부; 상기 기화부로부터 배출된 TMGa 가스를 액화시켜 정제된 액체 TMGa를 1차적으로 회수하는 정제부; 및 상기 정제부에서 액화되지 않은 TMGa 가스를 액화시켜 정제된 액체 TMGa를 2차적으로 회수하는 트랩부;를 포함하는 것을 특징으로 한다.,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa6fbb2134c9d3b6fa3582475cc2167a4a623f13bd186a4886b82e84fc237d66e4ab3f054cab7851cad8bf3341e5cd0de6924e243d9871313,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00a758b10f588f77a53c0af9566a6052624ab1325b654e98cc61bb14e054f2f77ff64386b5c629a389c44a318c2f355cb9fbb6c2d606210ef4,한국기초과학지원연구원|(주)덕산테코피아
덕산테코피아,14,등록,하이드리도 알루미늄 보로하이드라이드 트리알킬아민착물의 제조방법,C07F 5/00|C07F 5/02|C07F 5/06|C23C 16/20,1009544480000,20100415,1020070043366,20070504,1020080098108,20081107,,20100427,"본 발명은 반도체 소자 등의 배선재료로 쓰이는 알루미늄 금속 박막을 화학증착법에 의해 실리콘 기판상에 증착시키는데 사용되는 유기금속 착물(이하 “전구체”와 혼용함) 인 하이드리도 알루미늄 보로하이드라이드 트리알킬아민 착물(Hydrido aluminum borohydride trialkylamine complexes)의 제조방법에 관한 것이다. 알루미늄 증착, 증착, 알루미늄, 전구체, 박막, 보란,",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3749be4cba26cedba1b537469bef3e722d0049d58e8ae52d7fac6a979313ab71153237c810fbad8c386707271e64eca09012e8eb55719461,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7265cc3779d7cbe055b3379f94cf73094e64b92b34cce31deef68d349371f2dcf4c40f1884cc2ca2bfb76f9d7dedba5c82dc41f30366e999565,(주)덕산테코피아
덕산테코피아,15,등록,고순도 다이아이오도실란의 제조방법,C01B 33/107,1029101140000,20260106,1020240036070,20240314,1020250139134,20250923,,20260112,"다이아이오도실란의 제조방법은, 유기용매 중의 다이페닐실란에 트리플루오로메탄설폰산을 첨가하여 하기 반응식 1에 따라 반응시킴으로써 제1 혼합물을 얻는 단계: [반응식 1] (C 6 H 5 ) 2 SiH 2 + 2CF 3 SO 3 H → (CF 3 SO 3 ) 2 SiH 2 + 2(C 6 H 6 ); 및 상기 제1 혼합물에 리튬아이오다이드를 첨가하여 하기 반응식 2에 따라 반응시킴으로써 다이아이오도실란을 포함하는 제2 혼합물을 얻는 단계: [반응식 2] (CF 3 SO 3 ) 2 SiH 2 + 2LiI → SiI 2 H 2 + 2Li(CF 3 SO 3 ); 를 포함한다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6e510381794369b658d9ef3f2c0396be464c09d217f6d4013669834594244ff237e99727d14a3d57ab5dd45792f6151d86da39e5475110aa,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b62b5abeec29fcad5223f72a7dacf7dc9ceb07b568b15e8f2197630ebb243ae8863eef2ee429d8b1215287342262036802f555f4cdc579a3,(주)덕산테코피아
덕산테코피아,16,등록,포토레지스트 박리액 조성물,G03F 7/42|C11D 11/00|C11D 1/62|C11D 3/43|H10P 50/28,1025088220000,20230307,1020160052203,20160428,1020170123050,20171107,,20230310,"본 발명은 시클로덱스트린 또는 그 유도체를 포함하는 포토레지스트 박리액 조성물을 제공한다. 이러한 본 발명에 따르면, 포토레지스트에 대한 박리성능 및 금속배선에 대한 내부식성이 우수한 박리액 조성물을 제공할 수 있을 뿐만 아니라, 인체 및 환경에 대한 유해성이 적은 친환경적인 박리액을 제공할 수 있다.",,,(주)덕산테코피아|정병현
덕산테코피아,17,등록,"구리2가 착화합물, 그 제조 방법, 그를 이용한 구리 박막제조 방법 및 그를 이용하여 제조된 반도체 기판",C07F 1/08|H10W 20/20,1009844660000,20100920,1020080060837,20080626,1020100001077,20100106,,20100930,"구리2가 착화합물, 그 제조 방법, 그를 이용한 구리 박막 제조 방법 및 그를 이용하여 제조된 반도체 기판이 개시된다. 구리2가 착화합물은 β-디케토네이트 화합물을 아민계 화합물 및 염화구리(II)와 반응시켜 제조할 수 있다. 이러한 구리2가 착화합물은 상온에서 액체 또는 고체인 화합물로서, 열적으로 안정하며 취급이 용이할 수 있다. 또한, 상기 구리2가 착화합물은 충분한 증기압을 갖고 우수한 증착 특성을 나타내므로, 화학기상증착법 또는 원자층증착법을 통해 기판 상에 스텝 커버리지가 우수한 구리 박막을 용이하게 형성할 수 있다. 구리2가, 착화합물, 구리 박막, 화학기상증착법, 원자층증착법",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf667436a2c3c117ada2d3779802086049ebd94a0074b2f1a376f8ea9eeec992eaf13be6b1c7917f7d72b82aac5fada168fbfa73f3706eb2eb,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726ce5e541337a5ac215bee443f674d2ff7bf8449184932591bbee0dc8dced7d4ba74a9a75136d2da95641cbb5b7d2df65cebbf228a5a12c409,(주)덕산테코피아
덕산테코피아,18,등록,트리메틸갈륨(TMGa)의 재활용 방법,H10P 14/24|H10P 10/00|C23C 16/448,1013265540000,20131101,1020120067610,20120622,,,,20131107,"본 발명에 따른 사용후 TMGa의 재활용 방법은 복수개의 사용후 캐니스터(canister)에 잔존하는 액체 TMGa(trimethylgallium)에 불활성 가스를 유입시켜 상기 액체 TMGa를 각각의 캐니스터로부터 회수하는 TMGa 회수 단계; 상기 액체 TMGa를 가열시킨 상태에서 상기 불활성 가스를 유입시켜 상기 액체 TMGa를 기화시킨 다음, 상기 액체 TMGa의 기화로 발생된 TMGa 가스를 냉각에 의해 액화시켜 정제된 액체 TMGa를 획득하는 TMGa 정제 단계: 정제된 상기 액체 TMGa의 순도 및 화학적 구조를 분석하여 상기 액체 TMGa의의 재활용 여부를 결정하는 TMGa 분석 단계: 및 정제된 상기 액체 TMGa의 분석 결과 기설정값을 만족하여 상기 액체 TMGa의 재활용이 결정된 경우, 상기 액체 TMGa에 불활성 가스를 유입시켜 상기 액체 TMGa를 전처리된 복수개의 캐니스터에 각각 충진하는 TMGa 충진 단계;를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf896195a67854bb2de80a71a1189aa22e834191f6c604976bf0de5df157cc5cb9b5fa515e9a4ef8e8274eb448dc74395c933e292d72dc2819,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00fc000f4f74418d1cbfc215ad21c6d7d879c6e61fceaa2225f6a85f26264e04400e01ed69760feca80c3afd3149b3b3ebef5a8b9916059f8f,(주)덕산테코피아|한국기초과학지원연구원
덕산테코피아,19,등록,반도체 패키지용 솔더볼,H10W 70/62|H10W 72/00,1009238870000,20091021,1020080009115,20080129,1020090083129,20090803,,20091028,"본 발명은 반도체 패키지용 솔더에 관한 것으로서, 더욱 상세하게 설명하면, 솔더볼 표면에 대전 방지제, 커플링제 및 로진(Rosin)을 코팅하여 장시간 고온, 고습에서도 안정적인 반도체 패키지용 솔더볼에 관한 것이다. 본 발명의 반도체 패키지용 솔더볼은 솔더볼; 및 상기 솔더볼 표면에 대전 방지제, 로진 또는 커플링제를 용매에 용해시켜 형성한 코팅층을 포함함에 기술적 특징이 있다.",,,(주)덕산테코피아
덕산테코피아,20,등록,접착층이 형성된 솔더볼,H10W 72/00|H05K 3/34,1015459620000,20150813,1020080126205,20081212,1020100067702,20100622,,20150824,"본 발명은 접착층이 형성된 솔더볼에 관한 것으로, 보다 자세하게는 플럭스가 코팅된 솔더볼 표면에 에폭시 레진층을 추가로 형성하거나 플럭스와 에폭시 레진층이 혼합된 혼합층을 코팅함으로써, 회로기판과 솔더볼 사이에 접합력을 향상시킬 수 있는 접착층이 형성된 솔더볼에 관한 것이다. 본 발명의 접착층이 형성된 솔더볼은 솔더볼; 상기 솔더볼 표면에 코팅된 플럭스; 및 상기 플럭스 표면에 형성된 접착층을 포함함에 기술적 특징이 있다. 솔더볼, 플럭스, 접착층, 에폭시, 레진",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf186337c6fc277c6ffd378f0c9a38e0dcde8289601961a0889f6fdfb623f0872c5d8a5e30cb99f207878a8d7234e75afe32979348150deef5,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00d811f1e442060ed7cff3bb4092429d1c73c9e1ae65957281ba0c2118174e4e90e5b0b421b90c93ae6e803fbc6f6c4a132bc1a7d27fac171b,(주)덕산테코피아
덕산테코피아,21,등록,방열성 에폭시 솔더링 플럭스 및 이를 이용한 반도체 소자 실장 방법,H10W 72/00|B23K 1/19|B23K 1/20,1011631720000,20120629,1020100128523,20101215,1020120067093,20120625,,20120706,"방열성을 가지는 에폭시 솔더링 플럭스 및 이를 이용한 반도체 소자 실장 방법이 개시된다. 본 발명의 실시예에 따른 에폭시 솔더링 플럭스는 에폭시 수지, 방열제, 에폭시 경화제, 및 활성제를 포함하는 것을 특징으로 할 수 있다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf28b9ee0c8440c0cbc3982da39bed14a5132531f87933e04f8639f81ac74b1ac46abeb7603039b505601455b15b158aaa3d2e035c3bdfcbeb,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf72625164ec60f0ce97afd5a1d1643b258f36f921a873ce94c5d3633c5958aa6574b4990e4bd74dca7100d6157441ac36eef2fdda5a41bbde522,(주)덕산테코피아
덕산테코피아,22,등록,솔더 잉크 및 이를 이용한 전자소자 패키지,H10W 70/60|H10W 72/00,1010610480000,20110825,1020100014281,20100217,1020110094714,20110824,,20110901,"본 발명은 솔더 잉크 및 이를 이용한 전자소자 패키지에 관한 것으로, 솔더 잉크는 주석(Sn)을 가지는 합금을 포함하는 솔더 파우더; 로진수지 또는 로진변성 수지로 구성되는 제1수지를 포함하는 바인더; 활성화제; 및 용매를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf85485ef16585d43457d62426825bdcb122ab188ad59a02cd10fe9d289fdc7bc27f8a04e5cc73b95f6d3ff6f810c4faa63b48c2aabba769ab,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726ece562a0e923d647293b821b2ad524396acf2fe4ece61ea961dc3edd7b9ea165fd1611e20a29d4003a154de25f54574f4056297647d65183,(주)덕산테코피아
덕산테코피아,23,등록,회수 TMIn 재이용방법,H10P 14/24|H10P 10/00|H10H 20/00,1014365900000,20140826,1020130060649,20130528,,,,20140902,"본 발명은 TMIn(trimethyl indium)이 충진된 캐니스터를 사용 후 각각의 캐니스터 내에 잔존하는 TMIn을 회수 및 정제하여 다시 새로운 캐니스터로서 재이용할 수 있도록 하기 위한 회수 TMIn 재이용방법에 관한 것으로, 본 발명에 따르면, LED와 같은 반도체 제조공정시 많이 이용되는 기상증착법에서 원료로서 사용되는 TMIn이 모두 사용되지 못하고 사용 후 캐니스터(canister) 내에 일부가 잔류함으로 인해 원료의 낭비로 인한 제조비용 증가에 더하여, 미처 사용되지 못하고 버려지는 원료물질로 인해 환경오염의 문제도 있었던 종래의 LED 제조공정의 문제점을 해결하기 위해, 사용 후 각각의 캐니스터 내에 잔류하는 TMIn 원료를 회수하여 다시 하나의 새로운 캐니스터에 모아서 재이용할 수 있도록 하는 회수 TMIn 재이용방법이 제공된다.",http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa5deddbc755cf187f6d3757ef79ca6fb35b40029cad8a01c83497d4b4b7c359d87a36e3fda61940e3560536772a8bfe0d05f766a1a58fc31,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00f922d5e68ed10e5772fcfa9cf841ca734b6cc67f98bcb2c02b7977634ae54c07850094854161c14fd25c05a450ca826dbef2ce026e9b4d66,한국기초과학지원연구원|(주)덕산테코피아
