year,sales,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,rnd,capex,ocf,fcf,interest_expense,roe,operating_margin,current_ratio_%,debt_ratio,interest_coverage,sales_growth
2022,1675287533666.0,768746685740.0,558836662217.0,2122700474808.0,484416396415.0,1638284078393.0,1327724119744.0,404353962296.0,,184449968358,1593209265371,1408759297013,19677408149.0,34.11109645679797,45.88744739583695,328.3568960731646,29.56852250497155,39.06747676924451,
2023,1154223638940.0,265437456373.0,264149250979.0,2043378694132.0,303296256385.0,1740082437747.0,1027982955095.0,220150412233.0,,335598542669,224258155766,-111340386903,10636467274.0,15.180272224401708,22.99705597927008,466.9457325417208,17.42999353396715,24.955415133165577,-31.102953030741276
2024,1131167709804.0,190838683363.0,229385888355.0,2396851168578.0,396162364261.0,2000688804317.0,1194370198832.0,316866668877.0,,133532467595,382634373825,249101906230,13484106457.0,11.465345727933352,16.870945104688946,376.9314718600541,19.80129860307,14.152860923456295,-1.9975270266664902
2025,1397233307039.0,277294561174.0,252582440798.0,2992581747645.0,748586290599.0,2243995457046.0,1435680643640.0,579178189189.0,,154293743682,356967025481,202673281799,30554636239.0,11.255924783845153,19.84597416745234,247.88237375622276,33.35952790138178,9.075367777413126,23.521321810105576
