fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,768688180555.0,197684583161.0,158670881601.0,1197174769029.0,429305067616.0,767869701413.0,66050681155.0,143216285623.0,122111064508.0,21105221115.0,-180473167425.0,244,수익(매출액),영업이익,계속영업당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,197684583161.0,,valuation_intake_normalized_or_dart
2022,885470791861.0,185990108464.0,166977755320.0,1253310602636.0,400814014226.0,852496588410.0,99069597710.0,173619763063.0,111526119294.0,62093643769.0,-30167558936.0,264,수익(매출액),영업이익,계속영업당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,185990108464.0,,valuation_intake_normalized_or_dart
2023,771654641559.0,124144351473.0,108690123238.0,1350979663141.0,409492209835.0,941487453306.0,67090723198.0,144112563274.0,435731012.0,143676832262.0,-171857063332.0,263,수익(매출액),영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,124144351473.0,,valuation_intake_normalized_or_dart
2024,776356975793.0,128825376120.0,124893890949.0,1464678817159.0,393235114115.0,1071443703044.0,83682420420.0,162357290592.0,2741369977.0,159615920615.0,-72067028328.0,303,수익(매출액),영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,128825376120.0,,valuation_intake_normalized_or_dart
