date,open,high,low,close,volume,market_cap,return,market_return,abnormal_return,mdd,ma20,ma60,ma20_ratio,ma60_ratio,vix,vkospi,eps,psr,car_3,car_5,inst_net_buy,foreign_net_buy,foreign_holding_shares,foreign_holding_pct
2021-04-01,14280.484429065744,14380.0,14180.968858131488,14380.0,257869,480533267640.0,0.010489516248127329,0.008486251847749982,0.002003264400377347,-0.16954021270651196,14228.238671875,15361.057470703125,1.0106662062413239,0.9361334678570005,17.329999923706055,13.54,,,-0.03377375918280412,-0.04289951866888975,5543.0,28038.0,1489183.0,4.76
2021-04-02,14479.515651755137,14778.062366224316,14330.242294520549,14529.2734375,476713,485521504962.2344,0.010380628477051568,0.008227034814988876,0.0021535936620626916,-0.160919518189487,14235.70234375,15348.618033854167,1.0206221714012509,0.9466176958377,17.329999923706055,13.54,,,-0.010230468070964394,-0.04008686516295057,-4549.0,1004.0,1492379.0,4.77
2021-04-05,14628.789008989726,14678.54679473459,14330.242294520549,14529.2734375,295465,485521504962.2344,0.0,0.0025796804070015167,-0.0025796804070015167,-0.160919518189487,14255.60546875,15337.007893880209,1.0191972181995295,0.9473342869763722,17.90999984741211,13.54,,,0.001577177655438522,-0.034199845927742945,-9034.0,-4049.0,1488350.0,4.75
2021-04-06,14778.062366224316,15026.85129494863,14529.2734375,14529.2734375,457712,485521504962.2344,0.0,0.0020026723158714788,-0.0020026723158714788,-0.160919518189487,14300.3875,15315.44619140625,1.016005575897856,0.9486679823701523,18.1200008392334,13.54,,,-0.002428759060810304,-0.014812820793837389,11846.0,-14987.0,1472993.0,4.7
2021-04-07,14579.031169181033,14678.546740301723,14380.000026939655,14429.7578125,347993,482196013414.0781,-0.006849318751421585,0.003303348083931734,-0.010152666835353319,-0.16666664786750357,14357.608984375,15286.420817057291,1.0050251283624954,0.943959216169073,17.15999984741211,13.54,,,-0.014735019558226314,-0.010578161495786276,10154.0,-14909.0,1458049.0,4.66
2021-04-08,14529.272807874178,15972.248531943875,14230.726106342518,15126.3662109375,3736110,505474421617.5996,0.04827582052929902,0.0018646264976949212,0.0464111940316041,-0.12643679651887607,14427.269873046875,15276.469254557293,1.0484565925530154,0.9901742319433521,16.950000762939453,13.54,,,0.0342558548803793,0.033829768135440474,34110.0,-48123.0,1419361.0,4.53
2021-04-09,15325.397345291942,15375.155128880551,14927.33507658306,15126.3662109375,697977,505474421617.5996,0.0,-0.003620485393435069,0.003620485393435069,-0.12643679651887607,14479.51552734375,15262.371207682292,1.044673503224069,0.9910888685058102,16.690000534057617,13.54,,,0.03987901258968585,0.03529665986681285,18737.0,3246.0,1422173.0,4.54
2021-04-12,15176.123936128932,15275.63950292322,14927.335019143213,15026.8505859375,446318,502148930069.44336,-0.006578951191069438,0.0011846575274123694,-0.007763608718481807,-0.13218392619689265,14511.858056640625,15245.785270182292,1.0354877044198496,0.9856396584128084,16.90999984741211,13.54,,,0.04226807070655736,0.03011273155533256,8260.0,1362.0,1422972.0,4.54
2021-04-13,15076.6083984375,15176.123965423887,14977.092831451115,15076.6083984375,330305,503811675843.5215,0.0033112602148692716,0.010680602150042073,-0.007369341935172802,-0.12931036135788437,14544.2005859375,15230.857926432293,1.0366061929188994,0.9898725647143553,16.649999618530273,13.54,,,-0.01151246526021954,0.02474606193603124,8557.0,20042.0,1443265.0,4.61
2021-04-14,15225.881807120903,15524.428509221312,15126.3662397541,15176.1240234375,627933,507137167391.67773,0.006600663913928662,0.0041967398612940965,0.002403924052634565,-0.1235632316798677,14591.470458984375,15225.052848307292,1.0400681731218622,0.9967862952360633,16.989999771118164,13.54,,,-0.012729026601020044,0.03730265282401912,7409.0,-18086.0,1424344.0,4.55
