source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020110102329,46143736,,US,US,US,,201213646407,20121005,2013265298,20131010,,,201213646407,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020110102329,46143736,,US,US,US,,201213646407,20121005,9202302,20151201,,,201213646407,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020210008776,81406055,,CN,CN,CN,,202111140435,20210928,114460715,20220510,,,202111140435,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020210008776,81406055,,KR,KR,KR,,20210103835,20210806,20220063711,20220517,,,20210103835,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020210008776,81406055,,US,US,US,,202117481532,20210922,2022146791,20220512,,,202117481532,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020210103835,81406055,,CN,CN,CN,,202111140435,20210928,114460715,20220510,,,202111140435,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020210103835,81406055,,KR,KR,KR,,20210008776,20210121,20220063682,20220517,,,20210008776,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR,N
1020210103835,81406055,,US,US,US,,202117481532,20210922,2022146791,20220512,,,202117481532,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020130050951,51867385,,KR,KR,WO,,2013006593,20130723,2014181924,20141113,,,2013006593,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
1020140006804,53543097,,US,US,US,,201615198707,20160630,2016314615,20161027,,,201615198707,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020140006804,53543097,,KR,KR,WO,,2014000567,20140120,2015108218,20150723,,,2014000567,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,KR|WO,Y
