fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,375194330803.0,62184554759.0,73988020802.0,336944738958.0,41999577651.0,294945161307.0,63086820110.0,76534760051.0,12624034694.0,63910725357.0,-33777538307.0,135,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,62184554759.0,,valuation_intake_normalized_or_dart
2022,357991682573.0,55898658621.0,46766672131.0,336518156052.0,29847950093.0,306670205959.0,33677490809.0,15440038685.0,5931979415.0,9508059270.0,-13198013119.0,131,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,55898658621.0,,valuation_intake_normalized_or_dart
2023,146938072263.0,-5861866998.0,1565979353.0,321829824257.0,22931149578.0,298898674679.0,20904046251.0,28623468169.0,24876580.0,28598591589.0,-34579807401.0,130,매출액,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-5861866998.0,,valuation_intake_normalized_or_dart
2024,240077826420.0,38473734786.0,42653657309.0,381186883677.0,50648891417.0,330537992260.0,11649701213.0,30510621174.0,113380000.0,30397241174.0,-50116977999.0,139,매출액,영업이익(손실),당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산,38473734786.0,,valuation_intake_normalized_or_dart
