record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020210179470|1028819050000|반도체 소자 및 제조방법|주식회사 디비하이텍,반도체 소자 및 제조방법,주식회사 디비하이텍,1020210179470,1020230090581,1028819050000,등록,2021,2023,2025,H10D; H10W,,기판; 반도체; 소자,False,True,False,38.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,146
1020220047299|1029606910000|알에프 스위치 소자|주식회사 디비하이텍,알에프 스위치 소자,주식회사 디비하이텍,1020220047299,1020230148502,1029606910000,등록,2022,2023,2026,H10D; H03K,,기판; 소자,False,True,False,35.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,11
1020220048639|1029628710000|반도체 소자 및 제조방법|주식회사 디비하이텍,반도체 소자 및 제조방법,주식회사 디비하이텍,1020220048639,1020230149433,1029628710000,등록,2022,2023,2026,H10D,,반도체; 소자,False,True,False,33.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,5
1020230068165||고전압 반도체 소자 및 제조방법|주식회사 디비하이텍,고전압 반도체 소자 및 제조방법,주식회사 디비하이텍,1020230068165,1020240170117,,공개,2023,2024,,H10D; H10W; H10P,,공정; 기판; 반도체; 소자,False,False,False,32.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,15
1020070139657|1009199990000|다마신 배선을 갖는 반도체 소자의 층간 절연막 제조 방법|주식회사 디비하이텍,다마신 배선을 갖는 반도체 소자의 층간 절연막 제조 방법,주식회사 디비하이텍,1020070139657,1020090071773,1009199990000,소멸,2007,2009,2009,H10W; H10P,,CVD; 수율; 기판; 반도체; 소자,False,True,True,31.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,34
1020180003123|1025986730000|소자 분리막 구조물의 제조방법|주식회사 디비하이텍,소자 분리막 구조물의 제조방법,주식회사 디비하이텍,1020180003123,1020190085241,1025986730000,등록,2018,2019,2023,H10W; H10P,,기판; 소자,False,True,False,31.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,38
"1020080091387|1010171930000|반도체 소자 형성 방법, ILD라이너 형성 방법|주식회사 디비하이텍","반도체 소자 형성 방법, ILD라이너 형성 방법",주식회사 디비하이텍,1020080091387,1020100032481,1010171930000,소멸,2008,2010,2011,H10W; H10P,,CVD; 공정; 기판; 반도체; 소자,False,True,True,31.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,48
1020070122572|1009406650000|반도체 소자의 제조 방법|주식회사 디비하이텍,반도체 소자의 제조 방법,주식회사 디비하이텍,1020070122572,1020090055764,1009406650000,소멸,2007,2009,2010,H10W; H10P,,수율; 공정; 기판; 반도체; 소자,False,True,True,31.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,51
1020070139165|1009404170000|반도체 소자의 금속배선 형성방법|주식회사 디비하이텍,반도체 소자의 금속배선 형성방법,주식회사 디비하이텍,1020070139165,1020090070984,1009404170000,소멸,2007,2009,2010,H10W; H10P,,공정; 기판; 반도체; 소자; 웨이퍼,False,True,True,31.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,82
1020180008940|1024247710000|반도체 소자 및 그 제조 방법|주식회사 디비하이텍,반도체 소자 및 그 제조 방법,주식회사 디비하이텍,1020180008940,1020190090270,1024247710000,소멸,2018,2019,2022,H10D; H10P; H10W,,기판; 반도체; 소자,False,True,True,30.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,9
1020230005849||반도체 소자 및 제조방법|주식회사 디비하이텍,반도체 소자 및 제조방법,주식회사 디비하이텍,1020230005849,1020240114006,,공개,2023,2024,,H10D; H10W; H10P,,공정; 반도체; 소자,False,False,False,29.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,26
1020080108617|1010038820000|오버레이 키의 미스얼라인 측정장치 및 방법|주식회사 디비하이텍,오버레이 키의 미스얼라인 측정장치 및 방법,주식회사 디비하이텍,1020080108617,1020100049456,1010038820000,소멸,2008,2010,2010,H10P; G03F; G01N,,후공정; 공정; 반도체; 웨이퍼,False,True,True,29.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,81
1020070080571|1008312500000|반도체 소자 제조 방법|주식회사 디비하이텍,반도체 소자 제조 방법,주식회사 디비하이텍,1020070080571,,1008312500000,소멸,2007,2008,2008,H01L; H10P; H10B,,공정; 기판; 반도체; 소자,False,True,True,29.5,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,91
1020230099421||고전압 반도체 소자 및 그 제조방법|주식회사 디비하이텍,고전압 반도체 소자 및 그 제조방법,주식회사 디비하이텍,1020230099421,1020250018611,,공개,2023,2025,,H10D; H10W,,기판; 반도체; 소자,False,False,False,28.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,6
1020080091016|1009713250000|반도체 소자의 MIM 커패시터 제조 방법|주식회사 디비하이텍,반도체 소자의 MIM 커패시터 제조 방법,주식회사 디비하이텍,1020080091016,1020100032057,1009713250000,소멸,2008,2010,2010,H10B; H10W,,공정; 기판; 반도체; 소자,False,True,True,28.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,30
1020070080046|1008649330000|반도체 소자의 제조 방법|주식회사 디비하이텍,반도체 소자의 제조 방법,주식회사 디비하이텍,1020070080046,,1008649330000,소멸,2007,2008,2008,H10W; H10D,,공정; 기판; 반도체; 소자,False,True,True,28.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,65
1020070055767|1008729720000|반도체 소자의 제조 방법|주식회사 디비하이텍,반도체 소자의 제조 방법,주식회사 디비하이텍,1020070055767,,1008729720000,소멸,2007,2008,2008,H10W; H10P,,공정; 기판; 반도체; 소자,False,True,True,28.0,data\반도체\DB하이텍\tech\source\dbhitek_kipris_plus_bibliographic_raw.csv,94
