company,current_price,week52_high,week52_low,beta,volume,price_change_5d,oecd_g20,oecd_korea,oecd_usa,oecd_china,latest_report,dart_date,value_chain_position,products,process,news_titles,news_dates
한솔케미칼,305500.0,346500.0,119300.0,1.436,33428,-0.97,0.0,0.0,0.0,0.0,임원ㆍ주요주주특정증권등소유상황보고서,20260522,후공정/패키징/테스트,,세계 유수의 반도체 업체들에게 최첨단 반도체 패키징 솔루션을 제공하여 업계에서 신뢰받는 기업으로 자리 잡고 있습니다.,,
