application_number,open_number,register_number,register_status,final_disposal,invention_title,right_holder
1020240067897,1020250168887,,거절,거절,기판에 트랩된 전하를 제거하는 방법 및 장치,(주)넥스틴
1020240067898,1020250168888,,거절,거절,기판에 트랩된 전하를 제거하는 장치 및 방법,(주)넥스틴
1020240067080,1020250167860,,공개,공개,반도체 웨이퍼의 임베디드 정전하 제거 시스템 및 이를 이용한 임베디드 정전하 제거 방법,(주)넥스틴
1020250018174,1020260062780,,공개,공개,기판 처리 장치 및 방법,삼성전자주식회사|(주)넥스틴
1020130025286,,1014034690000,등록,등록,이중 거울 방식을 이용한 웨이퍼 영상 검사 장치,(주)넥스틴
1020130103801,1020150025777,1015216200000,등록,등록,다이 영상 분할 방법,(주)넥스틴
1020130043287,,1013918400000,등록,등록,오엘이디 패널용 기판 어레이 검사장치 및 검사방법,(주)넥스틴
1020140021568,,1015233360000,등록,등록,웨이퍼 영상 검사 장치,(주)넥스틴|삼성전자주식회사
1020220169291,1020240084706,1029463660000,등록,등록,실시간 가변 기능을 갖는 암시야 검사 장치,(주)넥스틴
1020240031979,1020250135522,,공개,공개,반도체의 결함 검사를 위한 레시피 생성 방법,(주)넥스틴
1020240123135,1020260037356,,공개,공개,웨이퍼 검사 장치 및 방법,(주)넥스틴
1020240093845,1020260011838,,공개,공개,반도체의 결함 검사 방법.,(주)넥스틴
1020130146941,,1015079500000,등록,등록,웨이퍼 영상 검사 장치,(주)넥스틴
1020210106506,,1024977550000,등록,등록,반도체 기판의 정전기 제거 장치,(주)넥스틴
1020130039195,,1013794480000,등록,등록,다중 조명 장치를 이용한 웨이퍼 영상 검사 장치,(주)넥스틴
1020210048893,1020220142625,1026373350000,등록,등록,반도체 소자의 결함 검사를 위한 미세 케어 영역의 분할 방법,(주)넥스틴
1020210127024,1020230044651,1026373330000,등록,등록,웨이퍼 검사 광학계,(주)넥스틴
1020140122626,,1015451860000,등록,등록,사전 정의된 목표 영상을 이용한 웨이퍼 패턴 결함 위치 보정 방법,(주)넥스틴
1020230130942,1020230142686,1027058090000,등록,등록,셀-대-셀 비교 방법,(주)넥스틴
1020150102875,,1016476880000,등록,등록,마스크 내 다이 크기 및 개수 자동 획득 방법,(주)넥스틴
1020150044515,,1016523560000,등록,등록,광학적 웨이퍼 검사 장치,(주)넥스틴
1020150044514,,1016523550000,등록,등록,광학적 웨이퍼 검사 장치,(주)넥스틴
1020170171206,1020190070566,1020509600000,등록,등록,반도체 웨이퍼 주변부 파티클 검사방법,(주)넥스틴
1020210048890,1020220142623,1025863940000,등록,등록,셀-대-셀 비교 방법,(주)넥스틴
1020180000188,1020190082508,1019992100000,등록,등록,3차원 적층형 반도체장치의 칩 적층 공정을 위한 중간단계 검사 방법,(주)넥스틴
1020150188174,1020170078902,,거절,거절,기판 상의 패턴 이미지 검출 방법 및 이를 이용한 기판 검사방법,(주)넥스틴
1020140121978,1020160032327,1022093870000,등록,등록,원장 검사 방법 및 이를 이용한 원장 검사 장치,삼성디스플레이 주식회사|(주)넥스틴
1020130135773,,1014713910000,등록,등록,유기발광다이오드 표시장치 검사방법 및 검사장치,(주)넥스틴
1020230149059,1020250063487,1028487470000,등록,등록,조명 장치 및 이를 포함하는 반도체 검사 장치,(주)넥스틴
1020150094055,1020150086447,1015532900000,등록,등록,유기발광다이오드 표시장치의 기판 검사 및 리페어 시스템,(주)넥스틴
