date,open,high,low,close,adj_close,volume,daily_return,drawdown,ma20,ma60,ma120,rolling_vol_20,rolling_vol_60,return_20d,return_60d,return_120d,distance_to_ma20,distance_to_ma60,distance_to_ma120,rolling_high_52w,rolling_low_52w,price_to_52w_high,price_to_52w_low,shares_outstanding,market_cap,trading_value,trading_value_ma20,turnover_ratio,source,ticker
2021-01-04,36550.0,37000.0,35900.0,37000.0,36056.16015625,1781019.0,0.0,0.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,0.0,0.0,51414494.0,1902336278000.0,65897703000.0,65897703000.0,0.03464040704164083,yfinance_download,005290.KQ
2021-01-05,36850.0,38400.0,36100.0,36600.0,35666.36328125,1826189.0,-0.010810810810810811,-0.010810810810810811,36800.0,36800.0,36800.0,0.12135105038185758,0.12135105038185758,-0.010810810810810811,-0.010810810810810811,-0.010810810810810811,-0.005434782608695676,-0.005434782608695676,-0.005434782608695676,37000.0,36600.0,-0.010810810810810811,0.0,51414494.0,1881770480400.0,66838517400.0,66368110200.0,0.03551895307965104,yfinance_download,005290.KQ
2021-01-06,37050.0,37700.0,35450.0,35500.0,34594.421875,1661790.0,-0.030054644808743203,-0.04054054054054057,36366.666666666664,36366.666666666664,36366.666666666664,0.2416612897840429,0.2416612897840429,-0.04054054054054057,-0.04054054054054057,-0.04054054054054057,-0.02383134738771764,-0.02383134738771764,-0.02383134738771764,37000.0,35500.0,-0.04054054054054057,0.0,51414494.0,1825214537000.0,58993545000.0,63909921800.0,0.032321430606707904,yfinance_download,005290.KQ
2021-01-07,35800.0,36150.0,35400.0,35650.0,34740.59765625,1052141.0,0.004225352112676051,-0.03648648648648645,36187.5,36187.5,36187.5,0.2428997883332113,0.2428997883332113,-0.03648648648648645,-0.03648648648648645,-0.03648648648648645,-0.014853195164076016,-0.014853195164076016,-0.014853195164076016,37000.0,35500.0,-0.03648648648648645,0.004225352112676051,51414494.0,1832926711100.0,37508826650.0,57309648012.5,0.0204638987597544,yfinance_download,005290.KQ
2021-01-08,36050.0,36600.0,35600.0,35900.0,34984.21875,1485471.0,0.007012622720897532,-0.02972972972972976,36130.0,36130.0,36130.0,0.23965095521905216,0.23965095521905216,-0.02972972972972976,-0.02972972972972976,-0.02972972972972976,-0.006365900913368416,-0.006365900913368416,-0.006365900913368416,37000.0,35500.0,-0.02972972972972976,0.011267605633802802,51414494.0,1845780334600.0,53328408900.0,56513400190.0,0.028892066894599798,yfinance_download,005290.KQ
2021-01-11,36050.0,37600.0,35100.0,36200.0,35276.56640625,2468986.0,0.008356545961002881,-0.021621621621621623,36141.666666666664,36141.666666666664,36141.666666666664,0.23348037777658254,0.23348037777658254,-0.021621621621621623,-0.021621621621621623,-0.021621621621621623,0.0016140189070787958,0.0016140189070787958,0.0016140189070787958,37000.0,35500.0,-0.021621621621621623,0.019718309859154903,51414494.0,1861204682800.0,89377293200.0,61990715691.666664,0.048021205849074385,yfinance_download,005290.KQ
2021-01-12,36200.0,37500.0,35700.0,36500.0,35568.91015625,1795653.0,0.008287292817679592,-0.013513513513513487,36192.857142857145,36192.857142857145,36192.857142857145,0.22465043644048552,0.22465043644048552,-0.013513513513513487,-0.013513513513513487,-0.013513513513513487,0.008486283797118466,0.008486283797118466,0.008486283797118466,37000.0,35500.0,-0.013513513513513487,0.028169014084507005,51414494.0,1876629031000.0,65541334500.0,62497946950.0,0.03492503495220628,yfinance_download,005290.KQ
2021-01-13,37250.0,37450.0,36150.0,36250.0,35325.29296875,1013665.0,-0.006849315068493178,-0.020270270270270285,36200.0,36200.0,36200.0,0.2098663897065676,0.2098663897065676,-0.020270270270270285,-0.020270270270270285,-0.020270270270270285,0.0013812154696133394,0.0013812154696133394,0.0013812154696133394,37000.0,35500.0,-0.020270270270270285,0.021126760563380254,51414494.0,1863775407500.0,36745356250.0,59278873112.5,0.01971554947132223,yfinance_download,005290.KQ
2021-01-14,36150.0,36550.0,35450.0,35700.0,34789.32421875,920167.0,-0.015172413793103412,-0.03513513513513511,36144.444444444445,36144.444444444445,36144.444444444445,0.20748437507952314,0.20748437507952314,-0.03513513513513511,-0.03513513513513511,-0.03513513513513511,-0.012296341838303082,-0.012296341838303082,-0.012296341838303082,37000.0,35500.0,-0.03513513513513511,0.005633802816901401,51414494.0,1835497435800.0,32849961900.0,56342327422.22222,0.01789703502673779,yfinance_download,005290.KQ
2021-01-15,36000.0,36750.0,35000.0,35200.0,34302.078125,1162900.0,-0.014005602240896309,-0.048648648648648596,36050.0,36050.0,36050.0,0.20210225410321667,0.20210225410321667,-0.048648648648648596,-0.048648648648648596,-0.048648648648648596,-0.023578363384188616,-0.023578363384188616,-0.023578363384188616,37000.0,35200.0,-0.048648648648648596,0.0,51414494.0,1809790188800.0,40934080000.0,54801502680.0,0.022618135656455162,yfinance_download,005290.KQ
2021-01-18,34500.0,34750.0,33650.0,33900.0,33035.23828125,1212823.0,-0.03693181818181823,-0.08378378378378382,35854.545454545456,35854.545454545456,35854.545454545456,0.24548882275242098,0.24548882275242098,-0.08378378378378382,-0.08378378378378382,-0.08378378378378382,-0.05451318458417853,-0.05451318458417853,-0.05451318458417853,37000.0,33900.0,-0.08378378378378382,0.0,51414494.0,1742951346600.0,41114699700.0,53557247863.63636,0.02358912644360557,yfinance_download,005290.KQ
2021-01-19,34050.0,34300.0,33250.0,33950.0,33083.9609375,876344.0,0.001474926253687281,-0.08243243243243248,35695.833333333336,35695.833333333336,35695.833333333336,0.2379027469679413,0.2379027469679413,-0.08243243243243248,-0.08243243243243248,-0.08243243243243248,-0.04890860277810205,-0.04890860277810205,-0.04890860277810205,37000.0,33900.0,-0.08243243243243248,0.001474926253687281,51414494.0,1745522071300.0,29751878800.0,51573467108.333336,0.017044687826743954,yfinance_download,005290.KQ
2021-01-20,34350.0,35850.0,34200.0,35500.0,34594.421875,1321048.0,0.04565537555228283,-0.04054054054054057,35680.769230769234,35680.769230769234,35680.769230769234,0.3251252453592184,0.3251252453592184,-0.04054054054054057,-0.04054054054054057,-0.04054054054054057,-0.005066292982645382,-0.005066292982645382,-0.005066292982645382,37000.0,33900.0,-0.04054054054054057,0.0471976401179941,51414494.0,1825214537000.0,46897204000.0,51213754561.53846,0.025694077627215393,yfinance_download,005290.KQ
2021-01-21,35800.0,35950.0,34900.0,35350.0,34448.25,773233.0,-0.004225352112676051,-0.04459459459459458,35657.142857142855,35657.142857142855,35657.142857142855,0.3124145139022137,0.3124145139022137,-0.04459459459459458,-0.04459459459459458,-0.04459459459459458,-0.008613782051282048,-0.008613782051282048,-0.008613782051282048,37000.0,33900.0,-0.04459459459459458,0.04277286135693226,51414494.0,1817502362900.0,27333786550.0,49508042560.71429,0.01503920275866179,yfinance_download,005290.KQ
2021-01-22,35750.0,35750.0,34300.0,34450.0,33571.20703125,894841.0,-0.02545968882602545,-0.06891891891891888,35576.666666666664,35576.666666666664,35576.666666666664,0.3147219395401064,0.3147219395401064,-0.06891891891891888,-0.06891891891891888,-0.06891891891891888,-0.03166869671132755,-0.03166869671132755,-0.03166869671132755,37000.0,33900.0,-0.06891891891891888,0.016224188790560534,51414494.0,1771229318300.0,30827272450.0,48262657886.666664,0.017404450192585772,yfinance_download,005290.KQ
2021-01-25,34550.0,35250.0,34150.0,35250.0,34350.8046875,695724.0,0.023222060957909907,-0.04729729729729726,35556.25,35556.25,35556.25,0.32343282035052023,0.32343282035052023,-0.04729729729729726,-0.04729729729729726,-0.04729729729729726,-0.008613113025136232,-0.008613113025136232,-0.008613113025136232,37000.0,33900.0,-0.04729729729729726,0.03982300884955747,51414494.0,1812360913500.0,24524271000.0,46779008706.25,0.01353167066080627,yfinance_download,005290.KQ
2021-01-26,35550.0,35600.0,34300.0,34350.0,33473.76171875,755142.0,-0.025531914893617058,-0.07162162162162167,35485.294117647056,35485.294117647056,35485.294117647056,0.3251317206229175,0.3251317206229175,-0.07162162162162167,-0.07162162162162167,-0.07162162162162167,-0.031993369249896264,-0.031993369249896264,-0.031993369249896264,37000.0,33900.0,-0.07162162162162167,0.01327433628318575,51414494.0,1766087868900.0,25939127700.0,45553133352.94118,0.014687336998784817,yfinance_download,005290.KQ
2021-01-27,34650.0,34700.0,32950.0,33150.0,32304.37109375,1371742.0,-0.03493449781659386,-0.1040540540540541,35355.555555555555,35355.555555555555,35355.555555555555,0.33577806683732486,0.33577806683732486,-0.1040540540540541,-0.1040540540540541,-0.1040540540540541,-0.06238214959145194,-0.06238214959145194,-0.06238214959145194,37000.0,33150.0,-0.1040540540540541,0.0,51414494.0,1704390476100.0,45473247300.0,45548695238.888885,0.026680064185791656,yfinance_download,005290.KQ
2021-01-28,32250.0,32600.0,30950.0,31250.0,30452.837890625,1654656.0,-0.05731523378582204,-0.15540540540540537,35139.47368421053,35139.47368421053,35139.47368421053,0.3762704071379355,0.3762704071379355,-0.15540540540540537,-0.15540540540540537,-0.15540540540540537,-0.11068673706283239,-0.11068673706283239,-0.11068673706283239,37000.0,31250.0,-0.15540540540540537,0.0,51414494.0,1606702937500.0,51708000000.0,45872869173.68421,0.032182675959039876,yfinance_download,005290.KQ
2021-01-29,31700.0,31850.0,29750.0,30400.0,29624.521484375,1215861.0,-0.027200000000000002,-0.17837837837837833,34902.5,34902.5,34902.5,0.3721497410672958,0.3721497410672958,-0.17837837837837833,-0.17837837837837833,-0.17837837837837833,-0.12900222047131293,-0.12900222047131293,-0.12900222047131293,37000.0,30400.0,-0.17837837837837833,0.0,51414494.0,1563000617600.0,36962174400.0,45427334435.0,0.02364821483996322,yfinance_download,005290.KQ
2021-02-01,30000.0,31200.0,29800.0,31100.0,30306.666015625,787573.0,0.023026315789473673,-0.1594594594594595,34607.5,34721.42857142857,34721.42857142857,0.38856991015384995,0.37983711053413066,-0.1594594594594595,-0.1594594594594595,-0.1594594594594595,-0.10135086325218523,-0.10429952684632793,-0.10429952684632793,37000.0,30400.0,-0.1594594594594595,0.023026315789473673,51414494.0,1598990763400.0,24493520300.0,43357125300.0,0.015318112437321663,yfinance_download,005290.KQ
2021-02-02,31450.0,32200.0,31100.0,31500.0,30696.4609375,680957.0,0.012861736334405238,-0.14864864864864868,34352.5,34575.0,34575.0,0.3956127830933007,0.3773242633256257,-0.139344262295082,-0.14864864864864868,-0.14864864864864868,-0.08303616912888434,-0.08893709327548804,-0.08893709327548804,37000.0,30400.0,-0.14864864864864868,0.03618421052631571,51414494.0,1619556561000.0,21450145500.0,41087706705.0,0.013244455931045436,yfinance_download,005290.KQ
2021-02-03,32000.0,32300.0,31400.0,31700.0,30891.359375,671554.0,0.006349206349206327,-0.14324324324324322,34162.5,34450.0,34450.0,0.38873687317322453,0.37129428932266006,-0.10704225352112673,-0.14324324324324322,-0.14324324324324322,-0.07208196121478228,-0.07982583454281567,-0.07982583454281567,37000.0,30400.0,-0.14324324324324322,0.04276315789473695,51414494.0,1629839459800.0,21288261800.0,39202442545.0,0.01306156975890884,yfinance_download,005290.KQ
2021-02-04,31600.0,31650.0,30500.0,30850.0,30063.041015625,691350.0,-0.02681388012618302,-0.16621621621621618,33922.5,34300.0,34300.0,0.3941641023988375,0.36908795790149834,-0.13464235624123422,-0.16621621621621618,-0.16621621621621618,-0.09057410273417343,-0.1005830903790087,-0.1005830903790087,37000.0,30400.0,-0.16621621621621618,0.014802631578947345,51414494.0,1586137139900.0,21328147500.0,38393408587.5,0.013446597373884492,yfinance_download,005290.KQ
2021-02-05,31150.0,31550.0,30650.0,31400.0,30599.013671875,520474.0,0.017828200972447306,-0.15135135135135136,33697.5,34184.0,34184.0,0.4010405465924331,0.37000931203832077,-0.12534818941504178,-0.15135135135135136,-0.15135135135135136,-0.06818013205727425,-0.08144161010999296,-0.08144161010999296,37000.0,30400.0,-0.15135135135135136,0.03289473684210531,51414494.0,1614415111600.0,16342883600.0,36544132322.5,0.010123098751103142,yfinance_download,005290.KQ
2021-02-08,31400.0,31450.0,30600.0,30700.0,29916.8671875,501594.0,-0.022292993630573243,-0.1702702702702703,33422.5,34050.0,34050.0,0.400871317124987,0.36594509020020954,-0.15193370165745856,-0.1702702702702703,-0.1702702702702703,-0.08145710225147729,-0.09838472834067546,-0.09838472834067546,37000.0,30400.0,-0.1702702702702703,0.009868421052631637,51414494.0,1578424965800.0,15398935800.0,32845214452.5,0.009755887123969362,yfinance_download,005290.KQ
2021-02-09,31050.0,31650.0,30850.0,31000.0,30209.216796875,414218.0,0.009771986970684043,-0.16216216216216217,33147.5,33937.03703703704,33937.03703703704,0.40170032775699543,0.36243376588137427,-0.15068493150684936,-0.16216216216216217,-0.16216216216216217,-0.06478618297005811,-0.08654370839244785,-0.08654370839244785,37000.0,30400.0,-0.16216216216216217,0.019736842105263053,51414494.0,1593849314000.0,12840758000.0,30210185627.5,0.008056444161445991,yfinance_download,005290.KQ
2021-02-10,30900.0,31150.0,30550.0,30800.0,30014.31640625,327758.0,-0.006451612903225823,-0.16756756756756752,32875.0,33825.0,33825.0,0.4017156480815509,0.3556590836032698,-0.15034482758620693,-0.16756756756756752,-0.16756756756756752,-0.06311787072243347,-0.08943089430894313,-0.08943089430894313,37000.0,30400.0,-0.16756756756756752,0.013157894736842035,51414494.0,1583566415200.0,10094946400.0,28877665135.0,0.006374817186764495,yfinance_download,005290.KQ
2021-02-15,31300.0,32800.0,31100.0,32650.0,31817.125,1071330.0,0.060064935064935154,-0.11756756756756759,32722.5,33784.48275862069,33784.48275862069,0.4669053548538289,0.40028774222298036,-0.08543417366946782,-0.11756756756756759,-0.11756756756756759,-0.0022156008862403986,-0.033579994896657306,-0.033579994896657306,37000.0,30400.0,-0.11756756756756759,0.07401315789473695,51414494.0,1678683229100.0,34978924500.0,28984113265.0,0.020837120365319553,yfinance_download,005290.KQ
2021-02-16,32750.0,33800.0,32350.0,33450.0,32596.716796875,1101566.0,0.02450229709035212,-0.09594594594594597,32635.0,33773.333333333336,33773.333333333336,0.4759312374758833,0.4019050406814835,-0.04971590909090906,-0.09594594594594597,-0.09594594594594597,0.02497318829477546,-0.009573628108961785,-0.009573628108961785,37000.0,30400.0,-0.09594594594594597,0.10032894736842102,51414494.0,1719814824300.0,36847382700.0,28779778400.0,0.02142520356224842,yfinance_download,005290.KQ
2021-02-17,33550.0,33900.0,32700.0,33800.0,32937.7890625,629287.0,0.010463378176382765,-0.08648648648648649,32630.0,33774.1935483871,33774.1935483871,0.4593994623427019,0.39702293126082094,-0.002949852507374673,-0.08648648648648649,-0.08648648648648649,0.03585657370517925,0.0007640878701049569,0.0007640878701049569,37000.0,30400.0,-0.08648648648648649,0.11184210526315796,51414494.0,1737809897200.0,21269900600.0,27787538445.0,0.01223948639852412,yfinance_download,005290.KQ
2021-02-18,33400.0,33700.0,32850.0,32900.0,32060.748046875,470458.0,-0.026627218934911268,-0.11081081081081079,32577.5,33746.875,33746.875,0.4691323662429238,0.39633888562870506,-0.030927835051546393,-0.11081081081081079,-0.11081081081081079,0.009899470493438756,-0.02509491619594406,-0.02509491619594406,37000.0,30400.0,-0.11081081081081079,0.08223684210526305,51414494.0,1691536852600.0,15478068200.0,27073847915.0,0.009150299135492805,yfinance_download,005290.KQ
2021-02-19,32700.0,33500.0,32250.0,33450.0,32596.716796875,693323.0,0.016717325227963542,-0.09594594594594597,32475.0,33737.878787878784,33737.878787878784,0.4412524377084357,0.3940232943721589,-0.05774647887323947,-0.09594594594594597,-0.09594594594594597,0.03002309468822162,-0.008532806395113779,-0.008532806395113779,37000.0,30400.0,-0.09594594594594597,0.10032894736842102,51414494.0,1719814824300.0,23191654350.0,25888570432.5,0.013484971766910709,yfinance_download,005290.KQ
2021-02-22,33700.0,33750.0,32450.0,32600.0,31768.400390625,513833.0,-0.025411061285500747,-0.11891891891891893,32337.5,33704.41176470588,33704.41176470588,0.44863256237623644,0.3928800100304993,-0.07779349363507782,-0.11891891891891893,-0.11891891891891893,0.008117510630073488,-0.032767572756228436,-0.032767572756228436,37000.0,30400.0,-0.11891891891891893,0.07236842105263164,51414494.0,1676112504400.0,16750955800.0,25359428895.0,0.00999393283924957,yfinance_download,005290.KQ
2021-02-23,31950.0,32500.0,31500.0,32100.0,31281.154296875,399469.0,-0.015337423312883458,-0.1324324324324324,32220.0,33658.57142857143,33658.57142857143,0.4435191435338926,0.38837803231225043,-0.06821480406386071,-0.1324324324324324,-0.1324324324324324,-0.003724394785847296,-0.04630533508764478,-0.04630533508764478,37000.0,30400.0,-0.1324324324324324,0.05592105263157898,51414494.0,1650405257400.0,12822954900.0,24459213017.5,0.007769579527516113,yfinance_download,005290.KQ
2021-02-24,32100.0,32500.0,30300.0,30450.0,29673.244140625,845939.0,-0.051401869158878455,-0.177027027027027,31980.0,33569.444444444445,33569.444444444445,0.46331530528755716,0.40300865279002723,-0.13617021276595742,-0.177027027027027,-0.177027027027027,-0.0478424015009381,-0.09292511377741008,-0.09292511377741008,37000.0,30400.0,-0.177027027027027,0.00164473684210531,51414494.0,1565571342300.0,25758842550.0,24520941595.0,0.016453317618957797,yfinance_download,005290.KQ
