year,revenue,operating_profit,net_income,assets,liabilities,equity,cash,cfo,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account
2021,1161284077161.0,131814933901.0,102879224817.0,1186189143728.0,625155643773.0,561033499955.0,231211989608.0,76098753709.0,98848468049.0,-22749714340.0,-96276916853.0,239,local_finance_csv,영업이익(손실),당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산
2022,1457214808307.0,216308703354.0,156195316180.0,1374303530098.0,673516166268.0,700787363830.0,280458844748.0,190056242655.0,92935559922.0,97120682733.0,-147320572980.0,195,local_finance_csv,영업이익(손실),당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산
2023,1309924437990.0,176174316058.0,123534360586.0,1606588027004.0,771106380233.0,835481646771.0,272560514431.0,114685604318.0,1128058465.0,113557545853.0,-260654256749.0,192,local_finance_csv,영업이익(손실),당기순이익,자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산
2024,1408144175958.0,208225729660.0,143484559745.0,2016989003189.0,996558402618.0,1020430600571.0,417387384045.0,226861923132.0,3589079921.0,223272843211.0,-267472661689.0,227,local_finance_csv,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
2025,,172448889381.0,94092225845.0,2006130721478.0,904550189105.0,1101580532373.0,371911660277.0,191257331406.0,4247018099.0,187010313307.0,-32797015301.0,244,,영업이익,당기순이익,자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산
