fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,304487495915.0,46406987615.0,38970170642.0,206243424515.0,54879817695.0,151363606820.0,,25550968576.0,12507498658.0,13043469918.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,46406987615.0,,valuation_intake_normalized_or_dart
2022,312847806399.0,56941198199.0,47601992003.0,251831461020.0,50483188213.0,201348272807.0,,31483896813.0,6964306082.0,24519590731.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,56941198199.0,,valuation_intake_normalized_or_dart
2023,279215395450.0,42538138186.0,36937263561.0,279780462641.0,46679663926.0,233100798715.0,,47445747808.0,21003798827.0,26441948981.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,42538138186.0,,valuation_intake_normalized_or_dart
2024,346227651802.0,59081495358.0,45862225124.0,334828453070.0,66534901575.0,268293551495.0,,54407810220.0,19602771278.0,34805038942.0,,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,local_finance_csv,59081495358.0,,valuation_intake_normalized_or_dart
