fiscal_year,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash_and_equivalents,operating_cash_flow,capex,fcf,investing_cf,source_account_count,revenue_source_account,operating_profit_source_account,net_income_source_account,assets_source_account,liabilities_source_account,equity_source_account,cfo_source_account,capex_source_account,cash_source_account,ebit,ebitda,source
2021,32157006379.0,-27706660419.0,-23391227602.0,293233456820.0,34458706029.0,258774750791.0,139940197122.0,-42048759598.0,18308981395.0,-60357740993.0,-43944019978.0,249,영업수익,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,-27706660419.0,,valuation_intake_normalized_or_dart
2022,33412042600.0,-50375099038.0,-45091793579.0,252530449549.0,32931523513.0,219598926036.0,117964960451.0,-7135573296.0,4164323206.0,-11299896502.0,-16169444137.0,246,영업수익,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,유형자산의 취득,현금및현금성자산,-50375099038.0,,valuation_intake_normalized_or_dart
2023,34145640069.0,-80822342649.0,-73703570475.0,189502178859.0,41280911655.0,148221267204.0,63053955233.0,-62235789517.0,882678907.0,-63118468424.0,9367174530.0,229,영업수익,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-80822342649.0,,valuation_intake_normalized_or_dart
2024,125898140997.0,-20913487724.0,7800099578.0,738382908190.0,122384802337.0,615998105853.0,128912155244.0,78476380652.0,3072833608.0,75403547044.0,-457373611777.0,218,영업수익,영업이익(손실),당기순이익(손실),자산총계,부채총계,자본총계,영업활동현금흐름,무형자산의 취득,현금및현금성자산,-20913487724.0,,valuation_intake_normalized_or_dart
2025,141553069341.0,,-91552141111.0,701814921209.0,160694609940.0,541120311269.0,98649999024.0,-124532936677.0,2991403869.0,-127524340546.0,94141310077.0,246,영업수익,,당기순이익(손실),자산총계,부채총계,자본총계,영업활동으로 인한 현금흐름,무형자산의 취득,현금및현금성자산,,,valuation_intake_normalized_or_dart
