record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020160088201||기판 처리 시스템 및 기판 처리 방법|주식회사 원익아이피에스,기판 처리 시스템 및 기판 처리 방법,주식회사 원익아이피에스,1020160088201,1020180007230,,거절,2016,2018,,H10K; H10W,,공정; 기판; 소자,False,False,True,19.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,40
1020200066425||박막 증착 방법|주식회사 원익아이피에스,박막 증착 방법,주식회사 원익아이피에스,1020200066425,1020210149411,,취하,2020,2021,,H10P; H01J; C23C,,공정; 기판,False,False,True,17.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,64
1020120155650|1019363080000|박막증착장치|주식회사 원익아이피에스,박막증착장치,주식회사 원익아이피에스,1020120155650,1020140085857,1019363080000,소멸,2012,2014,2019,C23C,,기판,False,True,True,17.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,97
1020130105525|1018699490000|복합막 증착방법 및 기판 처리 장치|주식회사 원익아이피에스,복합막 증착방법 및 기판 처리 장치,주식회사 원익아이피에스,1020130105525,1020150026539,1018699490000,소멸,2013,2015,2018,C23C,,기판,False,True,True,17.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,101
1020160159566||플라즈마 원자층 증착법을 이용한 박막 증착 방법|주식회사 원익아이피에스,플라즈마 원자층 증착법을 이용한 박막 증착 방법,주식회사 원익아이피에스,1020160159566,1020180061472,,거절,2016,2018,,C23C,,ALD; 공정; 기판,False,False,True,17.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,104
1020210180606||반도체 제조용 가스공급 장치|주식회사 원익아이피에스,반도체 제조용 가스공급 장치,주식회사 원익아이피에스,1020210180606,1020230092070,,취하,2021,2023,,C23C; H10P,,반도체,False,False,True,17.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,57
1020190171926||기판 처리 방법 및 기판 처리 장치|주식회사 원익아이피에스,기판 처리 방법 및 기판 처리 장치,주식회사 원익아이피에스,1020190171926,1020210079782,,거절,2019,2021,,C23C; H10P,,공정; 기판,False,False,True,16.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,42
"1020110135859|1017543560000|증발원, 증착물질 공급장치, 및 이를 포함하는 증착장치|주식회사 원익아이피에스","증발원, 증착물질 공급장치, 및 이를 포함하는 증착장치",주식회사 원익아이피에스,1020110135859,1020130068576,1017543560000,소멸,2011,2013,2017,C23C; F27B,,,False,True,True,16.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,100
1020170170488||박막 두께 측정 장치 및 방법|주식회사 원익아이피에스,박막 두께 측정 장치 및 방법,주식회사 원익아이피에스,1020170170488,1020190070033,,거절,2017,2019,,G01B; H10P; G02B,,기판,False,False,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,56
1020200082737||기판 처리 장치 및 이를 이용한 박막 증착 방법|주식회사 원익아이피에스,기판 처리 장치 및 이를 이용한 박막 증착 방법,주식회사 원익아이피에스,1020200082737,1020220005201,,취하,2020,2022,,C23C,,공정; 기판,False,False,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,88
1020200066659||기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020200066659,1020210149511,,취하,2020,2021,,H01J; H01Q; H05H,,기판,False,False,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,89
1020200030859||기판 처리 장치의 시즈닝 처리 방법|주식회사 원익아이피에스,기판 처리 장치의 시즈닝 처리 방법,주식회사 원익아이피에스,1020200030859,1020210115297,,취하,2020,2021,,C23C,,공정; 기판,False,False,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,90
1020030021010|1004578290000|엘이디를 이용한 간판용 조명장치|주식회사 원익아이피에스,엘이디를 이용한 간판용 조명장치,주식회사 원익아이피에스,1020030021010,1020040086659,1004578290000,소멸,2003,2004,2004,G09F,,,False,True,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,98
1020180135428||가스 공급 및 배기 장치|주식회사 원익아이피에스,가스 공급 및 배기 장치,주식회사 원익아이피에스,1020180135428,1020180122985,,취하,2018,2018,,G02F,,공정; 기판,False,False,True,14.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,99
1020130107922||박막증착장치|주식회사 원익아이피에스,박막증착장치,주식회사 원익아이피에스,1020130107922,1020150029146,,취하,2013,2015,,C23C; H05B; H10K,,공정; 기판,False,False,True,13.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,91
1020190146326||쓰로틀 밸브 및 이를 포함하는 반도체 제조 장치|주식회사 원익아이피에스,쓰로틀 밸브 및 이를 포함하는 반도체 제조 장치,주식회사 원익아이피에스,1020190146326,1020210059201,,취하,2019,2021,,F16K; H10P,,반도체,False,False,True,13.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,34
1020100138762||기판처리장치 및 그에 사용되는 커버부재 및 기판처리방법|주식회사 원익아이피에스,기판처리장치 및 그에 사용되는 커버부재 및 기판처리방법,주식회사 원익아이피에스,1020100138762,1020120076974,,거절,2010,2012,,H10F; C23C,,공정; 기판,False,False,True,12.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,43
1020120092146||박막 제조 방법 및 기판 처리 장치|주식회사 원익아이피에스,박막 제조 방법 및 기판 처리 장치,주식회사 원익아이피에스,1020120092146,1020140026724,,거절,2012,2014,,H10P; C23C,,공정; 기판,False,False,True,12.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,70
1020110132148||증착 장치 및 이를 이용한 기판 처리 방법|주식회사 원익아이피에스,증착 장치 및 이를 이용한 기판 처리 방법,주식회사 원익아이피에스,1020110132148,1020130065332,,거절,2011,2013,,H10K; C23C,,공정; 기판,False,False,True,12.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,92
1020110132150||증착 장치 및 이를 이용한 기판 처리 방법|주식회사 원익아이피에스,증착 장치 및 이를 이용한 기판 처리 방법,주식회사 원익아이피에스,1020110132150,1020130065334,,거절,2011,2013,,H10K; C23C,,공정; 기판,False,False,True,12.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,95
1020120066423||박막 증착 장치 및 박막 증착 방법|주식회사 원익아이피에스,박막 증착 장치 및 박막 증착 방법,주식회사 원익아이피에스,1020120066423,1020130099780,,거절,2012,2013,,H10K; C23C,,공정; 기판,False,False,True,12.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,96
1020180112754||리니어소스 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,리니어소스 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020180112754,1020200033458,,취하,2018,2020,,C23C,,기판,False,False,True,11.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,102
1020180112753||리니어소스 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,리니어소스 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020180112753,1020200033457,,취하,2018,2020,,C23C,,기판,False,False,True,11.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,103
1020160098145||티타늄 박막 형성 방법|주식회사 원익아이피에스,티타늄 박막 형성 방법,주식회사 원익아이피에스,1020160098145,1020180014594,,거절,2016,2018,,C23C,,기판,False,False,True,11.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,105
1020150130635||리니어소스 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,리니어소스 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020150130635,1020170032780,,거절,2015,2017,,H10K,,공정; 기판,False,False,True,10.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,93
1020120075757||알루미늄-실리콘 화합물의 증착방법 및 그 증착장치|주식회사 원익아이피에스,알루미늄-실리콘 화합물의 증착방법 및 그 증착장치,주식회사 원익아이피에스,1020120075757,1020140008751,,거절,2012,2014,,C23C,,전구체; 기판,False,False,True,10.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,112
1020120041608||기화기 및 이를 구비하는 기판처리장치|주식회사 원익아이피에스,기화기 및 이를 구비하는 기판처리장치,주식회사 원익아이피에스,1020120041608,1020130118605,,취하,2012,2013,,H10P; C23C,,기판,False,False,True,9.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,77
1020170097291||히터|주식회사 원익아이피에스,히터,주식회사 원익아이피에스,1020170097291,1020170091570,,취하,2017,2017,,H05B,,,False,False,True,8.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,107
1020120005398||항온장치 및 이를 포함하는 반도체 제조장치|주식회사 원익아이피에스,항온장치 및 이를 포함하는 반도체 제조장치,주식회사 원익아이피에스,1020120005398,1020130084541,,거절,2012,2013,,H10P,,반도체,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,82
1020150140809||상부리드의 이송장치|주식회사 원익아이피에스,상부리드의 이송장치,주식회사 원익아이피에스,1020150140809,1020170041410,,취하,2015,2017,,B66C,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,106
"1020130066014||비접촉식 기판 평탄화 장치와, 비접촉식 기판 평탄화 방법과, 이를 이용한 레이져 가공 시스템 및 레이져 가공 방법|주식회사 원익아이피에스","비접촉식 기판 평탄화 장치와, 비접촉식 기판 평탄화 방법과, 이를 이용한 레이져 가공 시스템 및 레이져 가공 방법",주식회사 원익아이피에스,1020130066014,1020140144369,,취하,2013,2014,,B23K,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,108
1020130076977||이물질 흡입 장치를 갖는 레이져 가공 장치 및 레이져 가공 방법|주식회사 원익아이피에스,이물질 흡입 장치를 갖는 레이져 가공 장치 및 레이져 가공 방법,주식회사 원익아이피에스,1020130076977,1020150004469,,취하,2013,2015,,B23K,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,109
1020130076976||기판 플립형 레이져 가공 장치 및 레이져 가공 방법|주식회사 원익아이피에스,기판 플립형 레이져 가공 장치 및 레이져 가공 방법,주식회사 원익아이피에스,1020130076976,1020150004468,,취하,2013,2015,,B23K,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,110
1020110123045||진공처리장치|주식회사 원익아이피에스,진공처리장치,주식회사 원익아이피에스,1020110123045,1020130009563,,거절,2011,2013,,C23C,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,111
1020130066015||저온 흡착 장치를 갖는 레이져 가공 장치 및 레이져 가공 방법|주식회사 원익아이피에스,저온 흡착 장치를 갖는 레이져 가공 장치 및 레이져 가공 방법,주식회사 원익아이피에스,1020130066015,1020140144370,,취하,2013,2014,,B23K,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,113
"1020130082458||레이져 스테이지 장치와, 이를 갖는 레이져 가공 장치 및 레이져 스테이지 장치의 제어방법|주식회사 원익아이피에스","레이져 스테이지 장치와, 이를 갖는 레이져 가공 장치 및 레이져 스테이지 장치의 제어방법",주식회사 원익아이피에스,1020130082458,1020150008318,,취하,2013,2015,,B23K,,기판,False,False,True,7.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,115
1020120094412||스토커 챔버|주식회사 원익아이피에스,스토커 챔버,주식회사 원익아이피에스,1020120094412,1020140030412,,취하,2012,2014,,H10K; H10P,,,False,False,True,6.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,68
1020100128371||샤워헤드 및 이를 구비한 진공처리장치|주식회사 원익아이피에스,샤워헤드 및 이를 구비한 진공처리장치,주식회사 원익아이피에스,1020100128371,1020120066991,,거절,2010,2012,,H10P; C23C,,,False,False,True,6.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,79
1020120123325||박막 증착 챔버|주식회사 원익아이피에스,박막 증착 챔버,주식회사 원익아이피에스,1020120123325,1020140056882,,거절,2012,2014,,C23C; H10K,,,False,False,True,6.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,94
1020120150262||박막 증착 장치|주식회사 원익아이피에스,박막 증착 장치,주식회사 원익아이피에스,1020120150262,1020140080997,,거절,2012,2014,,C23C; H01J,,,False,False,True,6.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,114
1020120074758||리니어 소스 및 이를 구비하는 증착장치|주식회사 원익아이피에스,리니어 소스 및 이를 구비하는 증착장치,주식회사 원익아이피에스,1020120074758,1020140007623,,거절,2012,2014,,C23C,,,False,False,True,4.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,116
