left_source_index,right_source_index,similarity
101,102,0.8149
108,112,0.8001
91,94,0.7365
109,112,0.6619
108,109,0.6529
40,88,0.6139
84,85,0.5551
31,32,0.5519
72,74,0.4525
112,114,0.4368
109,114,0.4336
108,114,0.4292
0,1,0.4227
39,45,0.4049
10,31,0.3922
41,89,0.3905
15,36,0.3822
90,96,0.3788
0,7,0.3766
107,109,0.3686
